Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s),activity,Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
5.479126722,0.001065263641,0.007456845604,0.0009321057005,0.007590003559,rotation,,,,
5.481620576,0.002130527282,0.002130527282,-0.0001331579551,0.003015961545,rotation,,,,
5.484114326,-0.001065263641,-0.004261054564,0.0009321057005,0.00449001043,rotation,,,,
5.486608128,-0.002130527282,-0.007456845604,0.001997369342,0.008008319246,rotation,,,,
5.48910193,0.002130527282,-0.002130527282,-0.0001331579551,0.003015961545,rotation,,,,
5.491595732,0.004261054564,0.002130527282,0.0009321057005,0.00485433348,rotation,,,,
5.494048232,0.001065263641,0.004261054564,0.003062632866,0.005354539448,rotation,,,,
5.496500732,-0.001065263641,-0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.498953232,-0.001065263641,-0.006391582079,-0.0001331579551,0.006481114036,rotation,,,,
5.501440784,-0.00319579104,-0.002130527282,-0.001198421582,0.004023486194,rotation,,,,
5.503858232,-0.002130527282,0.001065263641,0.001997369342,0.003108603772,rotation,,,,
5.506310732,-0.001065263641,0.002130527282,-0.001198421582,0.002666485967,rotation,,,,
5.508780524,-0.00319579104,0.001065263641,-0.002263685223,0.004058588151,rotation,,,,
5.511268076,-0.00319579104,0.0,0.0009321057005,0.003328948994,rotation,,,,
5.513720576,-0.00319579104,0.004261054564,0.0009321057005,0.005407262469,rotation,,,,
5.516201982,-0.0,0.005326318089,-0.0001331579551,0.005327982303,rotation,,,,
5.518625576,0.00319579104,0.006391582079,-0.0001331579551,0.007147246525,rotation,,,,
5.521078076,0.001065263641,0.005326318089,-0.0001331579551,0.005433431885,rotation,,,,
5.523559482,-0.001065263641,0.001065263641,0.001997369342,0.002501810851,rotation,,,,
5.525983076,-0.001065263641,-0.00319579104,0.001997369342,0.003916293053,rotation,,,,
5.528435576,-0.002130527282,-0.00319579104,-0.0001331579551,0.003843170294,rotation,,,,
5.530888076,0.001065263641,0.0,-0.0001331579551,0.001073553756,rotation,,,,
5.533369482,0.001065263641,0.001065263641,0.001997369342,0.002501810851,rotation,,,,
5.535988076,0.001065263641,0.0,-0.0001331579551,0.001073553756,rotation,,,,
5.538538076,-0.001065263641,-0.001065263641,-0.001198421582,0.001925042217,rotation,,,,
5.541088076,0.001065263641,-0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.543569482,0.002130527282,-0.002130527282,0.0009321057005,0.00315390457,rotation,,,,
5.546188076,-0.001065263641,-0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.548738076,-0.0,0.002130527282,0.0009321057005,0.002325503717,rotation,,,,
5.551288076,0.001065263641,0.00319579104,0.0009321057005,0.003495237908,rotation,,,,
5.553838076,0.002130527282,0.0,-0.001198421582,0.002444455111,rotation,,,,
5.556290576,0.002130527282,0.0,-0.0001331579551,0.002134684412,rotation,,,,
5.558743076,-0.002130527282,0.0,-0.0001331579551,0.002134684412,rotation,,,,
5.561226409,-0.001065263641,-0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.563648076,-0.002130527282,0.0,-0.001198421582,0.002444455111,rotation,,,,
5.566100576,-0.001065263641,0.0,-0.001198421582,0.0016034341,rotation,,,,
5.568553076,0.001065263641,0.0,-0.0001331579551,0.001073553756,rotation,,,,
5.571005576,-0.00319579104,0.0,-0.002263685223,0.003916293038,rotation,,,,
5.573458076,0.001065263641,0.0,-0.0001331579551,0.001073553756,rotation,,,,
5.576008076,-0.001065263641,0.001065263641,-0.001198421582,0.001925042217,rotation,,,,
5.578491409,-0.001065263641,0.001065263641,-0.001198421582,0.001925042217,rotation,,,,
5.581108076,0.001065263641,0.002130527282,-0.001198421582,0.002666485967,rotation,,,,
5.583658076,0.00319579104,0.001065263641,-0.0001331579551,0.003371290263,rotation,,,,
5.586169638,0.001065263641,0.002130527282,-0.0001331579551,0.00238572089,rotation,,,,
5.588652972,-0.001065263641,-0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.591136253,-0.001065263641,-0.002130527282,0.0009321057005,0.002557880795,rotation,,,,
5.593619586,-0.0,-0.002130527282,-0.0001331579551,0.002134684412,rotation,,,,
5.596102919,-0.0,0.0,0.0009321057005,0.0009321057005,rotation,,,,
5.598555419,-0.001065263641,-0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.601007919,-0.0,-0.00319579104,-0.001198421582,0.003413106306,rotation,,,,
5.603493128,-0.0,-0.001065263641,0.0009321057005,0.001415488489,rotation,,,,
5.605912919,-0.0,0.0,-0.0001331579551,0.0001331579551,rotation,,,,
5.608365419,0.00319579104,-0.001065263641,-0.0001331579551,0.003371290263,rotation,,,,
5.610817919,0.001065263641,0.0,-0.0001331579551,0.001073553756,rotation,,,,
5.613303128,-0.001065263641,0.0,0.0009321057005,0.001415488489,rotation,,,,
5.615722919,-0.002130527282,0.001065263641,-0.0001331579551,0.00238572089,rotation,,,,
5.618175419,-0.0,-0.001065263641,-0.0001331579551,0.001073553756,rotation,,,,
5.620645263,0.001065263641,-0.00319579104,0.003062632866,0.004552755986,rotation,,,,
5.623131722,-0.001065263641,-0.001065263641,0.001997369342,0.002501810851,rotation,,,,
5.625618232,-0.0,0.001065263641,0.0009321057005,0.001415488489,rotation,,,,
5.62810469,-0.004261054564,0.001065263641,0.0009321057005,0.00449001043,rotation,,,,
5.630591149,-0.004261054564,0.0,-0.001198421582,0.004426375525,rotation,,,,
5.633085732,-0.002130527282,0.0,0.0009321057005,0.002325503717,rotation,,,,
5.635691149,-0.0,0.001065263641,-0.0001331579551,0.001073553756,rotation,,,,
5.638241149,-0.0,0.00319579104,0.0009321057005,0.003328948994,rotation,,,,
5.640735732,-0.0,0.00319579104,-0.0001331579551,0.003198563961,rotation,,,,
5.643341149,-0.002130527282,0.0,-0.001198421582,0.002444455111,rotation,,,,
5.645847294,-0.002130527282,0.0,-0.0001331579551,0.002134684412,rotation,,,,
5.648341826,-0.0,-0.001065263641,-0.0001331579551,0.001073553756,rotation,,,,
5.650836409,-0.0,0.001065263641,-0.0001331579551,0.001073553756,rotation,,,,
5.653330992,-0.0,0.0,-0.0001331579551,0.0001331579551,rotation,,,,
5.655825524,-0.0,0.0,0.0009321057005,0.0009321057005,rotation,,,,
5.658278024,-0.002130527282,0.002130527282,-0.0001331579551,0.003015961545,rotation,,,,
5.660730524,0.002130527282,0.002130527282,-0.001198421582,0.0032426081,rotation,,,,
5.663183024,-0.0,0.001065263641,0.003062632866,0.003242608009,rotation,,,,
5.665635524,0.001065263641,0.001065263641,0.001997369342,0.002501810851,rotation,,,,
5.668124117,0.002130527282,-0.001065263641,-0.0001331579551,0.00238572089,rotation,,,,
5.670540524,0.002130527282,-0.002130527282,-0.0001331579551,0.003015961545,rotation,,,,
5.673004586,-0.001065263641,-0.001065263641,0.001997369342,0.002501810851,rotation,,,,
5.675493232,0.001065263641,0.0,0.0009321057005,0.001415488489,rotation,,,,
5.677981826,0.001065263641,0.001065263641,-0.002263685223,0.002719162378,rotation,,,,
5.680593232,-0.0,0.002130527282,-0.00332894898,0.003952347127,rotation,,,,
5.683143232,-0.0,-0.001065263641,0.001997369342,0.00226368525,rotation,,,,
5.685693232,-0.0,0.0,0.0009321057005,0.0009321057005,rotation,,,,
5.688243232,-0.001065263641,-0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.690731826,-0.0,0.0,-0.0001331579551,0.0001331579551,rotation,,,,
5.693343232,0.001065263641,0.0,-0.004394212738,0.004521492255,rotation,,,,
5.695893232,-0.001065263641,0.0,-0.0001331579551,0.001073553756,rotation,,,,
5.698363336,-0.0,0.00319579104,0.0009321057005,0.003328948994,rotation,,,,
5.700857919,-0.002130527282,0.00319579104,-0.002263685223,0.004458306591,rotation,,,,
5.703352555,-0.0,-0.001065263641,-0.0001331579551,0.001073553756,rotation,,,,
5.705847138,0.002130527282,0.0,-0.0001331579551,0.002134684412,rotation,,,,
5.708341722,-0.001065263641,0.00319579104,0.001997369342,0.003916293053,rotation,,,,
5.710836357,-0.00319579104,0.0,-0.0001331579551,0.003198563961,rotation,,,,
5.71333094,-0.00319579104,-0.001065263641,-0.001198421582,0.003575483363,rotation,,,,
5.715825576,-0.001065263641,0.001065263641,0.0009321057005,0.001771551379,rotation,,,,
5.718278076,-0.001065263641,0.0,-0.0001331579551,0.001073553756,rotation,,,,
5.720730576,-0.0,-0.002130527282,-0.0001331579551,0.002134684412,rotation,,,,
5.723225159,-0.0,-0.001065263641,-0.0001331579551,0.001073553756,rotation,,,,
5.725635576,-0.002130527282,-0.001065263641,0.0009321057005,0.002557880795,rotation,,,,
5.728088076,-0.002130527282,-0.00319579104,0.001997369342,0.0043291698,rotation,,,,
5.730540576,-0.0,0.002130527282,-0.0001331579551,0.002134684412,rotation,,,,
5.733035159,0.004261054564,0.001065263641,-0.0001331579551,0.004394212519,rotation,,,,
5.735445576,0.002130527282,-0.002130527282,-0.001198421582,0.0032426081,rotation,,,,
5.737995576,-0.0,-0.002130527282,-0.0001331579551,0.002134684412,rotation,,,,
5.740545576,-0.001065263641,-0.00319579104,0.001997369342,0.003916293053,rotation,,,,
5.743037867,-0.00319579104,-0.001065263641,0.001997369342,0.003916293053,rotation,,,,
5.745571774,-0.00319579104,-0.001065263641,-0.0001331579551,0.003371290263,rotation,,,,
5.748064117,-0.0,-0.002130527282,-0.001198421582,0.002444455111,rotation,,,,
5.750556357,0.002130527282,0.001065263641,-0.0001331579551,0.00238572089,rotation,,,,
5.753048649,0.002130527282,0.002130527282,0.001997369342,0.003614938075,rotation,,,,
5.755540992,-0.0,0.002130527282,0.001997369342,0.002920381959,rotation,,,,
5.758058961,-0.0,0.0,0.001997369342,0.001997369342,rotation,,,,
5.76055193,-0.002130527282,0.0,-0.001198421582,0.002444455111,rotation,,,,
5.763044847,-0.0,0.001065263641,-0.002263685223,0.002501810827,rotation,,,,
5.765537815,0.001065263641,0.0,-0.0001331579551,0.001073553756,rotation,,,,
5.76803068,0.002130527282,-0.001065263641,-0.0001331579551,0.00238572089,rotation,,,,
5.770523649,-0.001065263641,-0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.773016565,-0.002130527282,0.001065263641,-0.002263685223,0.003286062068,rotation,,,,
5.775509534,0.001065263641,0.001065263641,-0.001198421582,0.001925042217,rotation,,,,
5.777971513,-0.0,-0.001065263641,-0.0001331579551,0.001073553756,rotation,,,,
5.780463701,0.001065263641,-0.001065263641,0.001997369342,0.002501810851,rotation,,,,
5.782955888,-0.0,0.0,0.0009321057005,0.0009321057005,rotation,,,,
5.785448076,-0.0,0.0,0.0009321057005,0.0009321057005,rotation,,,,
5.787940159,0.001065263641,0.0,0.001997369342,0.00226368525,rotation,,,,
5.790432347,-0.001065263641,0.0,-0.0001331579551,0.001073553756,rotation,,,,
5.792924482,0.001065263641,-0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.795416722,-0.002130527282,-0.002130527282,-0.001198421582,0.0032426081,rotation,,,,
5.797915367,-0.001065263641,0.002130527282,-0.0001331579551,0.00238572089,rotation,,,,
5.800516722,0.001065263641,0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.803066722,-0.0,-0.001065263641,0.001997369342,0.00226368525,rotation,,,,
5.805616722,0.001065263641,-0.002130527282,0.0009321057005,0.002557880795,rotation,,,,
5.808166722,-0.001065263641,-0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.810665367,0.001065263641,-0.001065263641,0.001997369342,0.002501810851,rotation,,,,
5.813169117,0.001065263641,0.00319579104,0.0009321057005,0.003495237908,rotation,,,,
5.815667763,0.001065263641,0.001065263641,-0.002263685223,0.002719162378,rotation,,,,
5.818120263,-0.002130527282,0.0,-0.001198421582,0.002444455111,rotation,,,,
5.820614638,-0.002130527282,0.002130527282,0.0009321057005,0.00315390457,rotation,,,,
5.823025263,-0.001065263641,0.00319579104,-0.0001331579551,0.003371290263,rotation,,,,
5.825487138,-0.00319579104,0.0,0.0009321057005,0.003328948994,rotation,,,,
5.827981565,-0.001065263641,0.0,-0.0001331579551,0.001073553756,rotation,,,,
5.83047594,-0.001065263641,0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.832970315,-0.001065263641,0.002130527282,0.0009321057005,0.002557880795,rotation,,,,
5.83546469,-0.001065263641,0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.837959169,-0.0,-0.002130527282,-0.0001331579551,0.002134684412,rotation,,,,
5.840411669,-0.001065263641,-0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.842864169,0.002130527282,0.002130527282,0.0009321057005,0.00315390457,rotation,,,,
5.845316669,0.001065263641,0.0,-0.002263685223,0.002501810827,rotation,,,,
5.847811044,-0.001065263641,0.001065263641,0.0009321057005,0.001771551379,rotation,,,,
5.850221669,-0.001065263641,0.0,0.001997369342,0.00226368525,rotation,,,,
5.852674169,0.001065263641,0.0,0.001997369342,0.00226368525,rotation,,,,
5.855126669,-0.0,0.0,-0.001198421582,0.001198421582,rotation,,,,
5.857621565,0.00319579104,0.0,-0.001198421582,0.003413106306,rotation,,,,
5.860226669,0.002130527282,0.0,0.001997369342,0.002920381959,rotation,,,,
5.862776669,-0.0,-0.002130527282,0.0009321057005,0.002325503717,rotation,,,,
5.865326669,-0.001065263641,-0.001065263641,-0.001198421582,0.001925042217,rotation,,,,
5.867876669,-0.002130527282,0.0,-0.001198421582,0.002444455111,rotation,,,,
5.870426669,-0.002130527282,0.002130527282,0.0009321057005,0.00315390457,rotation,,,,
5.872924013,0.001065263641,0.00319579104,-0.0001331579551,0.003371290263,rotation,,,,
5.875418909,0.001065263641,0.002130527282,-0.001198421582,0.002666485967,rotation,,,,
5.877871409,-0.0,0.00319579104,-0.0001331579551,0.003198563961,rotation,,,,
5.88036469,-0.001065263641,0.00319579104,0.003062632866,0.004552755986,rotation,,,,
5.88283844,0.001065263641,0.0,-0.0001331579551,0.001073553756,rotation,,,,
5.885331669,0.001065263641,-0.001065263641,-0.001198421582,0.001925042217,rotation,,,,
5.887824951,-0.001065263641,-0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.890318232,0.002130527282,0.0,-0.001198421582,0.002444455111,rotation,,,,
5.892811513,-0.00319579104,-0.001065263641,0.0009321057005,0.003495237908,rotation,,,,
5.895304794,-0.0,-0.00319579104,0.0009321057005,0.003328948994,rotation,,,,
5.897798128,0.001065263641,0.001065263641,0.0009321057005,0.001771551379,rotation,,,,
5.900250628,-0.001065263641,-0.002130527282,-0.0001331579551,0.00238572089,rotation,,,,
5.902703128,-0.0,-0.00319579104,0.0009321057005,0.003328948994,rotation,,,,
5.905196409,-0.001065263641,-0.001065263641,0.003062632866,0.003413106111,rotation,,,,
5.907276305,-0.001065263641,0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.909769586,-0.0,0.002130527282,-0.0001331579551,0.002134684412,rotation,,,,
5.912262867,-0.0,-0.002130527282,-0.0001331579551,0.002134684412,rotation,,,,
5.914756149,-0.0,0.0,-0.001198421582,0.001198421582,rotation,,,,
5.91724943,-0.0,0.0,0.0009321057005,0.0009321057005,rotation,,,,
5.919749378,-0.0,0.0,0.001997369342,0.001997369342,rotation,,,,
5.922236878,-0.001065263641,-0.002130527282,0.003062632866,0.003879903761,rotation,,,,
5.924724378,-0.002130527282,-0.002130527282,-0.0001331579551,0.003015961545,rotation,,,,
5.927211826,-0.001065263641,-0.001065263641,0.0009321057005,0.001771551379,rotation,,,,
5.929699326,-0.0,0.001065263641,0.0009321057005,0.001415488489,rotation,,,,
5.932186774,-0.0,0.001065263641,0.001997369342,0.00226368525,rotation,,,,
5.934674274,0.001065263641,0.0,0.0009321057005,0.001415488489,rotation,,,,
5.937161722,0.001065263641,0.0,0.0009321057005,0.001415488489,rotation,,,,
5.939711722,-0.001065263641,0.002130527282,-0.0001331579551,0.00238572089,rotation,,,,
5.942208961,0.001065263641,0.006391582079,-0.002263685223,0.006863772934,rotation,,,,
5.944811722,0.001065263641,0.00319579104,-0.002263685223,0.004058588151,rotation,,,,
5.947361722,-0.0,0.0,-0.0001331579551,0.0001331579551,rotation,,,,
5.949911722,-0.001065263641,0.002130527282,-0.0001331579551,0.00238572089,rotation,,,,
5.952408961,-0.002130527282,0.001065263641,0.0009321057005,0.002557880795,rotation,,,,
5.955011722,-0.0,-0.002130527282,-0.001198421582,0.002444455111,rotation,,,,
5.95752443,-0.001065263641,-0.001065263641,-0.0001331579551,0.001512383645,rotation,,,,
5.95997693,-0.0,-0.001065263641,0.0009321057005,0.001415488489,rotation,,,,
5.96242943,-0.0,-0.001065263641,0.001997369342,0.00226368525,rotation,,,,
5.96488193,-0.001065263641,0.00319579104,0.0009321057005,0.003495237908,rotation,,,,
5.96733443,0.001065263641,0.0,0.0009321057005,0.001415488489,rotation,,,,
5.969831669,0.001065263641,-0.001065263641,0.003062632866,0.003413106111,rotation,,,,
5.97223943,-0.001065263641,0.0,0.0009321057005,0.001415488489,rotation,,,,
5.97469193,0.001065263641,-0.002130527282,0.0009321057005,0.002557880795,rotation,,,,
5.97714443,0.001065263641,0.001065263641,-0.002263685223,0.002719162378,rotation,,,,
5.97969443,-0.001065263641,0.002130527282,-0.002263685223,0.003286062068,rotation,,,,
5.98219068,-0.002130527282,-0.002130527282,-0.002263685223,0.0037686289,rotation,,,,
5.98479443,-0.001065263641,-0.002130527282,-0.001198421582,0.002666485967,rotation,,,,
5.98734443,0.001065263641,-0.001065263641,-0.001198421582,0.001925042217,rotation,,,,
5.98989443,-0.002130527282,0.001065263641,0.0009321057005,0.002557880795,rotation,,,,
5.99239068,-0.002130527282,0.0,0.0009321057005,0.002325503717,rotation,,,,
5.994900211,0.001065263641,0.0,0.001997369342,0.00226368525,rotation,,,,
5.997396513,-0.0,0.001065263641,-0.0001331579551,0.001073553756,rotation,,,,
5.999946513,-0.0,0.00319579104,-0.001198421582,0.003413106306,rotation,,,,
6.002457659,-0.0,0.001065263641,-0.0001331579551,0.001073553756,rotation,,,,
6.00495568,-0.002130527282,-0.001065263641,0.0009321057005,0.002557880795,rotation,,,,
6.007453701,-0.004261054564,-0.006391582079,0.001997369342,0.007937152623,rotation,,,,
6.009951669,-0.006391582079,-0.01491369121,0.0009321057005,0.01625236377,rotation,,,,
6.01244969,-0.009587372653,-0.02237053588,-0.001198421582,0.02436790521,rotation,,,,
6.014947659,-0.009587372653,-0.02556632832,0.0009321057005,0.02732075546,rotation,,,,
6.017445628,-0.009587372653,-0.02663159184,0.001997369342,0.02837514551,rotation,,,,
6.019906565,-0.008522109129,-0.02237053588,0.003062632866,0.02413393751,rotation,,,,
6.022403649,-0.004261054564,-0.01384842768,-0.001198421582,0.01453862956,rotation,,,,
6.02490068,-0.0,-0.004261054564,-0.002263685223,0.004825024019,rotation,,,,
6.027397815,0.001065263641,0.002130527282,-0.001198421582,0.002666485967,rotation,,,,
6.029894847,0.01491369121,0.02237053588,-0.001198421582,0.02691273444,rotation,,,,
6.03239193,0.05432844535,0.06711161137,-0.0001331579551,0.08634561995,rotation,,,,
6.034888961,0.1330247968,0.1565937549,-0.005459476262,0.2055407661,rotation,,,,
6.037386044,0.2225069404,0.2332927436,-0.007590003312,0.3224786053,rotation,,,,
6.039883492,0.2704437971,0.2354232669,-0.00332894898,0.3585736241,rotation,,,,
6.042397034,0.2427469492,0.1512674391,0.001997369342,0.2860278115,rotation,,,,
6.044894534,0.1447426975,0.01810948178,-0.001198421582,0.145876105,rotation,,,,
6.047391982,-0.00319579104,-0.1042626798,0.0009321057005,0.1043158104,rotation,,,,
6.049889482,-0.1342232227,-0.1596563905,0.001997369342,0.2085905704,rotation,,,,
6.05238693,-0.1906821877,-0.162852183,-0.0001331579551,0.2507599408,rotation,,,,
6.05488443,-0.1821600795,-0.1362205893,-0.00332894898,0.2274850004,rotation,,,,
6.057381878,-0.1395495385,-0.08615319431,-0.0001331579551,0.1640014156,rotation,,,,
6.059834378,-0.08522108942,-0.02982738242,-0.001198421582,0.09029807882,rotation,,,,
6.062286878,-0.03621896356,0.02237053588,-0.001198421582,0.04258744429,rotation,,,,
6.064784326,0.01278316416,0.05645897239,-0.001198421582,0.05790044097,rotation,,,,
6.066964638,0.0521979183,0.078829512,-0.001198421582,0.09455237094,rotation,,,,
6.069462086,0.0873516202,0.08415582776,-0.0001331579551,0.1212952045,rotation,,,,
6.071959586,0.1054610983,0.06924213469,-0.001198421582,0.126166369,rotation,,,,
6.074457034,0.1086568907,0.0351537019,-0.001198421582,0.1142083135,rotation,,,,
6.076952347,0.0873516202,-0.00319579104,0.0009321057005,0.0874150299,rotation,,,,
6.079557034,0.05113265663,-0.03089264594,-0.0001331579551,0.05974045429,rotation,,,,
6.082107034,0.007456845604,-0.04048001766,0.0009321057005,0.04117165527,rotation,,,,
6.084602347,-0.03621896356,-0.03195790946,0.001997369342,0.04834367366,rotation,,,,
6.087180055,-0.06391581893,-0.02024000883,-0.004394212738,0.06718778886,rotation,,,,
6.089675367,-0.07243792713,-0.01278316416,-0.001198421582,0.07356696804,rotation,,,,
6.092170628,-0.06498108059,-0.007456845604,-0.001198421582,0.06541851111,rotation,,,,
6.09466594,-0.04900212586,-0.007456845604,0.0009321057005,0.0495750109,rotation,,,,
6.097161253,-0.03089264594,-0.006391582079,0.001997369342,0.0316100835,rotation,,,,
6.099658076,-0.00319579104,-0.00319579104,-0.0001331579551,0.004521492207,rotation,,,,
6.102153388,0.02024000883,-0.004261054564,-0.001198421582,0.02071836764,rotation,,,,
6.104648753,0.03195790946,-0.007456845604,-0.001198421582,0.03283822069,rotation,,,,
6.107144117,0.03621896356,-0.009587372653,0.001997369342,0.03751960181,rotation,,,,
6.10963943,0.03089264594,-0.007456845604,-0.0001331579551,0.03178014869,rotation,,,,
6.112134742,0.01917474531,-0.001065263641,-0.0001331579551,0.0192047748,rotation,,,,
6.114630107,0.01065263618,0.009587372653,-0.0001331579551,0.01433227487,rotation,,,,
6.117082607,-0.001065263641,0.01491369121,0.001997369342,0.01508451048,rotation,,,,
6.119535107,-0.01065263618,0.01810948178,0.001997369342,0.0211050106,rotation,,,,
6.121987607,-0.01278316416,0.01491369121,0.001997369342,0.01974378271,rotation,,,,
6.124477347,-0.005326318089,0.01491369121,-0.0001331579551,0.01583684252,rotation,,,,
6.126871253,-0.001065263641,0.006391582079,0.0009321057005,0.006546444007,rotation,,,,
6.12936094,0.005326318089,-0.002130527282,0.0009321057005,0.00581185271,rotation,,,,
6.13185068,0.01597895473,-0.002130527282,0.0009321057005,0.01614728961,rotation,,,,
6.134340419,0.0234357994,0.0,-0.0001331579551,0.02343617769,rotation,,,,
6.136792919,0.02130527236,0.001065263641,0.0009321057005,0.02135224199,rotation,,,,
6.139245419,0.02024000883,0.0117178997,0.001997369342,0.02347246504,rotation,,,,
6.141697919,0.02982738242,0.03089264594,-0.0001331579551,0.04294235725,rotation,,,,
6.144181097,0.03195790946,0.039414756,0.001997369342,0.05078208791,rotation,,,,
6.146497607,0.02130527236,0.03302317113,-0.0001331579551,0.03929964621,rotation,,,,
6.148980836,0.009587372653,0.02556632832,-0.001198421582,0.02733113741,rotation,,,,
6.151463961,0.002130527282,0.01491369121,-0.002263685223,0.01523422472,rotation,,,,
6.153947138,0.006391582079,0.009587372653,-0.001198421582,0.01158474213,rotation,,,,
6.156563961,0.01704421826,0.01065263618,-0.0001331579551,0.02009979514,rotation,,,,
6.159113961,0.02556632832,0.0117178997,-0.001198421582,0.02814929007,rotation,,,,
6.161663961,0.03089264594,0.02024000883,0.001997369342,0.03698652478,rotation,,,,
6.164213961,0.02876211889,0.02769685537,0.0009321057005,0.03994050702,rotation,,,,
6.166763961,0.01704421826,0.02556632832,0.001997369342,0.03079175221,rotation,,,,
6.169313961,0.01278316416,0.02876211889,0.0009321057005,0.03148868987,rotation,,,,
6.171797138,0.01810948178,0.03089264594,0.001997369342,0.03586500227,rotation,,,,
6.174395367,0.02130527236,0.02450106293,0.006258423906,0.03306636637,rotation,,,,
6.176945367,0.01917474531,0.01704421826,0.003062632866,0.0258371042,rotation,,,,
6.179481826,0.01384842768,0.006391582079,-0.001198421582,0.0152992642,rotation,,,,
6.181973805,-0.006391582079,-0.01384842768,-0.00332894898,0.01561131551,rotation,,,,
6.184465732,-0.01917474531,-0.0234357994,-0.001198421582,0.03030418726,rotation,,,,
6.186957659,-0.02237053588,-0.0234357994,-0.002263685223,0.03247771298,rotation,,,,
6.189449534,-0.02769685537,-0.02769685537,-0.002263685223,0.03923462584,rotation,,,,
6.191941513,-0.01384842768,-0.01597895473,-0.001198421582,0.02117881389,rotation,,,,
6.194433388,-0.002130527282,-0.002130527282,-0.0001331579551,0.003015961545,rotation,,,,
6.196924899,0.01704421826,0.01278316416,-0.0001331579551,0.02130568922,rotation,,,,
6.199400107,0.02556632832,0.02024000883,0.0009321057005,0.03262152544,rotation,,,,
6.201891617,0.02237053588,0.02130527236,-0.001198421582,0.03091588136,rotation,,,,
6.20438318,0.01810948178,0.02130527236,0.0009321057005,0.02797743343,rotation,,,,
6.20687469,0.002130527282,0.009587372653,-0.0001331579551,0.00982214803,rotation,,,,
6.209366201,-0.01065263618,-0.001065263641,-0.001198421582,0.0107726347,rotation,,,,
6.211857711,-0.004261054564,0.00319579104,0.003062632866,0.006144052933,rotation,,,,
6.214349274,-0.008522109129,0.001065263641,-0.0001331579551,0.008589462245,rotation,,,,
6.216801774,0.001065263641,0.0117178997,0.0009321057005,0.01180308354,rotation,,,,
6.219254274,0.03834949061,0.06391581893,-0.0001331579551,0.07453813166,rotation,,,,
6.221706774,0.078829512,0.1363537461,0.0009321057005,0.1575033487,rotation,,,,
6.224198284,0.08628635854,0.1533979625,0.0009321057005,0.1760032368,rotation,,,,
6.226290784,0.05326318368,0.1065263674,-0.00332894898,0.1191466138,rotation,,,,
6.228782294,0.02982738242,0.06178529188,0.003062632866,0.06867659539,rotation,,,,
6.231273857,0.039414756,0.04048001766,0.001997369342,0.05653445237,rotation,,,,
6.233765367,0.01704421826,0.005326318089,-0.0001331579551,0.01785756902,rotation,,,,
6.236258076,-0.01065263618,-0.01810948178,-0.0001331579551,0.02101070487,rotation,,,,
6.238743076,-0.01384842768,-0.004261054564,0.001997369342,0.01462617584,rotation,,,,
6.241228076,-0.00319579104,0.01917474531,-0.00332894898,0.01972221689,rotation,,,,
6.243713076,0.01065263618,0.03621896356,-0.002263685223,0.03782084412,rotation,,,,
6.246198076,0.01917474531,0.04687159881,0.004127896391,0.05081001044,rotation,,,,
6.248683076,0.01810948178,0.04474107176,0.001997369342,0.04830844975,rotation,,,,
6.251168076,0.01704421826,0.0351537019,-0.00332894898,0.03920931056,rotation,,,,
6.253653076,0.01065263618,0.02450106293,-0.0001331579551,0.02671700719,rotation,,,,
6.256194326,0.00319579104,0.009587372653,0.001997369342,0.01030146975,rotation,,,,
6.258680732,-0.0,0.002130527282,0.0009321057005,0.002325503717,rotation,,,,
6.26116719,-0.001065263641,0.006391582079,0.001997369342,0.006780604131,rotation,,,,
6.263653649,-0.01384842768,0.00319579104,0.0009321057005,0.01424292283,rotation,,,,
6.266140055,-0.04154528305,-0.01597895473,-0.0001331579551,0.04451241702,rotation,,,,
6.268626461,-0.02130527236,-0.00319579104,-0.0001331579551,0.02154403494,rotation,,,,
6.271112972,0.01597895473,0.008522109129,-0.0001331579551,0.01810997155,rotation,,,,
6.27359943,0.03728422895,0.00319579104,-0.0001331579551,0.03742117769,rotation,,,,
6.276212972,0.04048001766,-0.002130527282,-0.002263685223,0.04059920254,rotation,,,,
6.278762972,0.01917474531,0.001065263641,-0.0001331579551,0.0192047748,rotation,,,,
