"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.445389224E0,-9.268377304E0,1.610714149E1,1.185081863E1,2.204052466E1
6.450479693E0,-1.023856544E1,1.673341942E1,1.394285965E1,2.406738214E1
6.455480006E0,-1.103389072E1,1.697570610E1,1.539531994E1,2.543496055E1
6.460385006E0,-1.181328392E1,1.707474899E1,1.575685692E1,2.606490495E1
6.465290006E0,-1.276053715E1,1.653194427E1,1.460793686E1,2.548584527E1
6.470195006E0,-1.376132298E1,1.557759476E1,1.283765411E1,2.443032606E1
6.475107974E0,-1.489998913E1,1.451892281E1,1.061073971E1,2.335372760E1
6.480058703E0,-1.593440247E1,1.343185997E1,7.939108849E0,2.230133390E1
6.485048339E0,-1.731441116E1,1.260544968E1,4.944112778E0,2.198022854E1
6.490037922E0,-1.854226494E1,1.201715660E1,1.043032885E0,2.212047828E1
6.495027558E0,-1.811666298E1,1.126963615E1,-5.853980541E0,2.212435908E1
6.499989172E0,-1.504432392E1,9.099558830E0,-9.728387833E0,2.009415793E1
6.504977401E0,-1.114873219E1,6.613785267E0,-1.057807350E1,1.673116923E1
6.509965578E0,-6.703819275E0,4.584568024E0,-1.204125595E1,1.452416269E1
6.514953808E0,-1.520306587E0,2.738773346E0,-1.471660137E1,1.504628085E1
6.519924537E0,4.088382244E0,4.606027603E-1,-1.944451141E1,1.987501065E1
6.524911881E0,9.750236511E0,-1.967432976E0,-2.441915894E1,2.636727570E1
6.529899172E0,1.395598221E1,-4.208314896E0,-2.643033791E1,3.018347421E1
6.534886516E0,1.509498596E1,-5.776638031E0,-2.298007584E1,2.809469761E1
6.539889485E0,1.310252762E1,-5.717583656E0,-1.263100815E1,1.907640846E1
6.544877610E0,8.494232178E0,-3.091350555E0,3.204959393E0,9.590630493E0
6.549865735E0,2.803159237E0,6.715030670E-1,1.837630081E1,1.860099593E1
6.554853860E0,-1.085955739E0,3.673230648E0,2.603771591E1,2.631795154E1
6.559805839E0,-2.323410511E0,4.478904724E0,2.785449028E1,2.830779844E1
6.564792193E0,-2.249263525E0,2.864875317E0,2.604214096E1,2.629562326E1
6.569778495E0,-5.887081623E0,5.916681290E-1,1.690652466E1,1.791196185E1
6.574764849E0,-9.964113235E0,-2.375084877E0,6.607685566E0,1.218958938E1
6.579765110E0,-1.110138321E1,-4.461470604E0,6.003738403E0,1.338619826E1
6.584752193E0,-1.358611393E1,-5.150021553E0,9.843281746E0,1.754979798E1
6.589739224E0,-1.652635002E1,-6.220652580E0,1.140477180E1,2.102107475E1
6.594726203E0,-1.783712006E1,-7.192202568E0,1.171567917E1,2.251994156E1
6.599687818E0,-1.610813713E1,-8.673410416E0,1.202754402E1,2.189433592E1
6.604673599E0,-8.729498863E0,-1.118984604E1,1.319140816E1,1.937601749E1
6.609659381E0,-4.020661712E-1,-1.271525288E1,1.388846016E1,1.883424112E1
6.614645110E0,5.606963158E0,-1.213982391E1,1.024267483E1,1.684416065E1
6.619639849E0,1.034645653E1,-1.159320068E1,4.790987015E0,1.626053570E1
6.624626047E0,1.308516026E1,-1.070167255E1,2.791347504E-1,1.690636361E1
6.629612245E0,1.322955132E1,-9.068929672E0,-3.559617996E-1,1.604347912E1
6.634598443E0,1.112917233E1,-6.719270706E0,2.619956493E0,1.326164573E1
6.639698443E0,8.236643791E0,-4.638201714E0,6.636160374E0,1.154962513E1
6.644798443E0,5.961022854E0,-3.715755463E0,9.599809647E0,1.189525020E1
6.649898443E0,4.765159130E0,-3.891194344E0,1.024457741E1,1.194987453E1
6.654998443E0,3.891375065E0,-4.597324371E0,8.419572830E0,1.035216875E1
6.660020735E0,2.218484640E0,-5.517059326E0,5.214653015E0,7.908996382E0
6.664925735E0,6.930898428E-1,-6.907234192E0,2.526717186E0,7.387459472E0
6.669830735E0,-6.031228304E-1,-9.382116318E0,-1.414878368E-1,9.402546600E0
6.674735735E0,-1.092571497E0,-1.262084103E1,-5.252311230E-1,1.267892773E1
6.679640735E0,-1.085318327E-1,-1.557942677E1,1.365808249E-1,1.558040345E1
6.684545735E0,1.917920113E0,-1.705626678E1,8.583769798E-1,1.718521065E1
6.689450735E0,4.036224365E0,-1.734002686E1,3.878629208E-2,1.780362724E1
6.694420006E0,5.569040298E0,-1.713909721E1,-1.189615369E0,1.806039999E1
6.699405943E0,6.491612911E0,-1.657566452E1,-2.277898788E0,1.794665750E1
6.704389745E0,6.576241970E0,-1.540802670E1,-3.490710974E0,1.711254827E1
6.709375631E0,5.881034851E0,-1.383992958E1,-4.625391006E0,1.573291021E1
6.714361464E0,5.099063396E0,-1.216861153E1,-5.023213387E0,1.411765656E1
6.719347297E0,4.104963303E0,-1.047576523E1,-5.385976315E0,1.247401786E1
6.724319641E0,3.284691811E0,-8.895359039E0,-5.854333401E0,1.114404919E1
6.729304797E0,2.746132374E0,-7.737870216E0,-6.366187572E0,1.038962091E1
6.734289953E0,2.060798168E0,-6.861357689E0,-7.762170315E0,1.056297337E1
6.739275162E0,1.469900131E0,-6.303209305E0,-9.830928802E0,1.177022579E1
6.744262818E0,1.546575069E0,-6.275076866E0,-1.156584263E1,1.324904524E1
6.749248131E0,2.004056454E0,-6.124751091E0,-1.306406403E1,1.456703769E1
6.754233443E0,2.606851816E0,-5.523703575E0,-1.423905373E1,1.549379323E1
6.759218756E0,3.326220989E0,-4.488291740E0,-1.510198116E1,1.610212234E1
6.764196724E0,4.104321480E0,-3.037205696E0,-1.539674568E1,1.622127772E1
6.769181672E0,4.981266022E0,-1.552941322E0,-1.542093372E1,1.627973694E1
6.774166568E0,5.781309128E0,-2.264986038E-1,-1.708871841E1,1.804159455E1
6.779151516E0,6.513145924E0,6.700801849E-1,-1.870092964E1,1.981400633E1
6.784137506E0,7.586733818E0,1.336309433E0,-1.846265221E1,2.000534377E1
6.789122506E0,8.380255699E0,1.871064186E0,-1.687419128E1,1.893324849E1
6.794107506E0,9.111351013E0,2.336431980E0,-1.409910107E1,1.694875460E1
6.799092453E0,9.670022964E0,2.686397076E0,-9.851450920E0,1.406332673E1
6.804077818E0,9.704466820E0,3.075789452E0,-4.982779980E0,1.133425134E1
6.809062870E0,9.260725021E0,3.415339947E0,-7.471563816E-1,9.898677565E0
6.814047870E0,8.543136597E0,3.895847797E0,2.237685680E0,9.652463425E0
6.819032870E0,7.892778397E0,4.901645660E0,3.597838163E0,9.963258526E0
6.824021360E0,7.834665298E0,6.548928261E0,4.270014763E0,1.106812847E1
6.829006516E0,8.503255844E0,8.447174072E0,4.780469418E0,1.290399154E1
6.833991724E0,9.125454903E0,1.013528633E1,4.734104633E0,1.443640201E1
6.838976828E0,9.352742195E0,1.182691574E1,3.411217213E0,1.545917609E1
6.843953495E0,9.422722816E0,1.293633461E1,2.023416519E0,1.613166677E1
6.848938287E0,1.095689678E1,1.279926300E1,-4.648976922E-1,1.685499482E1
6.853923026E0,1.380885029E1,1.210626316E1,-5.736641407E0,1.923941290E1
6.858907766E0,1.602676773E1,1.110955620E1,-7.775666237E0,2.099382072E1
6.863897297E0,1.620413399E1,8.955532074E0,-6.746686935E0,1.970515916E1
6.868882297E0,1.428648281E1,6.861507416E0,-2.798163176E0,1.609389923E1
6.873867297E0,1.167071342E1,5.076630592E0,8.986037970E-1,1.275873108E1
6.878852245E0,9.775694847E0,3.194488525E0,2.216525078E0,1.052054894E1
6.883836360E0,8.741935730E0,9.363441467E-1,2.054272175E0,9.028743813E0
6.888821308E0,9.007678032E0,-1.542554855E0,2.059897184E0,9.368079601E0
6.893806256E0,1.021633720E1,-4.264704704E0,1.278117418E0,1.114427370E1
6.898791151E0,1.121137810E1,-7.043476105E0,3.286331892E-1,1.324437821E1
6.903782922E0,1.084757233E1,-9.846134186E0,-4.230432510E-1,1.465589129E1
6.908768235E0,9.262439728E0,-1.249544144E1,-6.100842953E-1,1.556602227E1
6.913753495E0,7.285253048E0,-1.475997734E1,2.132043839E-1,1.646138813E1
6.918738808E0,4.859998703E0,-1.639876556E1,8.860456944E-1,1.712670944E1
6.923716360E0,2.691210747E0,-1.817123032E1,-7.533414364E-1,1.838487829E1
6.928701256E0,5.931609869E-1,-2.049052811E1,-1.593441725E0,2.056094936E1
6.933686203E0,-1.869771481E0,-2.388845253E1,2.265808582E-1,2.396258643E1
6.938671047E0,-4.663050175E0,-2.742365265E1,3.721750021E0,2.806514181E1
6.943661724E0,-6.013640404E0,-3.032859993E1,5.097135067E0,3.133637871E1
6.948646881E0,-7.006110191E0,-3.186680984E1,5.186420918E0,3.303752581E1
6.953632089E0,-6.844537258E0,-3.131728363E1,4.448513985E0,3.236370221E1
6.958617245E0,-4.880431652E0,-2.896045113E1,2.905518055E0,2.951217338E1
6.963614433E0,-2.078175545E0,-2.572840881E1,2.722585201E0,2.595539065E1
6.968600214E0,2.302836180E-1,-2.167021561E1,2.268242359E0,2.178981869E1
6.973586047E0,2.873138785E-1,-1.695708466E1,-1.660357952E0,1.704060028E1
6.978571828E0,-7.387011647E-1,-1.261557198E1,-4.005060196E0,1.325665278E1
6.983542974E0,3.759908974E-1,-9.511573792E0,-2.159382343E0,9.760857403E0
6.988528026E0,1.273828268E0,-7.203701019E0,-2.273902893E-1,7.318992634E0
6.993513078E0,2.219830751E0,-4.963671684E0,2.286877632E-1,5.442240646E0
6.998498131E0,4.568323135E0,-3.891368866E0,3.172992468E0,6.788240503E0
7.003486985E0,6.286215305E0,-3.996129990E0,4.960375309E0,8.949350868E0
7.008472245E0,8.237246513E0,-4.624371529E0,5.417606831E0,1.088978907E1
7.013457453E0,1.040984344E1,-5.012823105E0,5.096169472E0,1.262791271E1
7.018442714E0,1.047665024E1,-4.670067787E0,4.863389015E0,1.245882362E1
7.023428026E0,9.102504730E0,-3.775572777E0,5.310206413E0,1.119414286E1
7.028413287E0,7.710625648E0,-2.714357376E0,6.291244030E0,1.031509745E1
7.033398495E0,4.777392387E0,-7.459974289E-1,7.205185890E0,8.677251518E0
7.038383756E0,1.921864748E0,9.363503456E-1,8.545715332E0,8.809061619E0
7.043384641E0,-1.208140492E0,2.658913612E0,1.026656151E1,1.067387981E1
7.048370683E0,-4.539916992E0,4.210993290E0,1.176360035E1,1.329381826E1
7.053356672E0,-7.361789227E0,5.404085159E0,1.323538780E1,1.608028505E1
7.058342714E0,-1.032048893E1,7.018935204E0,1.406072807E1,1.880111744E1
7.063296047E0,-1.267878532E1,8.528999329E0,1.401036835E1,2.073127705E1
7.068280422E0,-1.431396866E1,9.656611443E0,1.337262917E1,2.183957541E1
7.073264849E0,-1.549170589E1,1.073807526E1,1.291893959E1,2.285165665E1
7.078249276E0,-1.645056725E1,1.158305264E1,1.316027832E1,2.404123950E1
7.083245526E0,-1.783615875E1,1.250247383E1,1.411896038E1,2.595737763E1
7.088230526E0,-2.020300674E1,1.370737839E1,1.458578491E1,2.843938862E1
7.093215526E0,-2.252561951E1,1.475454330E1,1.511474228E1,3.087969424E1
7.098200474E0,-2.368409538E1,1.561297512E1,1.555552292E1,3.235236714E1
7.103181620E0,-2.291338921E1,1.621276855E1,1.587370110E1,3.224673093E1
7.108166412E0,-2.030420685E1,1.632048035E1,1.623931122E1,3.069746119E1
7.113151203E0,-1.676200294E1,1.577466202E1,1.687417603E1,2.854019133E1
7.118135995E0,-1.495588303E1,1.581624699E1,1.677339554E1,2.748051862E1
7.123120787E0,-1.484581947E1,1.621077728E1,1.541851425E1,2.684992063E1
7.128105631E0,-1.570730114E1,1.636455154E1,1.312119198E1,2.620464721E1
7.133090370E0,-1.638022614E1,1.600005722E1,1.014096546E1,2.504301938E1
7.138075214E0,-1.626004028E1,1.504129124E1,7.494886398E0,2.338381223E1
7.143071776E0,-1.539092827E1,1.394179058E1,4.994647503E0,2.135885534E1
7.148057141E0,-1.365863609E1,1.270276260E1,2.500367165E0,1.881941427E1
7.153042453E0,-1.070328808E1,1.116814709E1,1.894824505E-1,1.547009336E1
7.158027922E0,-6.648821831E0,9.370701790E0,-1.784425020E0,1.162759891E1
7.163005891E0,-2.177844524E0,7.152114868E0,-2.159944534E0,7.782102174E0
7.167990891E0,1.728302956E0,4.912684441E0,-1.526668549E0,5.426989624E0
7.172975891E0,5.283482552E0,3.117041111E0,-2.473390102E0,6.614286943E0
7.177960891E0,8.255023003E0,1.802795887E0,-5.385952473E0,1.002017773E1
7.182942922E0,1.019000721E1,6.955051422E-1,-9.153868675E0,1.371543970E1
7.187927766E0,1.105824947E1,-2.715539932E-1,-1.262516499E1,1.678551202E1
7.192912662E0,1.128142738E1,-1.305876732E0,-1.524508476E1,1.901022165E1
7.197897558E0,1.067402554E1,-2.250569344E0,-1.448488045E1,1.813316423E1
7.202883808E0,8.663909912E0,-2.667255402E0,-9.620689392E0,1.321874619E1
7.207868703E0,5.500162601E0,-2.014802933E0,-3.142881155E0,6.647474818E0
7.212853703E0,2.051094055E0,-2.103185654E-1,3.984983444E0,4.486793262E0
7.217838599E0,-6.907789707E-1,2.119039536E0,1.151523590E1,1.172894548E1
7.222834068E0,-3.088214159E0,4.568397999E0,1.806234360E1,1.888532719E1
7.227819537E0,-5.486157894E0,6.206756592E0,2.052954102E1,2.213783662E1
7.232804953E0,-7.339391232E0,5.940213203E0,1.998691940E1,2.210497102E1
7.237790474E0,-1.120507240E1,3.237197876E0,1.844723511E1,2.182506771E1
7.242770839E0,-1.966985321E1,-2.422637939E0,1.562022400E1,2.523417717E1
7.247755995E0,-2.936130333E1,-1.215450954E1,1.614332199E-2,3.177764145E1
7.252741203E0,-3.106937790E1,-2.145258713E1,-4.412150383E-1,3.775863356E1
7.257726412E0,-2.150505447E1,-2.889987564E1,2.280940819E1,4.263729919E1
7.262703808E0,-1.109202003E1,-3.036595535E1,2.736936760E1,4.235807403E1
7.267688599E0,-2.978081703E0,-2.823967934E1,1.536817169E1,3.228822016E1
7.272673391E0,5.802617550E0,-2.342546844E1,-4.639854431E0,2.457541844E1
7.277658235E0,1.089134693E1,-1.686804962E1,-1.983625221E1,2.822462467E1
7.282638651E0,1.122298813E1,-9.885721207E0,-2.460363007E1,2.879273448E1
7.287623287E0,9.292355537E0,-3.379180908E0,-1.990257835E1,2.222339668E1
7.292607870E0,6.086195946E0,1.680335045E0,-4.905142307E0,7.995356653E0
7.297592506E0,4.457906723E0,5.270674229E0,4.481605530E0,8.230293269E0
7.302592141E0,2.856371641E0,7.465183258E0,1.016655064E1,1.293238462E1
7.307577506E0,9.953081608E-3,8.388553619E0,1.547675037E1,1.760391244E1
7.312562818E0,-3.001455545E0,8.111456871E0,1.883102798E1,2.072226056E1
7.317548183E0,-3.898549795E0,6.696677208E0,1.917432976E1,2.068088726E1
7.322528703E0,-2.599710226E0,4.214349747E0,1.804216957E1,1.870933243E1
7.327513860E0,-1.525744796E0,8.166522980E-1,1.377974606E1,1.388798832E1
7.332498912E0,-1.253593922E0,-3.653133392E0,7.604475498E0,8.529063777E0
7.337484068E0,2.026949406E0,-1.218404198E1,-3.346938372E0,1.279692929E1
7.342468183E0,9.524918556E0,-2.354960060E1,-5.335122585E0,2.595710490E1
7.347453287E0,1.728116989E1,-3.313516617E1,-1.003273487E0,3.738428316E1
7.352438287E0,2.325697899E1,-3.851688766E1,1.199814320E0,4.500974629E1
7.357423391E0,2.594593239E1,-3.775977325E1,2.674221396E-1,4.581553665E1
7.362408131E0,2.327102089E1,-3.127629852E1,-3.017601252E0,3.910055217E1
7.367393131E0,1.775489807E1,-2.411881256E1,-8.891762733E0,3.124127029E1
7.372378235E0,1.029578781E1,-1.726772308E1,-1.340216923E1,2.416186349E1
7.377363235E0,3.210839748E0,-1.134413719E1,-1.437005711E1,1.858756256E1
7.382346672E0,-2.649050713E0,-7.313833237E0,-1.220955563E1,1.447697741E1
7.387331620E0,-7.660190582E0,-4.255211830E0,-8.554392815E0,1.224593744E1
7.392316568E0,-1.138168907E1,-2.476003647E0,-6.871789932E0,1.352386546E1
7.397301568E0,-1.326088905E1,-1.874700546E0,-7.614321709E0,1.540595910E1
7.402284693E0,-1.233736897E1,-2.229423523E0,-7.719105721E0,1.472296150E1
7.407269537E0,-9.145790100E0,-3.282031059E0,-8.732882500E0,1.306447248E1
7.412254433E0,-5.350278854E0,-3.816934586E0,-1.124229908E1,1.302243303E1
7.417239276E0,-1.138242126E0,-4.002067566E0,-1.245206356E1,1.312882428E1
7.422225787E0,2.009229183E0,-2.999388695E0,-1.292318535E1,1.341797503E1
7.427210735E0,5.190436363E0,-1.185236931E0,-1.191751862E1,1.305268808E1
7.432195683E0,9.574487686E0,-2.468461990E-1,-1.214029312E1,1.546345578E1
7.437180578E0,1.294651794E1,4.526252747E-1,-1.361594105E1,1.879390984E1
7.442178808E0,1.507806015E1,1.716506958E0,-1.407022858E1,2.069457963E1
7.447164433E0,1.679962540E1,2.959779263E0,-1.433530426E1,2.228202538E1
7.452150058E0,1.767293358E1,3.550972939E0,-1.442227745E1,2.308558158E1
7.457135683E0,1.735283089E1,4.156418800E0,-1.366930008E1,2.247768497E1
7.462110214E0,1.555377293E1,5.118463039E0,-1.167393780E1,2.010968274E1
7.467095266E0,1.327243042E1,5.620791435E0,-7.737306595E0,1.635899199E1
7.472080370E0,1.099254799E1,5.895505428E0,-3.116782188E0,1.285719358E1
7.477065422E0,9.006227493E0,6.301287651E0,4.088938236E-1,1.099934334E1
7.482048703E0,7.624553680E0,7.155694485E0,2.007618666E0,1.064745580E1
7.487033651E0,6.852102280E0,8.194797516E0,1.022799969E0,1.073089613E1
7.492018651E0,6.451552391E0,9.265224457E0,-1.500462055E0,1.138939414E1
7.497003599E0,6.166173935E0,1.025951576E1,-4.237556458E0,1.269788366E1
7.501990422E0,5.959438801E0,1.041774368E1,-6.665202141E0,1.372840901E1
7.506975422E0,6.394652367E0,9.468923569E0,-7.639992714E0,1.374487472E1
7.511960474E0,6.926539421E0,8.402509689E0,-6.849490166E0,1.286447173E1
7.516945578E0,6.855347633E0,7.864173412E0,-5.325313568E0,1.171323948E1
7.521932922E0,6.293120384E0,7.713834763E0,-4.048414230E0,1.074691903E1
7.526918078E0,5.572331429E0,7.737020016E0,-3.104408264E0,1.002744768E1
7.531903235E0,4.760628223E0,7.741160393E0,-2.680740833E0,9.474994286E0
7.536888443E0,4.067125320E0,7.471976757E0,-2.779464245E0,8.949713209E0
7.541880422E0,3.460528135E0,6.962878227E0,-3.197602749E0,8.407234475E0
7.546865943E0,2.793051243E0,6.407455444E0,-3.731837273E0,7.923586937E0
7.551851464E0,2.161005259E0,5.793455601E0,-4.061282635E0,7.397843481E0
7.556836985E0,1.574022770E0,4.969869614E0,-3.753405571E0,6.423799891E0
7.561805683E0,1.229231954E0,3.859862804E0,-2.858729839E0,4.958012541E0
7.566790370E0,1.050774455E0,2.549370289E0,-1.795176029E0,3.290299804E0
7.571775058E0,9.862117767E-1,9.661664963E-1,-6.329604387E-1,1.518792377E0
7.576759693E0,1.144636035E0,-1.158006668E0,5.498902798E-1,1.718589659E0
7.581745683E0,1.336110115E0,-3.978722572E0,1.153998613E0,4.352830843E0
7.586730422E0,1.254539847E0,-7.663295746E0,1.344856858E0,7.880901718E0
7.591715162E0,7.015223503E-1,-1.190989304E1,1.233256817E0,1.199410722E1
7.596699901E0,-3.444035351E-1,-1.586428547E1,-3.372961283E-1,1.587160786E1
7.601689537E0,-2.130979538E0,-1.924483109E1,-4.434005737E0,1.986366039E1
7.606674537E0,-3.902612209E0,-2.228002167E1,-8.308110237E0,2.409677247E1
7.611659485E0,-5.826993465E0,-2.464118576E1,-1.047035217E1,2.740018546E1
7.616644485E0,-8.192064285E0,-2.588233566E1,-9.858343124E0,2.888238470E1
7.621626620E0,-1.041389656E1,-2.621459579E1,-6.939804077E0,2.904849660E1
7.626611464E0,-1.214956284E1,-2.580500031E1,-3.236952543E0,2.870518733E1
7.631596308E0,-1.353665352E1,-2.524785995E1,-6.977896690E-1,2.865627909E1
7.636581151E0,-1.435035324E1,-2.432430077E1,1.193240285E0,2.826708454E1
7.641566776E0,-1.508744907E1,-2.251199341E1,3.374099255E0,2.730943999E1
7.646551672E0,-1.608905411E1,-2.027611542E1,6.156136036E0,2.660594914E1
7.651536516E0,-1.642952728E1,-1.830202866E1,9.644314766E0,2.641791867E1
7.656521412E0,-1.584994221E1,-1.634349823E1,9.818737030E0,2.479391456E1
7.661506620E0,-1.439209652E1,-1.389406300E1,6.878314018E0,2.115392712E1
7.666491516E0,-1.186253929E1,-1.104155254E1,4.901094913E0,1.693093182E1
7.671476412E0,-7.119017601E0,-8.604657173E0,4.401834965E0,1.200402798E1
7.676461308E0,-1.072040915E0,-7.227292061E0,2.934413433E0,7.873614447E0
7.681450110E0,4.535115242E0,-6.716798782E0,1.017254591E0,8.168075847E0
7.686435162E0,8.663643837E0,-6.592788696E0,1.298734188E0,1.096404569E1
7.691420266E0,9.359267235E0,-5.329559326E0,1.676329613E0,1.090000765E1
7.696405370E0,8.645382881E0,-3.325310707E0,2.556143999E0,9.609069081E0
7.701385683E0,7.496691704E0,-1.062138557E0,3.423216820E0,8.309448731E0
7.706370526E0,5.126149178E0,1.751892567E0,3.710152626E0,6.565955031E0
7.711355422E0,3.660712481E0,4.259229183E0,4.210684299E0,7.019381124E0
7.716340266E0,2.687106133E0,6.753100872E0,4.389999866E0,8.490995795E0
7.721332610E0,2.178846836E0,8.710163116E0,4.263454914E0,9.939384430E0
7.726317818E0,1.732871294E0,1.004677105E1,4.675665379E0,1.121616236E1
7.731303078E0,1.324950933E0,1.111455631E1,5.431188583E0,1.244132897E1
7.736288339E0,5.591204166E-1,1.165715027E1,6.046322346E0,1.314381155E1
7.741270370E0,-1.565960646E0,1.209807968E1,6.171814442E0,1.367139562E1
7.746255422E0,-4.238236904E0,1.249335098E1,5.974425793E0,1.448241121E1
7.751240474E0,-7.122987747E0,1.271547699E1,6.458882332E0,1.594168970E1
7.756225578E0,-9.863777161E0,1.321859264E1,7.182627678E0,1.798931438E1
7.761221985E0,-1.214079285E1,1.406819630E1,7.115670204E0,1.989838588E1
7.766207558E0,-1.509591293E1,1.565063000E1,6.753499985E0,2.276924612E1
7.771193235E0,-1.677608490E1,1.688524246E1,7.295171261E0,2.489513931E1
7.776178860E0,-1.822657394E1,1.800709152E1,8.275621414E0,2.692488166E1
7.781147089E0,-1.920466042E1,1.895957947E1,1.000212669E1,2.878067361E1
7.786131881E0,-1.861004829E1,1.896862030E1,1.284164429E1,2.951356098E1
7.791116620E0,-1.670015717E1,1.873282242E1,1.509695244E1,2.928705957E1
7.796101412E0,-1.407450104E1,1.893029404E1,1.587135315E1,2.843145200E1
7.801092401E0,-1.142379189E1,1.894544983E1,1.573004627E1,2.714530247E1
7.806077506E0,-9.611402512E0,1.882176399E1,1.486003017E1,2.583521540E1
7.811062610E0,-8.928216934E0,1.831759262E1,1.293558025E1,2.413662142E1
7.816047662E0,-8.259992599E0,1.666034317E1,8.735744476E0,2.054526086E1
7.821028703E0,-6.618480206E0,1.403179169E1,3.620341778E0,1.593117487E1
7.826013599E0,-4.119867325E0,1.096059322E1,-1.207447052E-2,1.170931494E1
7.830998443E0,-1.787666678E0,7.333030224E0,2.338297367E-1,7.551407866E0
7.835983339E0,4.245591164E-1,3.365980625E0,2.292809486E0,4.094759010E0
7.841083339E0,3.235009909E0,-3.536243439E-1,1.716762304E0,3.679349412E0
7.846169068E0,5.734339237E0,-2.838212967E0,-1.208788395E0,6.511472085E0
7.851164328E0,7.389417171E0,-3.506182671E0,-4.639039993E0,9.403057753E0
7.856159641E0,8.736938477E0,-3.433426857E0,-9.555255890E0,1.339497775E1
7.861064641E0,1.002370548E1,-3.741607666E0,-1.508337688E1,1.849277042E1
7.865969641E0,1.057682800E1,-4.814584732E0,-1.947550964E1,2.267917531E1
7.870872922E0,9.182433128E0,-6.105454445E0,-2.167821121E1,2.432156437E1
7.875855839E0,5.085779190E0,-6.808790207E0,-2.028202248E1,2.199057093E1
7.880856412E0,-1.059533119E0,-6.279875755E0,-1.026728821E1,1.208208000E1
7.885840266E0,-8.042697906E0,-5.268046379E0,4.173256874E0,1.048109609E1
7.890824120E0,-1.692590904E1,-5.439043999E0,1.227131462E1,2.160219339E1
7.895807974E0,-2.755497360E1,-9.983178139E0,1.311554909E1,3.210853537E1
7.900797662E0,-4.260786057E1,-2.258630753E1,1.352827835E1,5.008578026E1
7.905781724E0,-4.763779068E1,-3.168840027E1,-1.268198490E1,5.860329815E1
7.910765891E0,-3.054847145E1,-2.872049522E1,-1.538687229E1,4.466353986E1
7.915750058E0,-1.369160366E1,-2.011137962E1,1.524196720E1,2.870967024E1
7.920731620E0,-4.813335419E0,-1.301422691E1,2.961760330E1,3.270689110E1
7.925715631E0,-7.740879059E-1,-5.521546364E0,2.501655388E1,2.563034636E1
7.930699641E0,8.035256863E-1,1.526326180E0,1.616644287E1,1.625820409E1
7.935683651E0,8.453867435E-1,6.962877274E0,1.170306778E1,1.364397794E1
7.940681933E0,-3.689982891E-1,1.020997810E1,1.076979065E1,1.484480391E1
7.945666620E0,-4.426617622E-1,1.197483253E1,7.728260994E0,1.425898249E1
7.950651360E0,-7.267079353E-1,1.303079319E1,2.516871214E0,1.329151294E1
7.955636099E0,-2.744048119E0,1.305326366E1,5.484389067E-1,1.334984186E1
7.960613235E0,-4.978545189E0,1.221809387E1,-5.806195736E-2,1.319360077E1
7.965597610E0,-6.929665565E0,9.378922462E0,-2.116638422E-2,1.166125634E1
7.970581985E0,-8.492938042E0,5.298898697E0,8.302363157E-1,1.004478055E1
7.975566308E0,-9.088640213E0,8.190584183E-1,2.141362429E0,9.373348957E0
7.980544953E0,-8.188941956E0,-5.244213104E0,5.791736603E0,1.131833708E1
7.985528964E0,-5.277536869E0,-1.322089672E1,8.498821259E0,1.657933860E1
7.990513026E0,5.749536157E-1,-2.089619064E1,5.225401878E0,2.154730099E1
7.995497089E0,9.054225922E0,-2.928376770E1,5.106328964E0,3.107398676E1
8.000478287E0,1.907346916E1,-3.797112274E1,8.102385521E0,4.325797082E1
8.005462245E0,2.860233688E1,-4.444211960E1,9.427597046E0,5.368496303E1
8.010446099E0,3.485733795E1,-4.498973846E1,5.287690639E0,5.715829116E1
8.015430006E0,3.492646027E1,-3.711994171E1,-2.627687454E-1,5.096878208E1
8.020433756E0,2.850942612E1,-2.687919998E1,-5.705720901E0,3.959588388E1
8.025418651E0,2.197199249E1,-2.018841934E1,-1.203681850E1,3.217492392E1
8.030403547E0,1.482053375E1,-1.503284550E1,-1.810061455E1,2.780767720E1
8.035388495E0,6.871497631E0,-1.066282654E1,-2.011565399E1,2.378135583E1
8.040339433E0,-1.936961770E0,-7.120156288E0,-1.603706932E1,1.765321611E1
8.045322870E0,-1.096051884E1,-4.421868324E0,-1.154356956E1,1.652089256E1
8.050306360E0,-1.690881348E1,-3.249687195E0,-6.794646263E0,1.851042025E1
8.055289849E0,-1.779753494E1,-4.353760719E0,-3.870048523E0,1.872657892E1
8.060273391E0,-1.497044373E1,-6.177417755E0,-4.811501026E0,1.689453218E1
8.065304745E0,-8.263108253E0,-8.603585243E0,-8.923009872E0,1.489700447E1
8.070290631E0,-7.419718504E-1,-1.045447636E1,-1.318673420E1,1.684448150E1
8.075276516E0,5.265644550E0,-1.022587872E1,-1.624833488E1,1.990738543E1
8.080262506E0,9.257106781E0,-8.441810608E0,-1.711157608E1,2.120764551E1
8.085231568E0,1.188981724E1,-6.208409309E0,-1.899255753E1,2.325143741E1
8.090216620E0,1.374478245E1,-3.229533195E0,-1.879464149E1,2.350717929E1
8.095201672E0,1.353437424E1,6.941699982E-1,-1.602412796E1,2.098651555E1
8.100186776E0,1.244826031E1,4.080641270E0,-1.241762447E1,1.805015832E1
8.105173183E0,1.123033524E1,6.520250320E0,-6.615995407E0,1.457413768E1
