"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.324735776E1,-1.602822304E0,5.314334035E-1,-2.234390497E0,2.800707356E0
1.324985141E1,-1.649693847E0,5.143891573E-1,-2.354765177E0,2.920788426E0
1.325235068E1,-1.685912848E0,5.016059875E-1,-2.476205349E0,3.037351416E0
1.325484443E1,-1.715740204E0,4.889560044E-1,-2.607232809E0,3.159193780E0
1.325733823E1,-1.738110781E0,4.814991653E-1,-2.739325523E0,3.279752255E0
1.325983198E1,-1.750893950E0,4.729770422E-1,-2.873415470E0,3.397918977E0
1.326232578E1,-1.761546612E0,4.633896947E-1,-3.002312422E0,3.511645818E0
1.326481953E1,-1.766872883E0,4.580633640E-1,-3.130144119E0,3.623460230E0
1.326731334E1,-1.766872883E0,4.538023174E-1,-3.254779816E0,3.731134945E0
1.326980714E1,-1.762611866E0,4.527370334E-1,-3.367564678E0,3.827827487E0
1.327225964E1,-1.760481358E0,4.495412707E-1,-3.471960545E0,3.918659463E0
1.327471214E1,-1.748763442E0,4.442149401E-1,-3.574225903E0,4.003822085E0
1.327719860E1,-1.735980272E0,4.346275628E-1,-3.661577463E0,4.075497288E0
1.327961714E1,-1.714674950E0,4.133222997E-1,-3.739341736E0,4.134443387E0
1.328206964E1,-1.685912848E0,3.813643754E-1,-3.808583736E0,4.182469485E0
1.328452214E1,-1.646498084E0,3.526022732E-1,-3.876627445E0,4.226526310E0
1.328697464E1,-1.602822304E0,3.259706795E-1,-3.934151888E0,4.260615836E0
1.328942714E1,-1.558081269E0,3.089264631E-1,-3.993806601E0,4.298086082E0
1.329197714E1,-1.509079099E0,2.972085476E-1,-4.050265312E0,4.332470628E0
1.329446589E1,-1.460210085E0,2.865559161E-1,-4.104593754E0,4.366007062E0
1.329697969E1,-1.408012271E0,2.780338228E-1,-4.163183689E0,4.403623484E0
1.329946839E1,-1.355814338E0,2.620548606E-1,-4.216446877E0,4.436815246E0
1.330195714E1,-1.303616405E0,2.258358896E-1,-4.266513824E0,4.466940541E0
1.330444589E1,-1.250353217E0,1.960085034E-1,-4.316581249E0,4.498297031E0
1.330693459E1,-1.202416301E0,1.800295562E-1,-4.361189365E0,4.527492494E0
1.330942334E1,-1.164066792E0,1.757684946E-1,-4.406995773E0,4.561530204E0
1.331197334E1,-1.133174181E0,1.789642870E-1,-4.449606419E0,4.595117977E0
1.331452334E1,-1.113999486E0,1.874863952E-1,-4.487955570E0,4.627946759E0
1.331701776E1,-1.100151062E0,2.013348341E-1,-4.523109436E0,4.659333326E0
1.331962266E1,-1.096955180E0,2.183790505E-1,-4.551871777E0,4.687273914E0
1.332211703E1,-1.104412079E0,2.343579978E-1,-4.576372623E0,4.713579966E0
1.332461146E1,-1.116129994E0,2.439453751E-1,-4.596612453E0,4.736465091E0
1.332710594E1,-1.128913164E0,2.428801060E-1,-4.608330727E0,4.750804960E0
1.332960037E1,-1.152348995E0,2.215748429E-1,-4.618983269E0,4.765711915E0
1.333209381E1,-1.180045843E0,1.917474568E-1,-4.624309540E0,4.776349443E0
1.333454797E1,-1.212003708E0,1.587242782E-1,-4.633896828E0,4.792405053E0
1.333704146E1,-1.246092200E0,1.299621612E-1,-4.650940895E0,4.816729922E0
1.333953485E1,-1.282311082E0,1.097221524E-1,-4.672246456E0,4.846261199E0
1.334202828E1,-1.319595337E0,9.161267430E-2,-4.703138828E0,4.885615578E0
1.334452172E1,-1.359010100E0,6.924213469E-2,-4.742553711E0,4.933915142E0
1.334701516E1,-1.399490118E0,3.408843651E-2,-4.785164356E0,4.985732898E0
1.334950854E1,-1.438904881E0,-7.456845604E-3,-4.842688560E0,5.051943721E0
1.335196104E1,-1.481515408E0,-4.993423447E-2,-4.907536507E0,5.126528640E0
1.335441354E1,-1.530384421E0,-9.680583328E-2,-4.983170033E0,5.213773242E0
1.335686604E1,-1.582582355E0,-1.490037590E-1,-5.071587086E0,5.314862613E0
1.335931854E1,-1.635845423E0,-2.022669315E-1,-5.174917698E0,5.431084177E0
1.336177104E1,-1.693369746E0,-2.576606572E-1,-5.287835598E0,5.558335670E0
1.336422354E1,-1.754089713E0,-3.226417303E-1,-5.417797565E0,5.703810907E0
1.336667433E1,-1.818005562E0,-3.961449265E-1,-5.558279514E0,5.861445742E0
1.336916125E1,-1.880856156E0,-4.685828388E-1,-5.713808060E0,6.033638397E0
1.337171125E1,-1.944771886E0,-5.356944799E-1,-5.881054401E0,6.217387485E0
1.337420589E1,-2.008687735E0,-6.016076207E-1,-6.056689739E0,6.409387548E0
1.337681125E1,-2.068209410E0,-6.644582152E-1,-6.239914894E0,6.607233367E0
1.337936125E1,-2.127864122E0,-7.305045128E-1,-6.424205780E0,6.806751242E0
1.338191125E1,-2.181127310E0,-8.050730228E-1,-6.614754677E0,7.011450517E0
1.338443792E1,-2.231194735E0,-8.785761595E-1,-6.800110340E0,7.210521940E0
1.338693250E1,-2.277001143E0,-9.520793557E-1,-6.978009701E0,7.401608520E0
1.338942714E1,-2.320676804E0,-1.028778315E0,-7.150448799E0,7.587677094E0
1.339192177E1,-2.365417957E0,-1.106542587E0,-7.313434601E0,7.765691487E0
1.339437427E1,-2.408028364E0,-1.187369466E0,-7.466832161E0,7.934861648E0
1.339682677E1,-2.454900026E0,-1.268329501E0,-7.608379364E0,8.094605019E0
1.339927927E1,-2.496445417E0,-1.355681181E0,-7.733015060E0,8.238302805E0
1.340173177E1,-2.537990570E0,-1.448359132E0,-7.846998215E0,8.373441425E0
1.340418427E1,-2.581533194E0,-1.544232845E0,-7.945002556E0,8.495412546E0
1.340663677E1,-2.622013330E0,-1.645432830E0,-8.029158592E0,8.605218812E0
1.340912532E1,-2.669950247E0,-1.745434523E0,-8.102661133E0,8.707944271E0
1.341157157E1,-2.717886925E0,-1.840242982E0,-8.163248062E0,8.798410225E0
1.341407110E1,-2.769019604E0,-1.924398780E0,-8.219707489E0,8.884501755E0
1.341655990E1,-2.821217537E0,-1.994706154E0,-8.269774437E0,8.962549318E0
1.341904870E1,-2.870219707E0,-2.049034595E0,-8.311320305E0,9.028551886E0
1.342153750E1,-2.921352386E0,-2.091645241E0,-8.352865219E0,9.092834374E0
1.342402631E1,-2.973550320E0,-2.122537851E0,-8.392280579E0,9.153007251E0
1.342651511E1,-3.026813507E0,-2.152365208E0,-8.423172951E0,9.205656878E0
1.342900386E1,-3.080076694E0,-2.181127310E0,-8.451934814E0,9.256316270E0
1.343149266E1,-3.131076097E0,-2.217213154E0,-8.480696678E0,9.308162431E0
1.343410386E1,-3.176882505E0,-2.257693052E0,-8.504133224E0,9.354680234E0
1.343665386E1,-3.224819422E0,-2.298173189E0,-8.524373055E0,9.399255092E0
1.343920386E1,-3.267429829E0,-2.337587833E0,-8.544612885E0,9.441971400E0
1.344169266E1,-3.308975220E0,-2.380198479E0,-8.564852715E0,9.485323601E0
1.344446271E1,-3.348389864E0,-2.431331158E0,-8.587223053E0,9.532234032E0
1.344695151E1,-3.385674238E0,-2.487790108E0,-8.610659599E0,9.580988905E0
1.344944032E1,-3.422958374E0,-2.549575329E0,-8.633029938E0,9.630482038E0
1.345193667E1,-3.459177256E0,-2.619882822E0,-8.650074005E0,9.677472479E0
1.345447599E1,-3.491135359E0,-2.705103874E0,-8.665919304E0,9.726446959E0
1.345697229E1,-3.520962715E0,-2.799779177E0,-8.676572800E0,9.773374925E0
1.345946870E1,-3.546529055E0,-2.900979280E0,-8.685094833E0,9.819593749E0
1.346196500E1,-3.569964886E0,-2.996852875E0,-8.686160088E0,9.857745863E0
1.346446130E1,-3.595530987E0,-3.090596199E0,-8.686160088E0,9.895908498E0
1.346695766E1,-3.616836309E0,-3.180078268E0,-8.685094833E0,9.931025876E0
1.346945401E1,-3.631750107E0,-3.255712032E0,-8.681899071E0,9.958144463E0
1.347195026E1,-3.642402649E0,-3.312037706E0,-8.673377037E0,9.973172016E0
1.347440276E1,-3.649726391E0,-3.343995810E0,-8.666984558E0,9.980953463E0
1.347685526E1,-3.649726391E0,-3.352517843E0,-8.658462524E0,9.976414782E0
1.347930776E1,-3.637076378E0,-3.340800047E0,-8.641551971E0,9.953174871E0
1.348180412E1,-3.616836309E0,-3.312037706E0,-8.619181633E0,9.916722779E0
1.348388979E1,-3.588074207E0,-3.281145096E0,-8.586157799E0,9.867233422E0
1.348638615E1,-3.550790071E0,-3.247189999E0,-8.540351868E0,9.802548803E0
1.348888250E1,-3.500722647E0,-3.209905624E0,-8.479631424E0,9.719192469E0
1.349137761E1,-3.445328951E0,-3.171556234E0,-8.407194138E0,9.623407598E0
1.349398250E1,-3.386739492E0,-3.137467623E0,-8.318777084E0,9.513977068E0
1.349653250E1,-3.315366745E0,-3.101248741E0,-8.221837997E0,9.391912503E0
1.349908250E1,-3.245059252E0,-3.059703588E0,-8.113314629E0,9.258405363E0
1.350157761E1,-3.175817251E0,-3.012831926E0,-7.998265743E0,9.117852068E0
1.350429964E1,-3.099251509E0,-2.964895010E0,-7.880021572E0,8.971661068E0
1.350679469E1,-3.026813507E0,-2.911631823E0,-7.753254890E0,8.817718598E0
1.350928985E1,-2.951179743E0,-2.851977110E0,-7.623292923E0,8.657819027E0
1.351174235E1,-2.876611233E0,-2.785930634E0,-7.494529247E0,8.497309593E0
1.351419485E1,-2.802042961E0,-2.714691162E0,-7.372024059E0,8.340727282E0
1.351668995E1,-2.722148180E0,-2.640122890E0,-7.253779411E0,8.185209548E0
1.351909985E1,-2.641188145E0,-2.569815397E0,-7.142992020E0,8.037546951E0
1.352155235E1,-2.556100130E0,-2.511225939E0,-7.039794922E0,7.899279469E0
1.352400485E1,-2.470879078E0,-2.461158514E0,-6.943921089E0,7.770494498E0
1.352645735E1,-2.383527279E0,-2.408960581E0,-6.849112511E0,7.641638277E0
1.352890985E1,-2.298306227E0,-2.361023664E0,-6.759630203E0,7.519923187E0
1.353136235E1,-2.218411446E0,-2.308825731E0,-6.665887356E0,7.395003708E0
1.353381485E1,-2.144908428E0,-2.250236273E0,-6.568948269E0,7.267411975E0
1.353630433E1,-2.071405172E0,-2.189649343E0,-6.473207474E0,7.140567109E0
1.353876584E1,-2.002296209E0,-2.134255648E0,-6.377334118E0,7.016739109E0
1.354125532E1,-1.933054090E0,-2.090579987E0,-6.283590794E0,6.898603921E0
1.354374474E1,-1.859550834E0,-2.066078901E0,-6.185586452E0,6.781451990E0
1.354623422E1,-1.783917069E0,-2.065013647E0,-6.088647366E0,6.672201152E0
1.354872370E1,-1.708283424E0,-2.085253477E0,-5.992773533E0,6.571137568E0
1.355121313E1,-1.626258135E0,-2.132125139E0,-5.895967960E0,6.477122148E0
1.355366563E1,-1.546363354E0,-2.198171616E0,-5.808616161E0,6.400251541E0
1.355611933E1,-1.465536475E0,-2.255562544E0,-5.722330093E0,6.323007295E0
1.355860714E1,-1.393098474E0,-2.299238443E0,-5.646696091E0,6.253990527E0
1.356109495E1,-1.328117490E0,-2.324804783E0,-5.576388836E0,6.185848834E0
1.356358276E1,-1.272723794E0,-2.336522579E0,-5.520995140E0,6.128666328E0
1.356607058E1,-1.225852132E0,-2.332261562E0,-5.474123478E0,6.075210720E0
1.356855834E1,-1.187502623E0,-2.313086748E0,-5.437904358E0,6.027548141E0
1.357104620E1,-1.157675266E0,-2.292846918E0,-5.410340786E0,5.989085609E0
1.357359620E1,-1.136369944E0,-2.272606850E0,-5.392231464E0,5.960892442E0
1.357614620E1,-1.117195249E0,-2.255562544E0,-5.384774685E0,5.944029443E0
1.357864032E1,-1.103346825E0,-2.237453222E0,-5.389035702E0,5.938457454E0
1.358124620E1,-1.092694163E0,-2.214017391E0,-5.400753498E0,5.938349256E0
1.358376256E1,-1.074584723E0,-2.190714598E0,-5.419928074E0,5.943869371E0
1.358625662E1,-1.059671044E0,-2.174735785E0,-5.441100597E0,5.954658190E0
1.358875073E1,-1.037300467E0,-2.175801039E0,-5.473058224E0,5.980340186E0
1.359124485E1,-1.013864636E0,-2.183257818E0,-5.505016327E0,6.008305998E0
1.359374058E1,-9.904288650E-1,-2.194975615E0,-5.542300224E0,6.042843624E0
1.359630167E1,-9.701888561E-1,-2.203364611E0,-5.577454090E0,6.074872521E0
1.359879735E1,-9.500820041E-1,-2.205495119E0,-5.610477448E0,6.102812608E0
1.360129313E1,-9.298419952E-1,-2.194975615E0,-5.637108803E0,6.120418265E0
1.360378886E1,-9.117324948E-1,-2.176866293E0,-5.656283855E0,6.128911001E0
1.360628459E1,-8.968188167E-1,-2.156626225E0,-5.661610126E0,6.124471397E0
1.360878032E1,-8.765788078E-1,-2.137451410E0,-5.656283855E0,6.109880194E0
1.361127604E1,-8.520777822E-1,-2.118276834E0,-5.646696091E0,6.090838205E0
1.361377177E1,-8.211851120E-1,-2.095906258E0,-5.625391006E0,6.059058673E0
1.361622427E1,-7.839008570E-1,-2.060752630E0,-5.594498158E0,6.013286256E0
1.361867677E1,-7.434208393E-1,-2.019207239E0,-5.561475277E0,5.963210517E0
1.362112927E1,-6.954839826E-1,-1.976596713E0,-5.527386665E0,5.911229642E0
1.362358177E1,-6.486123800E-1,-1.932920933E0,-5.487971783E0,5.854461174E0
1.362603427E1,-6.049365997E-1,-1.875396609E0,-5.448557377E0,5.793948414E0
1.362848677E1,-5.697829127E-1,-1.804023981E0,-5.415667057E0,5.736602197E0
1.363093927E1,-5.335639119E-1,-1.724129200E0,-5.383709431E0,5.678172169E0
1.363339177E1,-4.994754791E-1,-1.640106559E0,-5.356012344E0,5.623725946E0
1.363594177E1,-4.664523304E-1,-1.563407540E0,-5.326185226E0,5.570464072E0
1.363843375E1,-4.387554526E-1,-1.483512759E0,-5.298488140E0,5.519718564E0
1.364099344E1,-4.037349224E-1,-1.395095944E0,-5.272922039E0,5.469277961E0
1.364348537E1,-3.653854430E-1,-1.303483248E0,-5.244159698E0,5.416067396E0
1.364597735E1,-3.217096329E-1,-1.208674788E0,-5.210071087E0,5.358099716E0
1.364846933E1,-2.759032845E-1,-1.103346825E0,-5.179178715E0,5.302583238E0
1.365096125E1,-2.290316820E-1,-9.914941192E-1,-5.136568069E0,5.236396436E0
1.365345328E1,-1.757684946E-1,-8.689888120E-1,-5.086500645E0,5.163189414E0
1.365600328E1,-1.118526831E-1,-7.294392586E-1,-5.030041695E0,5.083887499E0
1.365849808E1,-4.580633715E-2,-5.836313367E-1,-4.959734440E0,4.994165543E0
1.366104558E1,2.876211889E-2,-4.440817833E-1,-4.883168697E0,4.903404166E0
1.366354037E1,1.139832065E-1,-3.322291076E-1,-4.794751644E0,4.807599368E0
1.366603511E1,2.107890397E-1,-2.565953732E-1,-4.693551540E0,4.705284186E0
1.366852990E1,3.098585606E-1,-2.129195631E-1,-4.580633640E0,4.596036511E0
1.367102469E1,4.078628123E-1,-1.948100924E-1,-4.451736927E0,4.474624533E0
1.367351948E1,5.058670640E-1,-1.926795542E-1,-4.315515995E0,4.349333880E0
1.367601417E1,5.964145064E-1,-2.054627240E-1,-4.170640469E0,4.218076234E0
1.367846667E1,6.761760712E-1,-2.235722095E-1,-4.025764465E0,4.088273247E0
1.368091917E1,7.507445216E-1,-2.395511568E-1,-3.877692699E0,3.956956250E0
1.368337167E1,8.167908788E-1,-2.523343265E-1,-3.731884956E0,3.828548717E0
1.368582417E1,8.711193204E-1,-2.448774725E-1,-3.590204716E0,3.702483457E0
1.368827667E1,9.233172536E-1,-2.171806246E-1,-3.453850985E0,3.581727069E0
1.369076594E1,9.637972713E-1,-1.681784987E-1,-3.324954033E0,3.465906593E0
1.369320506E1,9.989509583E-1,-1.000016257E-1,-3.197255611E0,3.351170958E0
1.369569433E1,1.035169959E0,-1.810948178E-2,-3.077946186E0,3.247407816E0
1.369824433E1,1.069258332E0,6.711161137E-2,-2.962897778E0,3.150647646E0
1.370079433E1,1.098020554E0,1.438105851E-1,-2.848914385E0,3.056573865E0
1.370334433E1,1.127847910E0,2.077264041E-1,-2.737195015E0,2.967731072E0
1.370589282E1,1.153414249E0,2.631201148E-1,-2.630668640E0,2.884443468E0
1.370838782E1,1.174719453E0,3.142527640E-1,-2.528403282E0,2.805627158E0
1.371088287E1,1.190698385E0,3.611243665E-1,-2.433594704E0,2.733231903E0
1.371337782E1,1.196956873E0,3.994738758E-1,-2.339851618E0,2.658418840E0
1.371587282E1,1.196956873E0,4.239749312E-1,-2.253565311E0,2.586700043E0
1.371842282E1,1.192695856E0,4.410191476E-1,-2.178064585E0,2.522099647E0
1.372092412E1,1.183241606E0,4.527370334E-1,-2.108822584E0,2.460114674E0
1.372362677E1,1.165132165E0,4.559328258E-1,-2.044906616E0,2.397300726E0
1.372612808E1,1.142761588E0,4.623244107E-1,-1.980990887E0,2.333232265E0
1.372862938E1,1.118260503E0,4.655202031E-1,-1.924531937E0,2.273991818E0
1.373113073E1,1.092694163E0,4.676507413E-1,-1.868072987E0,2.214130627E0
1.373363209E1,1.067127824E0,4.761728346E-1,-1.815875053E0,2.159375968E0
1.373613339E1,1.037300467E0,4.889560044E-1,-1.770068645E0,2.109078767E0
1.373863526E1,1.007473111E0,5.016059875E-1,-1.725327611E0,2.059943203E0
1.374115953E1,9.755151868E-1,5.122586489E-1,-1.688043356E0,2.015819728E0
1.374366141E1,9.392961860E-1,5.229113102E-1,-1.654088140E0,1.972744570E0
1.374616334E1,9.020119905E-1,5.271723270E-1,-1.621064901E0,1.928571416E0
1.374866521E1,8.625972271E-1,5.303681493E-1,-1.591237545E0,1.886107440E0
1.375116709E1,8.221172094E-1,5.314334035E-1,-1.564605951E0,1.845613706E0
1.375366896E1,7.827024460E-1,5.282375813E-1,-1.540104866E0,1.806538419E0
1.375617084E1,7.368960977E-1,5.239765644E-1,-1.523060679E0,1.771237176E0
1.375867021E1,6.932203174E-1,5.197154880E-1,-1.506016493E0,1.737453387E0
1.376107219E1,6.496776342E-1,5.229113102E-1,-1.492168069E0,1.709410077E0
1.376357151E1,6.060018539E-1,5.271723270E-1,-1.481515408E0,1.685240877E0
1.376607089E1,5.633913279E-1,5.282375813E-1,-1.470862746E0,1.661289243E0
1.376857026E1,5.239765644E-1,5.282375813E-1,-1.452753305E0,1.632200523E0
1.377106964E1,4.898881316E-1,5.143891573E-1,-1.433578491E0,1.599916834E0
1.377356901E1,4.675175846E-1,4.909533858E-1,-1.414403796E0,1.568485262E0
1.377606839E1,4.440817833E-1,4.601939023E-1,-1.392033219E0,1.531908464E0
1.377856776E1,4.270375669E-1,4.303665161E-1,-1.368597507E0,1.496875265E0
1.378102026E1,4.142543972E-1,4.016043842E-1,-1.344096422E0,1.462698868E0
1.378347276E1,4.004059732E-1,3.845601678E-1,-1.324921608E0,1.436533582E0
1.378592526E1,3.876228034E-1,3.813643754E-1,-1.307877421E0,1.416415749E0
1.378837776E1,3.737743795E-1,3.909517527E-1,-1.296159506E0,1.404485680E0
1.379087714E1,3.588607013E-1,4.111917615E-1,-1.290833235E0,1.401467127E0
1.379328276E1,3.418164849E-1,4.367581010E-1,-1.291898489E0,1.405915308E0
1.379573526E1,3.226417303E-1,4.346275628E-1,-1.300420642E0,1.408578237E0
1.379818776E1,3.013364673E-1,3.568633199E-1,-1.307877421E0,1.388775880E0
1.380072203E1,2.715090811E-1,2.098569423E-1,-1.320660591E0,1.364515121E0
1.380321729E1,2.235722095E-1,2.876211889E-2,-1.341965914E0,1.360766073E0
1.380571261E1,1.447426975E-1,-9.041424841E-2,-1.369662762E0,1.380254058E0
1.380820787E1,4.154528305E-2,-1.191763729E-1,-1.405881643E0,1.411535410E0
1.381070313E1,-7.882951200E-2,-1.319595277E-1,-1.454883814E0,1.462981313E0
1.381319844E1,-2.119874656E-1,-1.777658761E-1,-1.504951239E0,1.530169148E0
1.381569365E1,-3.451454341E-1,-1.980058849E-1,-1.555018544E0,1.605121296E0
1.381819459E1,-4.707133770E-1,-1.852227151E-1,-1.600824952E0,1.678844562E0
1.382079365E1,-5.815007687E-1,-1.575258672E-1,-1.644500732E0,1.751382369E0
1.382334365E1,-6.731134653E-1,-9.680583328E-2,-1.689108610E0,1.820862709E0
1.382589365E1,-7.370292544E-1,-3.195790946E-2,-1.726392865E0,1.877409320E0
1.382839787E1,-7.860314250E-1,2.024000883E-2,-1.762611866E0,1.930040323E0
1.383089880E1,-8.190546036E-1,5.326318368E-2,-1.794569731E0,1.973364621E0
1.383339974E1,-8.350335360E-1,6.817687303E-2,-1.826527715E0,2.009510534E0
1.383590068E1,-8.403598666E-1,5.645897239E-2,-1.855289817E0,2.037521196E0
1.383835318E1,-8.360987902E-1,4.048001766E-2,-1.884051919E0,2.061638051E0
1.384080568E1,-8.222503662E-1,2.450106293E-2,-1.914944530E0,2.084156548E0
1.384325818E1,-8.084019423E-1,1.597895473E-2,-1.945837140E0,2.107142900E0
1.384571438E1,-7.945535183E-1,-1.065263641E-3,-1.982056141E0,2.135383566E0
1.384821068E1,-7.636608481E-1,-1.171789970E-2,-2.023601532E0,2.162932815E0
1.385070693E1,-7.391598225E-1,-3.089264594E-2,-2.067277193E0,2.195665410E0
1.385320323E1,-7.221155763E-1,-7.017423958E-2,-2.110953093E0,2.232151045E0
1.385569948E1,-7.125282288E-1,-1.340900660E-1,-2.162085772E0,2.280414766E0
1.385819542E1,-7.103977203E-1,-1.948100924E-1,-2.217346191E0,2.336501664E0
1.386067688E1,-7.072018981E-1,-2.352901101E-1,-2.274870396E0,2.393852810E0
1.386317282E1,-7.040061355E-1,-2.736395895E-1,-2.335590601E0,2.454686685E0
1.386566875E1,-7.018755674E-1,-3.428817391E-1,-2.382462025E0,2.507253976E0
1.386816464E1,-6.922882199E-1,-4.856270552E-1,-2.387788534E0,2.533106926E0
1.387066058E1,-6.603302956E-1,-7.006771564E-1,-2.306828499E0,2.499688441E0
1.387315646E1,-6.123934388E-1,-9.478183389E-1,-2.163151026E0,2.439796649E0
1.387565240E1,-5.836313367E-1,-1.093759418E0,-2.031058311E0,2.379523706E0
1.387814834E1,-6.038713455E-1,-1.088433146E0,-1.951163530E0,2.314386839E0
1.388060084E1,-6.912229657E-1,-1.007473111E0,-1.917075038E0,2.273316511E0
1.388305334E1,-8.201198578E-1,-9.222519994E-1,-1.918140292E0,2.280878671E0
1.388550584E1,-9.669930935E-1,-8.498140574E-1,-1.940510869E0,2.328699639E0
1.388795834E1,-1.118260503E0,-7.944203615E-1,-1.947967768E0,2.382475328E0
1.389041084E1,-1.267397404E0,-7.645930052E-1,-1.931988716E0,2.433819846E0
1.389286334E1,-1.403751135E0,-7.848330140E-1,-1.873399258E0,2.469029139E0
1.389531584E1,-1.530384421E0,-8.263782859E-1,-1.780721307E0,2.489165708E0
1.389776834E1,-1.645432830E0,-7.880287766E-1,-1.683782339E0,2.482652113E0
1.390031500E1,-1.742371798E0,-6.655234694E-1,-1.610412359E0,2.464185248E0
1.390280740E1,-1.812679291E0,-5.005407333E-1,-1.558214426E0,2.442207902E0
1.390529985E1,-1.860616088E0,-3.194459379E-1,-1.524125934E0,2.426293015E0
1.390779224E1,-1.878725648E0,-1.458079666E-1,-1.507081747E0,2.412916371E0
1.391028464E1,-1.872334003E0,1.491369121E-2,-1.507081747E0,2.403570767E0
1.391277703E1,-1.848898172E0,1.523326933E-1,-1.520930171E0,2.398928571E0
1.391526948E1,-1.802026629E0,2.599243224E-1,-1.553953290E0,2.393664858E0
1.391776188E1,-1.737045527E0,3.376885653E-1,-1.605085969E0,2.389071304E0
1.392021438E1,-1.652889729E0,3.888212144E-1,-1.663675547E0,2.377192192E0
1.392267183E1,-1.558081269E0,4.111917615E-1,-1.731719255E0,2.365490961E0
1.392516240E1,-1.464471221E0,4.048001766E-1,-1.818005562E0,2.369321287E0
1.392765292E1,-1.398424864E0,3.483411968E-1,-1.954359293E0,2.428261505E0
1.393014349E1,-1.382445931E0,2.269011587E-1,-2.158890009E0,2.573605828E0
1.393263396E1,-1.373923779E0,1.832253486E-1,-2.347308397E0,2.726003446E0
1.393512448E1,-1.318530083E0,2.727074921E-1,-2.476205349E0,2.818596084E0
1.393761506E1,-1.233309031E0,3.557980657E-1,-2.590188503E0,2.890799182E0
1.394016506E1,-1.141696334E0,3.675159514E-1,-2.711628675E0,2.965041073E0
1.394269266E1,-1.054344654E0,3.291664720E-1,-2.842522860E0,3.049578565E0
1.394518552E1,-9.680583477E-1,2.918822467E-1,-2.976746082E0,3.143779485E0
1.394767844E1,-8.776440620E-1,2.705769539E-1,-3.104577780E0,3.237572266E0
1.395017131E1,-7.839008570E-1,2.588590682E-1,-3.229213476E0,3.333065893E0
1.395266422E1,-6.880271435E-1,2.545980215E-1,-3.339867830E0,3.419490989E0
1.395515714E1,-5.825660825E-1,2.407495826E-1,-3.441067934E0,3.498327047E0
1.395765006E1,-4.685828388E-1,2.205095738E-1,-3.534811020E0,3.572545772E0
1.396015084E1,-3.462106884E-1,1.949432492E-1,-3.615771055E0,3.637535572E0
1.396295636E1,-2.194443047E-1,1.640505940E-1,-3.689274311E0,3.699434192E0
1.396545719E1,-8.628635854E-2,1.203747913E-1,-3.753190041E0,3.756111141E0
1.396795792E1,5.113265663E-2,7.030740380E-2,-3.807518482E0,3.808510821E0
1.397045870E1,1.926795542E-1,2.663159184E-2,-3.857452869E0,3.862353854E0
1.397295948E1,3.226417303E-1,4.261054564E-3,-3.907520294E0,3.920820156E0
1.397546026E1,4.419512451E-1,1.917474531E-2,-3.960783482E0,3.985410187E0
1.397796104E1,5.282375813E-1,1.139832065E-1,-4.049200058E0,4.085100760E0
1.398041354E1,5.815007687E-1,2.098569423E-1,-4.149334908E0,4.195135666E0
1.398286604E1,6.177197695E-1,2.183790505E-1,-4.234556198E0,4.284942627E0
1.398536683E1,6.528734565E-1,1.778990328E-1,-4.306993961E0,4.359826694E0
1.398777104E1,6.697844863E-1,1.129179448E-1,-4.378233433E0,4.430608278E0
1.399022354E1,6.697844863E-1,1.917474531E-2,-4.442149162E0,4.492401152E0
1.399267604E1,6.507429481E-1,-1.106542572E-1,-4.496477604E0,4.544669580E0
1.399517683E1,6.038713455E-1,-2.661827505E-1,-4.545479774E0,4.593136209E0
1.399758104E1,5.261070728E-1,-4.131891429E-1,-4.582764149E0,4.631332547E0
1.400003354E1,4.291680753E-1,-5.463470817E-1,-4.606200218E0,4.658300207E0
1.400248604E1,3.173153996E-1,-6.601971388E-1,-4.616852760E0,4.674599313E0
1.400493854E1,2.107890397E-1,-7.496792674E-1,-4.618983269E0,4.684170947E0
1.400739104E1,8.841688186E-2,-8.029424548E-1,-4.618983269E0,4.689087392E0
1.400984354E1,-5.219791830E-2,-8.231824636E-1,-4.621113777E0,4.694150246E0
1.401229604E1,-1.906821877E-1,-8.253130317E-1,-4.614722252E0,4.691818705E0
1.401474854E1,-3.323622644E-1,-8.135951161E-1,-4.600873470E0,4.684062166E0
1.401724740E1,-4.866923392E-1,-7.901592851E-1,-4.582764149E0,4.675783183E0
1.401984854E1,-6.464818716E-1,-7.528750896E-1,-4.563589573E0,4.670236557E0
1.402239854E1,-8.062714338E-1,-7.134603262E-1,-4.532696724E0,4.658802298E0
1.402494854E1,-9.669930935E-1,-6.836329699E-1,-4.496477604E0,4.649810805E0
1.402745474E1,-1.126782656E0,-6.751108170E-1,-4.460258961E0,4.649658457E0
1.402995354E1,-1.282311082E0,-6.793718934E-1,-4.417648315E0,4.649890807E0
1.403245240E1,-1.432513237E0,-7.091992497E-1,-4.379298687E0,4.661900336E0
1.403495120E1,-1.571929693E0,-7.720498443E-1,-4.349604607E0,4.688932091E0
1.403740370E1,-1.701891780E0,-8.402267098E-1,-4.324038506E0,4.722258522E0
1.403990125E1,-1.821201324E0,-9.169256687E-1,-4.309124470E0,4.767187918E0
1.404239568E1,-1.933054090E0,-9.893636107E-1,-4.304863453E0,4.821554502E0
