"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.163025849E1,1.777658761E-1,2.087916732E-1,1.265000552E-2,2.745080912E-1
3.163280849E1,1.745700836E-1,2.087916732E-1,3.062632866E-3,2.721728433E-1
3.163530318E1,1.756353378E-1,2.045306265E-1,-3.328948980E-3,2.696138553E-1
3.163790849E1,1.671132296E-1,1.960085034E-1,-1.291632187E-2,2.579011367E-1
3.164045849E1,1.607216448E-1,1.832253486E-1,-2.143843099E-2,2.446683097E-1
3.164300849E1,1.553953290E-1,1.651158631E-1,-2.996053919E-2,2.287107134E-1
3.164555849E1,1.468732208E-1,1.470063776E-1,-4.380896688E-2,2.123719464E-1
3.164810849E1,1.351553202E-1,1.235705838E-1,-5.326318368E-2,1.907186841E-1
3.165062886E1,1.202416345E-1,9.800425172E-2,-6.817687303E-2,1.694431174E-1
3.165308136E1,1.086568907E-1,7.137266546E-2,-8.202529699E-2,1.537157331E-1
3.165557604E1,1.372858584E-1,-1.810948178E-2,-9.161267430E-2,1.660368704E-1
3.165798636E1,3.141196072E-1,-2.352901101E-1,-5.432844535E-2,3.962122455E-1
3.166043886E1,5.388902426E-1,-3.940143883E-1,3.502054140E-2,6.684881974E-1
3.166289136E1,6.081323624E-1,-3.258375227E-1,1.042626798E-1,6.977576712E-1
3.166534386E1,5.697829127E-1,-1.798963994E-1,1.159805804E-1,6.086598206E-1
3.166779636E1,5.090628862E-1,-7.656582445E-2,8.721846342E-2,5.221248969E-1
3.167024886E1,4.387554526E-1,-1.065263618E-2,4.567318037E-2,4.412548756E-1
3.167274349E1,3.641870022E-1,5.539371073E-2,-1.331579551E-4,3.683756961E-1
3.167534886E1,2.938795984E-1,1.374190152E-1,-3.954791278E-2,3.268229513E-1
3.167789886E1,2.278332561E-1,2.237053663E-1,-6.817687303E-2,3.264968139E-1
3.168044886E1,1.745700836E-1,3.014696240E-1,-7.243792713E-2,3.558172306E-1
3.168299886E1,1.255679578E-1,3.568633199E-1,-5.965476483E-2,3.829848979E-1
3.168554886E1,7.989477366E-2,3.877559602E-1,-3.422159329E-2,3.973776252E-1
3.168804745E1,3.302317113E-2,4.005391300E-1,-6.524739787E-3,4.019511123E-1
3.169054209E1,-2.130527236E-2,3.973433375E-1,2.223737910E-2,3.985349966E-1
3.169303677E1,-7.882951200E-2,3.749727905E-1,4.354264960E-2,3.856353821E-1
3.169548927E1,-1.342232227E-1,3.472759426E-1,5.739107728E-2,3.767096887E-1
3.169794177E1,-1.853558719E-1,3.142527640E-1,6.484792382E-2,3.705628856E-1
3.170039427E1,-2.322274745E-1,2.641853690E-1,4.354264960E-2,3.544283728E-1
3.170288891E1,-2.695116997E-1,2.045306265E-1,-1.198421582E-3,3.383352918E-1
3.170529927E1,-2.918822467E-1,1.533979625E-1,-3.635212034E-2,3.317343176E-1
3.170775177E1,-3.046653867E-1,1.118526831E-1,-6.072002649E-2,3.301801662E-1
3.171020427E1,-3.153180480E-1,7.030740380E-2,-8.202529699E-2,3.333117936E-1
3.171269651E1,-3.206443489E-1,2.556632832E-2,-9.906952083E-2,3.365727344E-1
3.171529584E1,-3.238401413E-1,-2.024000883E-2,-1.107874215E-1,3.428643286E-1
3.171778808E1,-3.249054253E-1,-6.058686972E-2,-1.225053221E-1,3.524795854E-1
3.172028037E1,-3.217096329E-1,-1.074584723E-1,-1.320926845E-1,3.639957259E-1
3.172277261E1,-3.217096329E-1,-1.490037590E-1,-1.384842694E-1,3.806272467E-1
3.172526485E1,-3.206443489E-1,-1.820269227E-1,-1.480716467E-1,3.973308591E-1
3.172775714E1,-3.153180480E-1,-2.097237855E-1,-1.544632316E-1,4.089846299E-1
3.173024938E1,-3.089264631E-1,-2.278332561E-1,-1.576590240E-1,4.149697821E-1
3.173270188E1,-3.004043400E-1,-2.320943177E-1,-1.597895473E-1,4.118776994E-1
3.173515438E1,-2.886864543E-1,-2.320943177E-1,-1.597895473E-1,4.034108831E-1
3.173760688E1,-2.780338228E-1,-2.203764170E-1,-1.576590240E-1,3.882330996E-1
3.174005938E1,-2.599243224E-1,-2.012016773E-1,-1.544632316E-1,3.631826789E-1
3.174251188E1,-2.439453751E-1,-1.767006069E-1,-1.544632316E-1,3.385134272E-1
3.174496438E1,-2.237053663E-1,-1.490037590E-1,-1.512674391E-1,3.084283535E-1
3.174741688E1,-2.024000883E-1,-1.159805804E-1,-1.512674391E-1,2.780272090E-1
3.174986938E1,-1.768337637E-1,-9.147951752E-2,-1.470063776E-1,2.474864788E-1
3.175241938E1,-1.533979625E-1,-6.378266215E-2,-1.459411234E-1,2.211288637E-1
3.175496938E1,-1.267663687E-1,-4.261054471E-2,-1.416800618E-1,1.948296966E-1
3.175749740E1,-9.906952083E-2,-2.343579940E-2,-1.448758543E-1,1.770678395E-1
3.175998761E1,-7.350318879E-2,-7.456845604E-3,-1.416800618E-1,1.597859920E-1
3.176247776E1,-4.687159881E-2,4.261054564E-3,-1.395495385E-1,1.472724586E-1
3.176496797E1,-1.704421826E-2,1.278316416E-2,-1.374190152E-1,1.390607795E-1
3.176745818E1,7.456845604E-3,1.917474531E-2,-1.363537461E-1,1.378971336E-1
3.176994839E1,3.408843651E-2,2.450106293E-2,-1.352884769E-1,1.416520229E-1
3.177244584E1,6.072002649E-2,2.663159184E-2,-1.331579536E-1,1.487521560E-1
3.177493620E1,7.882951200E-2,2.769685537E-2,-1.342232227E-1,1.581046529E-1
3.177742657E1,1.001347825E-1,2.663159184E-2,-1.352884769E-1,1.704088858E-1
3.177991693E1,1.150484756E-1,2.876211889E-2,-1.406148076E-1,1.839454684E-1
3.178240729E1,1.276984811E-1,2.769685537E-2,-1.384842694E-1,1.903993454E-1
3.178489766E1,1.383511126E-1,2.876211889E-2,-1.406148076E-1,1.993509818E-1
3.178738808E1,1.468732208E-1,2.769685537E-2,-1.438105851E-1,2.074134595E-1
3.178987844E1,1.521995366E-1,2.982738242E-2,-1.512674391E-1,2.166476628E-1
3.179238433E1,1.575258672E-1,2.982738242E-2,-1.544632316E-1,2.226274051E-1
3.179487511E1,1.575258672E-1,3.302317113E-2,-1.523326933E-1,2.216081635E-1
3.179736584E1,1.596563905E-1,3.089264594E-2,-1.523326933E-1,2.228222791E-1
3.179985662E1,1.596563905E-1,2.876211889E-2,-1.544632316E-1,2.240006974E-1
3.180234740E1,1.553953290E-1,2.130527236E-2,-1.544632316E-1,2.201374862E-1
3.180483818E1,1.490037590E-1,1.384842768E-2,-1.523326933E-1,2.135395715E-1
3.180732891E1,1.426121742E-1,5.326318089E-3,-1.523326933E-1,2.087387155E-1
3.180981969E1,1.340900660E-1,-1.065263618E-2,-1.480716467E-1,2.000470870E-1
3.181231542E1,1.234374270E-1,-2.663159184E-2,-1.427453309E-1,1.905840223E-1
3.181491969E1,1.118526831E-1,-4.687159881E-2,-1.416800618E-1,1.864972102E-1
3.181746969E1,1.033305749E-1,-6.910897791E-2,-1.384842694E-1,1.860944690E-1
3.181999651E1,9.374319762E-2,-8.934898674E-2,-1.342232227E-1,1.865124716E-1
3.182249219E1,8.096003532E-2,-1.117195264E-1,-1.331579536E-1,1.917467614E-1
3.182498792E1,7.137266546E-2,-1.330247968E-1,-1.331579536E-1,2.012975275E-1
3.182748365E1,6.072002649E-2,-1.500690132E-1,-1.288969070E-1,2.069348762E-1
3.182997938E1,5.113265663E-2,-1.649827063E-1,-1.299621612E-1,2.161573623E-1
3.183249584E1,4.474107176E-2,-1.809616536E-1,-1.278316379E-1,2.260305537E-1
3.183499209E1,3.621896356E-2,-1.948100924E-1,-1.257011145E-1,2.346562499E-1
3.183748834E1,3.089264594E-2,-2.043974549E-1,-1.257011145E-1,2.419368623E-1
3.183998459E1,2.343579940E-2,-2.118543088E-1,-1.235705838E-1,2.463760825E-1
3.184248084E1,1.597895473E-2,-2.214416862E-1,-1.235705838E-1,2.540894262E-1
3.184497714E1,9.587372653E-3,-2.267680019E-1,-1.246358454E-1,2.589396423E-1
3.184747339E1,4.261054564E-3,-2.288985252E-1,-1.214400530E-1,2.591531939E-1
3.184996959E1,-2.130527282E-3,-2.320943177E-1,-1.182442605E-1,2.604880354E-1
3.185242209E1,-7.456845604E-3,-2.288985252E-1,-1.129179448E-1,2.553440848E-1
3.185491834E1,-1.384842768E-2,-2.278332561E-1,-1.086568907E-1,2.527965416E-1
3.185732709E1,-2.343579940E-2,-2.267680019E-1,-1.065263674E-1,2.516363057E-1
3.185977959E1,-3.195790946E-2,-2.214416862E-1,-9.906952083E-2,2.446885741E-1
3.186223209E1,-3.834949061E-2,-2.139848322E-1,-9.054741263E-2,2.354974008E-1
3.186468459E1,-4.474107176E-2,-2.022669315E-1,-8.415582776E-2,2.235975815E-1
3.186713709E1,-5.006739125E-2,-1.905490309E-1,-7.563371956E-2,2.110358651E-1
3.186958959E1,-5.326318368E-2,-1.798963994E-1,-6.924213469E-2,1.999853856E-1
3.187213959E1,-5.645897239E-2,-1.660479754E-1,-5.858949944E-2,1.849115333E-1
3.187463250E1,-6.498108059E-2,-1.521995366E-1,-5.432844535E-2,1.741804229E-1
3.187712506E1,-6.817687303E-2,-1.383511126E-1,-4.593949392E-2,1.609333821E-1
3.187961766E1,-7.456845790E-2,-1.191763729E-1,-3.954791278E-2,1.460393788E-1
3.188211021E1,-7.776424289E-2,-1.000016257E-1,-2.889527567E-2,1.299328272E-1
3.188460276E1,-8.309056610E-2,-8.402267098E-2,-1.930790395E-2,1.197357364E-1
3.188709532E1,-8.948214352E-2,-6.910897791E-2,-7.590003312E-3,1.133168698E-1
3.188958787E1,-9.480846673E-2,-5.313002318E-2,3.062632866E-3,1.087236149E-1
3.189208047E1,-9.906952083E-2,-3.515370190E-2,1.265000552E-2,1.058800045E-1
3.189453297E1,-1.022653133E-1,-1.810948178E-2,2.223737910E-2,1.062103981E-1
3.189698547E1,-1.097221524E-1,-1.065263641E-3,2.969422378E-2,1.136742382E-1
3.189947318E1,-1.161137372E-1,1.917474531E-2,4.354264960E-2,1.254831987E-1
3.190189047E1,-1.203747913E-1,4.048001766E-2,5.099949613E-2,1.368563876E-1
3.190434297E1,-1.246358454E-1,6.072002649E-2,6.058686972E-2,1.513003118E-1
3.190679802E1,-1.288969070E-1,8.202529699E-2,7.123950869E-2,1.685752935E-1
3.190928568E1,-1.299621612E-1,1.012000442E-1,7.976161689E-2,1.830123706E-1
3.191177339E1,-1.310274303E-1,1.214400530E-1,8.721846342E-2,1.988037583E-1
3.191432339E1,-1.331579536E-1,1.416800618E-1,9.574057162E-2,2.167268732E-1
3.191681750E1,-1.320926845E-1,1.619200706E-1,1.042626798E-1,2.335322097E-1
3.191942339E1,-1.320926845E-1,1.800295562E-1,1.106542572E-1,2.492057043E-1
3.192197339E1,-1.310274303E-1,1.896169335E-1,1.170458421E-1,2.585004799E-1
3.192450318E1,-1.288969070E-1,1.992042959E-1,1.181111038E-1,2.650415004E-1
3.192699735E1,-1.299621612E-1,2.098569423E-1,1.181111038E-1,2.736427094E-1
3.192949146E1,-1.299621612E-1,2.130527347E-1,1.191763729E-1,2.765585634E-1
3.193198558E1,-1.267663687E-1,2.162485123E-1,1.202416345E-1,2.780129169E-1
3.193447886E1,-1.278316379E-1,2.247706354E-1,1.181111038E-1,2.842762723E-1
3.193693808E1,-1.299621612E-1,2.258358896E-1,1.117195264E-1,2.835017900E-1
3.193943131E1,-1.278316379E-1,2.269011587E-1,1.106542572E-1,2.829654186E-1
3.194192453E1,-1.342232227E-1,2.269011587E-1,1.042626798E-1,2.834972941E-1
3.194441787E1,-1.342232227E-1,2.269011587E-1,9.574057162E-2,2.804750727E-1
3.194691104E1,-1.363537461E-1,2.247706354E-1,8.508793265E-2,2.763225269E-1
3.194940433E1,-1.384842694E-1,2.226400971E-1,7.869634777E-2,2.737510199E-1
3.195189761E1,-1.427453309E-1,2.151832581E-1,6.697845459E-2,2.667698960E-1
3.195435011E1,-1.480716467E-1,2.066611499E-1,5.419528857E-2,2.599445570E-1
3.195680261E1,-1.502021700E-1,1.917474568E-1,4.141212255E-2,2.470682961E-1
3.195925511E1,-1.544632316E-1,1.768337637E-1,2.436790615E-2,2.360569100E-1
3.196170761E1,-1.597895473E-1,1.587242782E-1,1.158474199E-2,2.255222875E-1
3.196419568E1,-1.640505940E-1,1.448758543E-1,-1.198421582E-3,2.188676466E-1
3.196663625E1,-1.736379713E-1,1.288969070E-1,-1.291632187E-2,2.166365368E-1
3.196912433E1,-1.800295562E-1,1.107874215E-1,-2.783001214E-2,2.132111710E-1
3.197161240E1,-1.874863952E-1,9.587372839E-2,-4.274370521E-2,2.148719259E-1
3.197410047E1,-1.960085034E-1,8.096003532E-2,-5.432844535E-2,2.189187994E-1
3.197671240E1,-2.066611499E-1,6.391581893E-2,-6.391581893E-2,2.255643914E-1
3.197926240E1,-2.183790505E-1,4.687159881E-2,-7.669898123E-2,2.361548013E-1
3.198181240E1,-2.322274745E-1,3.515370190E-2,-8.735162020E-2,2.505906786E-1
3.198430047E1,-2.428801060E-1,1.810948178E-2,-1.022653133E-1,2.641531630E-1
3.198709662E1,-2.567285299E-1,3.195791040E-3,-1.097221524E-1,2.792108556E-1
3.198958469E1,-2.737727463E-1,-9.587372653E-3,-1.203747913E-1,2.992215312E-1
3.199207282E1,-2.886864543E-1,-1.917474531E-2,-1.267663687E-1,3.158753742E-1
3.199452532E1,-3.014696240E-1,-3.408843651E-2,-1.352884769E-1,3.321880909E-1
3.199701651E1,-3.153180480E-1,-5.099949613E-2,-1.374190152E-1,3.477217361E-1
3.199943032E1,-3.270359337E-1,-6.165213138E-2,-1.416800618E-1,3.616997749E-1
3.200188282E1,-3.366233110E-1,-7.656582445E-2,-1.480716467E-1,3.756365152E-1
3.200433532E1,-3.483411968E-1,-9.147951752E-2,-1.491369158E-1,3.898100963E-1
3.200678782E1,-3.568633199E-1,-1.074584723E-1,-1.502021700E-1,4.018201640E-1
3.200927901E1,-3.611243665E-1,-1.149153188E-1,-1.502021700E-1,4.076481700E-1
3.201169266E1,-3.600591123E-1,-1.255679578E-1,-1.491369158E-1,4.094529228E-1
3.201414516E1,-3.643201590E-1,-1.362205893E-1,-1.470063776E-1,4.158077707E-1
3.201659766E1,-3.621896505E-1,-1.426121742E-1,-1.470063776E-1,4.160894738E-1
3.201905016E1,-3.579285741E-1,-1.447426975E-1,-1.470063776E-1,4.131273262E-1
3.202150266E1,-3.547327816E-1,-1.479384899E-1,-1.406148076E-1,4.092599019E-1
3.202395516E1,-3.504717350E-1,-1.426121742E-1,-1.363537461E-1,4.021952428E-1
3.202641542E1,-3.430148959E-1,-1.394163817E-1,-1.363537461E-1,3.945738085E-1
3.202890151E1,-3.344927728E-1,-1.351553202E-1,-1.310274303E-1,3.838236094E-1
3.203139542E1,-3.270359337E-1,-1.287637353E-1,-1.267663687E-1,3.736339301E-1
3.203400151E1,-3.195790946E-1,-1.213068962E-1,-1.203747913E-1,3.624034371E-1
3.203655151E1,-3.099917173E-1,-1.138500497E-1,-1.150484756E-1,3.497039467E-1
3.203910151E1,-2.982738316E-1,-1.063932031E-1,-1.118526831E-1,3.358538596E-1
3.204164766E1,-2.897517085E-1,-1.000016257E-1,-1.065263674E-1,3.245061551E-1
3.204414157E1,-2.780338228E-1,-9.361004084E-2,-1.001347825E-1,3.099880982E-1
3.204663552E1,-2.663159072E-1,-8.721846342E-2,-9.267793596E-2,2.951616890E-1
3.204912943E1,-2.556632757E-1,-7.869634777E-2,-8.628635854E-2,2.810732313E-1
3.205159297E1,-2.428801060E-1,-7.123950869E-2,-7.669898123E-2,2.644778766E-1
3.205408615E1,-2.300969511E-1,-6.271740049E-2,-7.030740380E-2,2.486387143E-1
3.205657927E1,-2.151832581E-1,-5.526055023E-2,-6.498108059E-2,2.314737648E-1
3.205907245E1,-2.013348341E-1,-5.099949613E-2,-5.858949944E-2,2.157994288E-1
3.206156563E1,-1.896169335E-1,-4.367581010E-2,-5.539371073E-2,2.023131756E-1
3.206405880E1,-1.789642870E-1,-3.728422895E-2,-5.020054802E-2,1.895743252E-1
3.206655188E1,-1.704421788E-1,-3.195790946E-2,-4.913528636E-2,1.802390653E-1
3.206904506E1,-1.565937549E-1,-2.876211889E-2,-4.487423226E-2,1.654163241E-1
3.207158516E1,-1.502021700E-1,-2.556632832E-2,-4.380896688E-2,1.585356572E-1
3.207407953E1,-1.459411234E-1,-2.769685537E-2,-4.380896688E-2,1.548714075E-1
3.207657396E1,-1.448758543E-1,-2.876211889E-2,-3.954791278E-2,1.529062132E-1
3.207906834E1,-1.448758543E-1,-2.982738242E-2,-3.848264739E-2,1.528384770E-1
3.208156271E1,-1.470063776E-1,-3.408843651E-2,-3.741738573E-2,1.554765491E-1
3.208405714E1,-1.512674391E-1,-3.834949061E-2,-3.528685868E-2,1.599927622E-1
3.208655146E1,-1.587242782E-1,-3.941475600E-2,-3.209106624E-2,1.666636014E-1
3.208904589E1,-1.640505940E-1,-4.048001766E-2,-2.569948509E-2,1.709142848E-1
3.209153844E1,-1.715074480E-1,-4.687159881E-2,-1.717737690E-2,1.786247848E-1
3.209395693E1,-1.821600795E-1,-4.474107176E-2,-1.398158539E-2,1.880945049E-1
3.209644953E1,-1.928127259E-1,-2.876211889E-2,-1.185105834E-2,1.953060530E-1
3.209894203E1,-2.013348341E-1,-9.587372653E-3,-5.459476262E-3,2.016368989E-1
3.210143464E1,-2.087916732E-1,7.456845604E-3,-2.263685223E-3,2.089370518E-1
3.210392719E1,-2.162485123E-1,1.704421826E-2,9.321057005E-4,2.169211683E-1
3.210641969E1,-2.237053663E-1,2.343579940E-2,1.997369342E-3,2.249384740E-1
3.210891224E1,-2.311622053E-1,2.982738242E-2,5.193160381E-3,2.331364554E-1
3.211146224E1,-2.343579978E-1,3.302317113E-2,3.062632866E-3,2.366930093E-1
3.211398433E1,-2.386190593E-1,2.769685537E-2,4.127896391E-3,2.402565520E-1
3.211647912E1,-2.386190593E-1,3.195790946E-2,3.062632866E-3,2.407690661E-1
3.211897386E1,-2.364885211E-1,3.302317113E-2,4.127896391E-3,2.388187387E-1
3.212146865E1,-2.343579978E-1,3.302317113E-2,5.193160381E-3,2.367301626E-1
3.212396344E1,-2.269011587E-1,2.663159184E-2,4.127896391E-3,2.284959891E-1
3.212645823E1,-2.183790505E-1,2.237053588E-2,9.321057005E-4,2.195238470E-1
3.212895302E1,-2.098569423E-1,1.704421826E-2,-1.198421582E-3,2.105513662E-1
3.213150302E1,-1.992042959E-1,1.278316416E-2,9.321057005E-4,1.996162058E-1
3.213405302E1,-1.917474568E-1,1.171789970E-2,-1.331579551E-4,1.921052162E-1
3.213656656E1,-1.842906028E-1,7.456845604E-3,-1.198421582E-3,1.844452955E-1
3.213906443E1,-1.747032404E-1,0.000000000E0,-4.394212738E-3,1.747584942E-1
3.214156229E1,-1.651158631E-1,-3.195791040E-3,-6.524739787E-3,1.652756290E-1
3.214406016E1,-1.576590240E-1,-7.456845604E-3,-1.078579482E-2,1.582033684E-1
3.214655802E1,-1.470063776E-1,-1.278316416E-2,-1.185105834E-2,1.480362520E-1
3.214905589E1,-1.342232227E-1,-1.810948178E-2,-1.398158539E-2,1.361591406E-1
3.215155542E1,-1.246358454E-1,-2.237053588E-2,-1.504684892E-2,1.275184006E-1
3.215412282E1,-1.150484756E-1,-2.130527236E-2,-1.611211337E-2,1.181087065E-1
3.215662235E1,-1.054610983E-1,-1.704421826E-2,-1.398158539E-2,1.077405836E-1
3.215912188E1,-9.587372839E-2,-1.491369121E-2,-1.291632187E-2,9.788269179E-2
3.216162141E1,-8.735162020E-2,-1.065263618E-2,-1.185105834E-2,8.879319677E-2
3.216412094E1,-8.096003532E-2,-4.261054564E-3,-6.524739787E-3,8.133422487E-2
3.216662052E1,-7.669898123E-2,2.130527282E-3,-3.328948980E-3,7.680074719E-2
3.216912006E1,-6.924213469E-2,1.065263618E-2,-1.331579551E-4,7.005690262E-2
3.217157256E1,-6.072002649E-2,2.024000883E-2,8.388951421E-3,6.455194870E-2
3.217406886E1,-5.539371073E-2,2.769685537E-2,1.478053257E-2,6.367136820E-2
3.217648776E1,-5.006739125E-2,4.261054471E-2,2.223737910E-2,6.940391355E-2
3.217898406E1,-4.154528305E-2,6.178529188E-2,3.289001435E-2,8.139524483E-2
3.218148042E1,-3.728422895E-2,7.989477366E-2,4.141212255E-2,9.740766130E-2
3.218397672E1,-3.089264594E-2,9.800425172E-2,5.099949613E-2,1.147176426E-1
3.218647302E1,-2.343579940E-2,1.161137372E-1,6.058686972E-2,1.330503869E-1
3.218896938E1,-1.917474531E-2,1.331579536E-1,6.804371625E-2,1.507602693E-1
3.219142188E1,-1.171789970E-2,1.480716467E-1,7.869634777E-2,1.680941310E-1
3.219387438E1,-9.587372653E-3,1.587242782E-1,8.295740932E-2,1.793522957E-1
3.219632688E1,-5.326318089E-3,1.683116555E-1,9.041424841E-2,1.911332503E-1
3.219881537E1,2.130527282E-3,1.768337637E-1,9.574057162E-2,2.010994187E-1
3.220123188E1,5.326318089E-3,1.864211410E-1,9.574057162E-2,2.096365153E-1
3.220368438E1,1.065263618E-2,1.960085034E-1,9.787109494E-2,2.193434825E-1
3.220613688E1,2.024000883E-2,2.055958807E-1,9.893636405E-2,2.290583512E-1
3.220862537E1,2.556632832E-2,2.162485123E-1,9.893636405E-2,2.391766300E-1
3.221106037E1,3.089264594E-2,2.279664129E-1,9.787109494E-2,2.500035844E-1
3.221351287E1,3.941475600E-2,2.364885211E-1,9.680583328E-2,2.585569820E-1
3.221596537E1,4.154528305E-2,2.503369451E-1,9.361004084E-2,2.704763138E-1
3.221841787E1,4.367581010E-2,2.609896064E-1,8.615319431E-2,2.782903590E-1
3.222087037E1,4.793686420E-2,2.705769539E-1,7.976161689E-2,2.861323932E-1
3.222332287E1,4.474107176E-2,2.812296152E-1,6.804371625E-2,2.927828671E-1
3.222577323E1,4.154528305E-2,2.886864543E-1,6.058686972E-2,2.978869722E-1
3.222825729E1,3.941475600E-2,2.897517085E-1,5.099949613E-2,2.968341695E-1
3.223074136E1,3.302317113E-2,2.918822467E-1,4.034686089E-2,2.965023524E-1
3.223329136E1,2.663159184E-2,2.929475009E-1,3.075948730E-2,2.957594057E-1
3.223584136E1,1.917474531E-2,2.886864543E-1,2.117211558E-2,2.900961879E-1
3.223839136E1,6.391582079E-3,2.865559161E-1,1.371526904E-2,2.869551428E-1
3.224088646E1,-2.130527282E-3,2.801643312E-1,1.051947847E-2,2.803698469E-1
3.224349136E1,-1.278316416E-2,2.769685388E-1,5.193160381E-3,2.773120078E-1
3.224604136E1,-1.917474531E-2,2.727074921E-1,9.321057005E-4,2.733823621E-1
3.224859136E1,-2.876211889E-2,2.673811615E-1,-2.263685223E-3,2.689332059E-1
3.225108646E1,-3.941475600E-2,2.673811615E-1,-5.459476262E-3,2.703257560E-1
3.225363266E1,-4.687159881E-2,2.663159072E-1,-6.524739787E-3,2.704878582E-1
3.225608516E1,-5.326318368E-2,2.716422379E-1,-1.185105834E-2,2.770684387E-1
3.225853766E1,-6.178529188E-2,2.833601236E-1,-1.611211337E-2,2.904651135E-1
3.226103276E1,-6.924213469E-2,3.014696240E-1,-1.824264042E-2,3.098567433E-1
3.226344266E1,-7.456845790E-2,3.259706795E-1,-2.356895804E-2,3.352205760E-1
3.226589516E1,-7.882951200E-2,3.494064808E-1,-2.996053919E-2,3.594393060E-1
3.226834766E1,-7.989477366E-2,3.781685829E-1,-3.635212034E-2,3.882217519E-1
3.227080016E1,-8.202529699E-2,4.111917615E-1,-4.167843983E-2,4.213595928E-1
3.227329433E1,-8.415582776E-2,4.463454783E-1,-4.700475931E-2,4.566354528E-1
3.227590016E1,-7.989477366E-2,4.825644195E-1,-5.326318368E-2,4.920249593E-1
3.227845016E1,-7.563371956E-2,5.229113102E-1,-6.178529188E-2,5.319531184E-1
3.228099839E1,-6.604634225E-2,5.676523447E-1,-6.924213469E-2,5.756611651E-1
3.228349256E1,-5.432844535E-2,6.091976166E-1,-8.309056610E-2,6.172336334E-1
3.228598667E1,-3.621896356E-2,6.518082023E-1,-8.841688186E-2,6.587740818E-1
3.228848078E1,-1.704421826E-2,6.986798048E-1,-9.693899006E-2,7.055785873E-1
3.229097495E1,4.261054564E-3,7.466166615E-1,-1.065263674E-1,7.541899382E-1
3.229347433E1,2.982738242E-2,7.934882641E-1,-1.150484756E-1,8.023399839E-1
3.229607495E1,5.645897239E-2,8.360987902E-1,-1.235705838E-1,8.470646325E-1
3.229862495E1,8.735162020E-2,8.797746301E-1,-1.331579536E-1,8.940720026E-1
3.230117209E1,1.191763729E-1,9.245156646E-1,-1.384842694E-1,9.423959437E-1
3.230367146E1,1.490037590E-1,9.692567587E-1,-1.438105851E-1,9.911318121E-1
3.230617084E1,1.809616536E-1,1.013997793E0,-1.512674391E-1,1.041066992E0
3.230867021E1,2.129195631E-1,1.057540536E0,-1.565937549E-1,1.090068039E0
3.231116959E1,2.448774725E-1,1.100151062E0,-1.629853398E-1,1.138798295E0
3.231362209E1,2.757701278E-1,1.147022605E0,-1.672463864E-1,1.191503829E0
3.231607459E1,3.045322299E-1,1.188567877E0,-1.672463864E-1,1.238307244E0
3.231852709E1,3.269027770E-1,1.230113149E0,-1.704421788E-1,1.284170674E0
3.232102646E1,3.535343707E-1,1.274854302E0,-1.683116555E-1,1.333629955E0
3.232343209E1,3.748396337E-1,1.315334320E0,-1.683116555E-1,1.378019571E0
3.232588459E1,3.940143883E-1,1.357944846E0,-1.619200706E-1,1.423193470E0
3.232833709E1,4.142543972E-1,1.397359610E0,-1.555284858E-1,1.465745440E0
3.233083459E1,4.302333593E-1,1.433578491E0,-1.544632316E-1,1.504694960E0
3.233343709E1,4.451470375E-1,1.470862746E0,-1.480716467E-1,1.543864734E0
3.233598709E1,4.579302073E-1,1.510277510E0,-1.406148076E-1,1.584427580E0
3.233851594E1,4.685828388E-1,1.549692273E0,-1.352884769E-1,1.624628878E0
3.234101344E1,4.760396779E-1,1.591104388E0,-1.299621612E-1,1.665868276E0
3.234351094E1,4.877575934E-1,1.630519152E0,-1.225053221E-1,1.706314077E0
3.234600844E1,4.930838943E-1,1.670999169E0,-1.118526831E-1,1.745818139E0
3.234850589E1,5.016059875E-1,1.713609695E0,-9.693899006E-2,1.788145386E0
3.235100256E1,5.101281404E-1,1.749828696E0,-8.096003532E-2,1.824468611E0
3.235346657E1,5.165197253E-1,1.783917069E0,-5.965476483E-2,1.858147311E0
3.235596323E1,5.218459964E-1,1.811614037E0,-3.954791278E-2,1.885691570E0
3.235845990E1,5.239765644E-1,1.832919240E0,-2.037316747E-2,1.906452057E0
3.236095656E1,5.303681493E-1,1.847832918E0,1.997369342E-3,1.922441379E0
3.236345318E1,5.335639119E-1,1.862746596E0,2.010685205E-2,1.937761496E0
3.236594985E1,5.399554968E-1,1.874464512E0,3.395527974E-2,1.950979781E0
3.236844651E1,5.474123359E-1,1.884051919E0,4.460791498E-2,1.962473379E0
3.237094360E1,5.538039207E-1,1.892574072E0,5.099949613E-2,1.972596347E0
3.237345610E1,5.580649972E-1,1.897900343E0,5.739107728E-2,1.979079581E0
3.237595313E1,5.601955056E-1,1.902161360E0,5.739107728E-2,1.983766765E0
3.237845016E1,5.591302514E-1,1.900030851E0,5.206476152E-2,1.981276006E0
3.238094724E1,5.580649972E-1,1.895769835E0,4.460791498E-2,1.976706775E0
3.238344427E1,5.538039207E-1,1.885117173E0,3.395527974E-2,1.965074681E0
3.238594136E1,5.463470817E-1,1.869138241E0,2.117211558E-2,1.947465316E0
3.238843844E1,5.367597342E-1,1.845702410E0,8.388951421E-3,1.922185936E0
3.239093547E1,5.229113102E-1,1.814809799E0,-1.717737690E-2,1.888720707E0
