"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.825593542E0,1.847523451E-1,-1.034187600E-1,-2.375128120E-2
3.835603542E0,9.749466181E-2,-6.936544925E-2,3.223981708E-2
3.845614542E0,2.085819095E-2,-4.860917479E-2,3.971943632E-2
3.855624542E0,-2.997462824E-2,-3.778076172E-2,1.071148831E-2
3.865634542E0,-8.512701094E-2,-4.309076071E-2,-2.855521254E-2
3.875645542E0,-1.345739216E-1,-6.285381317E-2,-5.344405025E-2
3.885655542E0,-1.795762777E-1,-6.799619645E-2,-4.664545134E-2
3.895665542E0,-2.138631493E-1,-7.130730897E-2,-1.074098051E-2
3.905676542E0,-2.408691198E-1,-7.631327957E-2,5.554842576E-2
3.915686542E0,-2.804247737E-1,-6.056894362E-2,1.318386644E-1
3.925696542E0,-3.370564282E-1,-1.192517020E-2,2.125392109E-1
3.935707542E0,-4.097338319E-1,4.248321056E-2,2.750641108E-1
3.945717542E0,-4.816389978E-1,9.638091922E-2,3.366993070E-1
3.955728542E0,-5.395539999E-1,1.496060491E-1,3.976063132E-1
3.965738542E0,-5.768968463E-1,1.717510521E-1,4.642466009E-1
3.975748542E0,-6.070747375E-1,1.343259215E-1,5.446996093E-1
3.985759542E0,-6.427597404E-1,1.014921740E-1,6.127560735E-1
3.995769542E0,-6.702382565E-1,1.229444742E-1,6.403203011E-1
4.005779542E0,-6.833298802E-1,1.833056211E-1,6.508676410E-1
4.015790542E0,-6.784991622E-1,2.328265756E-1,6.722410917E-1
4.025800542E0,-6.488287449E-1,2.744400501E-1,7.071251869E-1
4.035811542E0,-6.000177860E-1,3.076752424E-1,7.610667348E-1
4.045821542E0,-5.410960913E-1,3.211306632E-1,8.255606890E-1
4.055831542E0,-4.931901097E-1,3.328240514E-1,8.878597617E-1
4.065842542E0,-4.806463718E-1,3.819266260E-1,9.255304337E-1
4.075852542E0,-5.011604428E-1,4.922840297E-1,9.419642091E-1
4.085862542E0,-5.470234752E-1,6.231943965E-1,9.605684280E-1
4.095873542E0,-6.248804331E-1,7.465786338E-1,9.989647865E-1
4.105883542E0,-7.079060078E-1,8.571997881E-1,1.073385477E0
4.115893542E0,-7.654084563E-1,9.309595227E-1,1.173657417E0
4.125904542E0,-7.882866859E-1,9.443249702E-1,1.278662205E0
4.135914542E0,-7.780934572E-1,8.857548833E-1,1.349152923E0
4.145925542E0,-7.358394265E-1,7.548037767E-1,1.365601063E0
4.155935542E0,-6.591897011E-1,5.855433941E-1,1.311890960E0
4.165945542E0,-5.575937033E-1,3.964329064E-1,1.204283118E0
4.175956542E0,-4.438125491E-1,2.049553245E-1,1.053437948E0
4.185966542E0,-3.313744962E-1,2.504496090E-2,8.910630941E-1
4.195976542E0,-2.403369993E-1,-1.021566689E-1,7.200932503E-1
4.205987542E0,-1.787796319E-1,-1.424610913E-1,5.590639710E-1
4.215997542E0,-1.545254290E-1,-1.015306860E-1,4.224525988E-1
4.226008542E0,-1.545668989E-1,1.352476794E-2,3.102082014E-1
4.236018542E0,-1.663583070E-1,1.867969483E-1,2.091750503E-1
4.246028542E0,-1.776904911E-1,3.940248191E-1,1.238702610E-1
4.256039542E0,-1.723921299E-1,6.020435095E-1,4.683220387E-2
4.266049542E0,-1.406271905E-1,7.635159492E-1,-1.443600468E-2
4.276059542E0,-7.520318031E-2,8.576469421E-1,-6.876395643E-2
4.286070542E0,7.718776353E-3,8.873296976E-1,-1.127053574E-1
4.296080542E0,1.025667265E-1,8.637356758E-1,-1.646106243E-1
4.306091542E0,1.974651814E-1,7.930347323E-1,-2.220302075E-1
4.316101542E0,2.812884450E-1,6.875655651E-1,-2.697242200E-1
4.326111542E0,3.519655466E-1,5.799548626E-1,-3.019699454E-1
4.336122542E0,3.962991834E-1,4.870720506E-1,-3.258622289E-1
4.346132542E0,4.203296900E-1,4.120647311E-1,-3.482880294E-1
4.356142542E0,4.224607646E-1,3.371447027E-1,-3.572106659E-1
4.366153542E0,4.086935520E-1,2.577067614E-1,-3.558379710E-1
4.376163542E0,3.730165064E-1,1.882153004E-1,-3.537758887E-1
4.386174542E0,3.182884753E-1,1.283178627E-1,-3.350779116E-1
4.396184542E0,2.442390174E-1,9.903746843E-2,-3.151598573E-1
4.406194542E0,1.581037641E-1,9.511592239E-2,-3.020733893E-1
4.416205542E0,6.212663278E-2,1.148259789E-1,-3.055118024E-1
4.426215542E0,-3.914948180E-2,1.573709548E-1,-3.206201792E-1
4.436225542E0,-1.330815703E-1,2.139444798E-1,-3.446107209E-1
4.446236542E0,-2.166956812E-1,2.824742496E-1,-3.595757186E-1
4.456246542E0,-2.864060700E-1,3.685018122E-1,-3.626487255E-1
4.466256542E0,-3.326152563E-1,4.568147063E-1,-3.436438739E-1
4.476267542E0,-3.477550745E-1,5.309349895E-1,-3.065790534E-1
4.486277542E0,-3.250775337E-1,5.700073838E-1,-2.466991246E-1
4.496288542E0,-2.572425604E-1,5.454905629E-1,-1.538570523E-1
4.506298542E0,-1.589675844E-1,4.543631077E-1,-2.773290128E-2
4.516308542E0,-2.162357792E-2,2.981471419E-1,1.197625473E-1
4.526319542E0,1.528716236E-1,7.980726659E-2,2.867932618E-1
4.536329542E0,3.614946008E-1,-2.016190886E-1,4.581551552E-1
4.546339542E0,5.912208557E-1,-5.094177723E-1,6.141141057E-1
4.556350542E0,8.342276216E-1,-8.021085262E-1,7.391780019E-1
4.566360542E0,1.061128378E0,-1.048783302E0,8.243917227E-1
4.576371542E0,1.250552654E0,-1.221437931E0,8.672645688E-1
4.586381542E0,1.372358322E0,-1.318662405E0,8.628838062E-1
4.596391542E0,1.407688141E0,-1.337018728E0,8.175698519E-1
4.606402542E0,1.358287215E0,-1.298249364E0,7.447174788E-1
4.616412542E0,1.220480323E0,-1.253268838E0,6.688911319E-1
4.626422542E0,1.000360250E0,-1.241457224E0,6.141484976E-1
4.636433542E0,7.185968161E-1,-1.239590645E0,5.922482610E-1
4.646443542E0,4.217339754E-1,-1.163162351E0,6.061977148E-1
4.656454542E0,1.664470732E-1,-1.009124756E0,6.168996692E-1
4.666464542E0,-3.789593652E-2,-8.192504048E-1,5.971919894E-1
4.676474542E0,-1.814355254E-1,-6.394289732E-1,5.342692137E-1
4.686485542E0,-2.816983759E-1,-4.921372235E-1,4.385485351E-1
4.696495542E0,-3.572935164E-1,-3.447395265E-1,3.158444762E-1
4.706505542E0,-4.209259450E-1,-1.710525155E-1,1.676783562E-1
4.716516542E0,-4.769854844E-1,1.449897327E-2,4.777588882E-3
4.726526542E0,-5.332859755E-1,1.852595359E-1,-1.628608853E-1
4.736537542E0,-5.707302690E-1,3.349252045E-1,-3.226332068E-1
4.746547542E0,-5.870514512E-1,4.574881494E-1,-4.443098903E-1
4.756557542E0,-5.839715004E-1,5.576075912E-1,-5.272164941E-1
4.766568542E0,-5.735090971E-1,6.329497099E-1,-5.864202380E-1
4.776578542E0,-5.385404825E-1,6.903735995E-1,-6.160708070E-1
4.786588542E0,-4.782674611E-1,6.956042051E-1,-6.283999681E-1
4.796599542E0,-3.931760192E-1,6.335975528E-1,-6.224502325E-1
4.806609542E0,-2.808056772E-1,5.182787776E-1,-6.097741723E-1
4.816620542E0,-1.448430568E-1,3.681564033E-1,-5.923551917E-1
4.826630542E0,-2.085016575E-3,1.838991493E-1,-5.675708055E-1
4.836640542E0,1.377413273E-1,-1.446773298E-2,-5.440407395E-1
4.846651542E0,2.722117007E-1,-2.132510692E-1,-5.286750197E-1
4.856661542E0,3.935343921E-1,-3.996782005E-1,-5.183930397E-1
4.866671542E0,4.980065525E-1,-5.509728193E-1,-5.109629035E-1
4.876682542E0,5.882371068E-1,-6.436257958E-1,-5.047670603E-1
4.886692542E0,6.675367951E-1,-6.930434704E-1,-5.042275786E-1
4.896703542E0,7.339698672E-1,-7.045843005E-1,-4.980857670E-1
4.906713542E0,7.901238203E-1,-6.905961037E-1,-4.822216928E-1
4.916723542E0,8.430815935E-1,-6.491338611E-1,-4.552979171E-1
4.926734542E0,8.876690269E-1,-6.095322371E-1,-4.141397476E-1
4.936744542E0,9.274086952E-1,-5.802214742E-1,-3.623487055E-1
4.946755542E0,9.641253352E-1,-5.593265295E-1,-3.123469949E-1
4.956765542E0,1.004098892E0,-5.554001927E-1,-2.704059482E-1
4.966775542E0,1.052037477E0,-5.753949285E-1,-2.329497933E-1
4.976786542E0,1.109652519E0,-6.184741855E-1,-2.017684430E-1
4.986796542E0,1.174670100E0,-6.895385981E-1,-1.696161628E-1
4.996806542E0,1.240834236E0,-7.769310474E-1,-1.396593302E-1
5.006817542E0,1.308284521E0,-8.718128800E-1,-1.303674430E-1
5.016827542E0,1.363044143E0,-9.645007253E-1,-1.254877299E-1
5.026838542E0,1.394171476E0,-1.046758890E0,-1.299269944E-1
5.036848542E0,1.410609841E0,-1.108359098E0,-1.446398944E-1
5.046858542E0,1.398608446E0,-1.138578892E0,-1.624950618E-1
5.056869542E0,1.362656116E0,-1.136697650E0,-1.770359278E-1
5.066879042E0,1.310322285E0,-1.102800131E0,-1.855181903E-1
5.076889042E0,1.249147534E0,-1.048828244E0,-1.869136840E-1
5.086900042E0,1.171979308E0,-9.785258770E-1,-1.753480583E-1
5.096910042E0,1.095653653E0,-8.956179619E-1,-1.589685529E-1
5.106921042E0,1.024289250E0,-8.215009570E-1,-1.317011565E-1
5.116931042E0,9.471185207E-1,-7.672348022E-1,-9.424325824E-2
5.126941042E0,8.796428442E-1,-7.235441804E-1,-5.274032056E-2
5.136952042E0,8.251247406E-1,-6.903984547E-1,-1.089646854E-2
5.146962042E0,7.815197110E-1,-6.680120826E-1,2.652576938E-2
5.156972042E0,7.750042677E-1,-6.616383195E-1,6.347712874E-2
5.166983042E0,8.230876923E-1,-6.737542748E-1,9.584622085E-2
5.176993042E0,9.197913408E-1,-7.194138765E-1,1.178423315E-1
5.187004042E0,1.068217993E0,-7.912997603E-1,1.297649294E-1
5.197014042E0,1.237263441E0,-8.742654920E-1,1.228343248E-1
5.207024042E0,1.405612469E0,-9.511800408E-1,1.099626645E-1
5.217035042E0,1.559436440E0,-1.019157171E0,9.784927219E-2
5.227045042E0,1.686667919E0,-1.068698645E0,6.549245119E-2
5.237056042E0,1.768921971E0,-1.130517602E0,1.211790647E-2
5.247066042E0,1.806109905E0,-1.222194433E0,-3.222395480E-2
5.257076042E0,1.777181387E0,-1.340585232E0,-4.112157598E-2
5.267087042E0,1.672591209E0,-1.427626371E0,-3.334703669E-2
5.277097042E0,1.520187020E0,-1.380117655E0,-3.109373525E-2
5.287107042E0,1.361665130E0,-1.194689274E0,-9.054432623E-3
5.297118042E0,1.210439682E0,-9.427419305E-1,2.249097638E-2
5.307128042E0,1.089419007E0,-6.986131072E-1,4.619594663E-2
5.317139042E0,1.017644763E0,-4.610964060E-1,5.294492841E-2
5.327149042E0,9.796459675E-1,-2.304870933E-1,4.495199770E-2
5.337159042E0,9.552458525E-1,-1.531192660E-2,1.890468225E-2
5.347170042E0,9.416074753E-1,1.533547193E-1,-2.753309160E-2
5.357180042E0,9.364459515E-1,2.613432407E-1,-7.897710800E-2
5.367191042E0,9.396378398E-1,3.067865968E-1,-1.411455572E-1
5.377201042E0,9.448390007E-1,2.911788523E-1,-1.963739246E-1
5.387211042E0,9.493799210E-1,2.312052399E-1,-2.264710665E-1
5.397222042E0,9.494292140E-1,1.336589754E-1,-2.265110016E-1
5.407232042E0,9.514978528E-1,1.424795203E-2,-1.900684536E-1
5.417242042E0,9.490504265E-1,-1.180208772E-1,-1.354997456E-1
5.427253042E0,9.475364089E-1,-2.441562563E-1,-7.770508528E-2
5.437263042E0,9.362438321E-1,-3.827729821E-1,-1.481240615E-2
5.447274042E0,9.292458892E-1,-5.262939930E-1,3.583697230E-2
5.457284042E0,9.334757924E-1,-6.504348516E-1,5.582159758E-2
5.467294042E0,9.495699406E-1,-7.557552457E-1,5.841499195E-2
5.477305042E0,9.839026332E-1,-8.247787952E-1,6.488408148E-2
5.487315042E0,1.030714273E0,-8.641033769E-1,8.315845579E-2
5.497326042E0,1.089148760E0,-8.661507964E-1,1.229181141E-1
5.507336042E0,1.151769042E0,-8.473899364E-1,1.804402620E-1
5.517346042E0,1.211967349E0,-8.173664808E-1,2.723291814E-1
5.527357042E0,1.274386764E0,-7.915553451E-1,3.826233149E-1
5.537367042E0,1.331673980E0,-7.904703617E-1,5.006474257E-1
5.547377042E0,1.391597748E0,-8.012036681E-1,6.134781837E-1
5.557388042E0,1.442456961E0,-8.383094668E-1,7.175787687E-1
5.567398042E0,1.497683525E0,-8.887667060E-1,8.016449809E-1
5.577409042E0,1.562631607E0,-9.467064738E-1,8.591397405E-1
5.587419042E0,1.645621419E0,-1.026514053E0,8.771643639E-1
5.597429042E0,1.753837347E0,-1.122749448E0,8.505769372E-1
5.607440042E0,1.885491848E0,-1.227502346E0,7.834705710E-1
5.617450042E0,2.030934334E0,-1.335883498E0,6.976952553E-1
5.627461042E0,2.185761690E0,-1.457173109E0,6.056478024E-1
5.637471042E0,2.339430094E0,-1.567263365E0,4.975807369E-1
5.647481042E0,2.492638826E0,-1.668606043E0,3.760617971E-1
5.657492042E0,2.638168097E0,-1.766070843E0,2.367952615E-1
5.667502042E0,2.778366566E0,-1.852111936E0,9.548487514E-2
5.677512042E0,2.900374413E0,-1.930541515E0,-3.012631647E-2
5.687523042E0,2.985674620E0,-1.997860193E0,-1.480607241E-1
5.697533042E0,3.031960487E0,-2.034945011E0,-2.546907663E-1
5.707544042E0,3.036432505E0,-2.031297922E0,-3.656104207E-1
5.717554042E0,2.986907959E0,-1.998845100E0,-4.587398469E-1
5.727564042E0,2.894453526E0,-1.938687205E0,-5.305004120E-1
5.737575042E0,2.763538599E0,-1.848954201E0,-5.823897123E-1
5.747585042E0,2.609451532E0,-1.722163796E0,-6.082996130E-1
5.757596042E0,2.436934233E0,-1.559319258E0,-6.089307666E-1
5.767606042E0,2.257594585E0,-1.382046223E0,-5.834695697E-1
5.777616042E0,2.083053112E0,-1.205897331E0,-5.349587202E-1
5.787627042E0,1.927170157E0,-1.045951486E0,-4.639440179E-1
5.797637042E0,1.786512136E0,-9.135961533E-1,-3.845205903E-1
5.807648042E0,1.667930841E0,-8.110403419E-1,-3.019319773E-1
5.817658042E0,1.575544119E0,-7.241863608E-1,-2.383698076E-1
5.827668042E0,1.501557589E0,-6.547244191E-1,-1.919080466E-1
5.837679042E0,1.452178597E0,-5.995284915E-1,-1.561606973E-1
5.847689042E0,1.425761461E0,-5.841844082E-1,-1.217064559E-1
5.857699042E0,1.416593552E0,-6.061445475E-1,-8.344241977E-2
5.867710042E0,1.432329297E0,-6.593229175E-1,-3.866484761E-2
5.877720042E0,1.472749233E0,-7.399429083E-1,1.373684220E-2
5.887731042E0,1.546406984E0,-8.380723596E-1,6.516891718E-2
5.897741042E0,1.654180884E0,-9.572868943E-1,1.094482243E-1
5.907751042E0,1.792432904E0,-1.099512935E0,1.411661059E-1
5.917762042E0,1.960389495E0,-1.256939054E0,1.618594080E-1
5.927772042E0,2.145727158E0,-1.425310373E0,1.671221852E-1
5.937783042E0,2.344458818E0,-1.590065002E0,1.508076638E-1
5.947793042E0,2.542070627E0,-1.747508764E0,1.100521088E-1
5.957803042E0,2.739543200E0,-1.883945942E0,6.006989628E-2
5.967814042E0,2.930210352E0,-2.001751184E0,7.856232114E-4
5.977824042E0,3.110939026E0,-2.098487854E0,-4.531955346E-2
5.987835042E0,3.268461943E0,-2.192080021E0,-8.177005500E-2
5.997845042E0,3.389618874E0,-2.277055740E0,-1.127181202E-1
6.007855042E0,3.476401091E0,-2.353073120E0,-1.365909576E-1
6.017866042E0,3.527754545E0,-2.422668457E0,-1.510378122E-1
6.027876042E0,3.541808605E0,-2.494255304E0,-1.692708582E-1
6.037886042E0,3.522777081E0,-2.562328339E0,-1.956097931E-1
6.047897042E0,3.484362125E0,-2.619648457E0,-2.292069197E-1
6.057907042E0,3.422841787E0,-2.658011913E0,-2.789097726E-1
6.067917917E0,3.344809771E0,-2.684579849E0,-3.275619149E-1
6.077927917E0,3.254003048E0,-2.698892593E0,-3.749123812E-1
6.087937917E0,3.145365953E0,-2.706168890E0,-4.126183987E-1
6.097948917E0,3.024049520E0,-2.707736731E0,-4.493870735E-1
6.107958917E0,2.887168646E0,-2.695619822E0,-4.810205698E-1
6.117969917E0,2.725487232E0,-2.668906450E0,-5.100109577E-1
6.127979917E0,2.540471554E0,-2.623189449E0,-5.256963372E-1
6.137989917E0,2.345453024E0,-2.555007219E0,-5.370187759E-1
6.148000917E0,2.143293858E0,-2.464087009E0,-5.435281396E-1
6.158010917E0,1.937800407E0,-2.346930981E0,-5.421046615E-1
6.168021917E0,1.726190567E0,-2.211592674E0,-5.423702002E-1
6.178031917E0,1.501013637E0,-2.056609631E0,-5.454698801E-1
6.188041917E0,1.264383912E0,-1.866781235E0,-5.591388941E-1
6.198052917E0,1.010806203E0,-1.649972200E0,-5.852546096E-1
6.208062917E0,7.436721325E-1,-1.403527498E0,-6.251454353E-1
6.218073917E0,4.623150229E-1,-1.140984297E0,-6.820888519E-1
6.228083917E0,1.728930026E-1,-8.386690617E-1,-7.600771189E-1
6.238093917E0,-1.224861890E-1,-5.039530993E-1,-8.406758308E-1
6.248104917E0,-4.142485559E-1,-1.436837018E-1,-9.062470198E-1
6.258114917E0,-6.893049479E-1,2.187802345E-1,-9.374318123E-1
6.268125917E0,-9.265621901E-1,5.516909361E-1,-9.377241135E-1
6.278135917E0,-1.119196653E0,8.467135429E-1,-9.102142453E-1
6.288145917E0,-1.261738300E0,1.098198175E0,-8.622831702E-1
6.298156917E0,-1.359394550E0,1.297360539E0,-8.047032356E-1
6.308166917E0,-1.417068958E0,1.445874333E0,-7.456957698E-1
6.318176917E0,-1.432742715E0,1.548637748E0,-6.869440079E-1
6.328187917E0,-1.406320214E0,1.603614807E0,-6.387866139E-1
6.338197917E0,-1.335953355E0,1.621690989E0,-6.025987864E-1
6.348208917E0,-1.225036144E0,1.597570419E0,-5.715365410E-1
6.358218917E0,-1.072151065E0,1.529389501E0,-5.456292629E-1
6.368228917E0,-8.740377426E-1,1.425545096E0,-5.180095434E-1
6.378239917E0,-6.314120293E-1,1.290929556E0,-4.848063290E-1
6.388249917E0,-3.590798974E-1,1.129583120E0,-4.397448897E-1
6.398260917E0,-5.773098767E-2,9.380401373E-1,-3.854693770E-1
6.408270917E0,2.650898397E-1,7.197415233E-1,-3.192581832E-1
6.418280917E0,6.041579247E-1,4.856046736E-1,-2.435354739E-1
6.428291917E0,9.487291574E-1,2.294068933E-1,-1.601940393E-1
6.438301917E0,1.289441228E0,-4.169570282E-2,-7.037042081E-2
6.448312917E0,1.619052768E0,-3.152234554E-1,6.946874782E-3
6.458322917E0,1.916314244E0,-5.722382069E-1,9.105749428E-2
6.468332917E0,2.173386812E0,-8.111752272E-1,1.822880805E-1
6.478343917E0,2.393364906E0,-1.031790376E0,2.490670979E-1
6.488353917E0,2.592661142E0,-1.227083325E0,2.971181870E-1
6.498364917E0,2.774976730E0,-1.393553853E0,3.248539269E-1
6.508374917E0,2.927720070E0,-1.527630925E0,3.362947106E-1
6.518384917E0,3.046813965E0,-1.627968669E0,3.365938067E-1
6.528395917E0,3.130488873E0,-1.691923499E0,3.335717618E-1
6.538405917E0,3.183548689E0,-1.720035911E0,3.386740983E-1
6.548416917E0,3.207367182E0,-1.724220634E0,3.525240123E-1
6.558426917E0,3.199248791E0,-1.705753207E0,3.718013167E-1
6.568436917E0,3.156066656E0,-1.645269036E0,3.893111050E-1
6.578447917E0,3.073772192E0,-1.562608480E0,3.933324814E-1
6.588457917E0,2.933103323E0,-1.453121662E0,3.814097345E-1
6.598468917E0,2.746023655E0,-1.315936565E0,3.506017625E-1
6.608478917E0,2.505680799E0,-1.144084692E0,2.956312299E-1
6.618488917E0,2.207829952E0,-9.284751415E-1,2.376464754E-1
6.628499917E0,1.883530736E0,-6.748867035E-1,1.882754117E-1
6.638509917E0,1.547458768E0,-3.951594234E-1,1.596192569E-1
6.648520917E0,1.209788442E0,-1.100642756E-1,1.422587931E-1
6.658530917E0,8.827320337E-1,1.679202020E-1,1.309467554E-1
6.668540917E0,5.782184601E-1,4.088900983E-1,1.277914196E-1
6.678551917E0,3.118189871E-1,6.053360701E-1,1.221617684E-1
6.688561917E0,9.578132629E-2,7.507273555E-1,1.202408299E-1
6.698572917E0,-6.800441444E-2,8.441472650E-1,1.124324426E-1
6.708582917E0,-1.837214828E-1,8.872206807E-1,1.211571544E-1
6.718592917E0,-2.591113150E-1,8.924537897E-1,1.342841387E-1
6.728603917E0,-3.011516631E-1,8.620969653E-1,1.536303610E-1
6.738613917E0,-3.187010884E-1,7.987083793E-1,1.626718044E-1
6.748624917E0,-3.288891613E-1,7.215410471E-1,1.569626033E-1
6.758634917E0,-3.426563740E-1,6.327432394E-1,1.278164387E-1
6.768644917E0,-3.621199429E-1,5.260441303E-1,8.988676965E-2
6.778655917E0,-3.867818713E-1,4.137583673E-1,4.775529355E-2
6.788665917E0,-4.041661918E-1,3.234315515E-1,1.622249186E-2
6.798676917E0,-4.223454595E-1,2.549715340E-1,2.911481075E-3
6.808686917E0,-4.299788475E-1,2.005404830E-1,1.691586524E-2
6.818696917E0,-4.302254617E-1,1.617177278E-1,4.608919844E-2
6.828707917E0,-4.264514148E-1,1.333578229E-1,8.487732708E-2
6.838717917E0,-4.190869629E-1,1.142783985E-1,1.246087626E-1
6.848728917E0,-4.170125127E-1,9.041023254E-2,1.624199897E-1
6.858738917E0,-4.116904438E-1,6.996567547E-2,1.903030276E-1
6.868748917E0,-3.987149596E-1,5.751398206E-2,2.000581026E-1
6.878759917E0,-3.825594187E-1,5.542659387E-2,1.995268017E-1
6.888769917E0,-3.513402641E-1,6.407748163E-2,1.869721264E-1
6.898780917E0,-3.028174639E-1,8.300829679E-2,1.687915176E-1
6.908790917E0,-2.259457558E-1,1.118854880E-1,1.412551850E-1
6.918800917E0,-1.359538138E-1,1.525775194E-1,9.995569289E-2
6.928811917E0,-4.857792705E-2,2.014185935E-1,5.303277820E-2
6.938821917E0,2.913071588E-2,2.641320229E-1,-5.860634148E-3
6.948832917E0,8.636197448E-2,3.356786966E-1,-7.841191441E-2
6.958842917E0,1.165262684E-1,3.980408609E-1,-1.466000229E-1
6.968852917E0,1.206209436E-1,4.532625973E-1,-2.078747749E-1
6.978863917E0,1.047221348E-1,4.909548461E-1,-2.582141161E-1
6.988873917E0,8.872904629E-2,5.263823867E-1,-3.041619360E-1
6.998884917E0,7.122248411E-2,5.499186516E-1,-3.356932104E-1
7.008894917E0,6.521902233E-2,5.565937161E-1,-3.512559831E-1
7.018904917E0,6.349249184E-2,5.536607504E-1,-3.492926955E-1
7.028915917E0,6.665831059E-2,5.356156230E-1,-3.365544975E-1
7.038925917E0,6.995450705E-2,5.149675608E-1,-3.196056187E-1
7.048936917E0,7.334085554E-2,4.923380911E-1,-2.933869064E-1
7.058946917E0,6.652768701E-2,4.478374720E-1,-2.574334145E-1
7.068957042E0,5.453721806E-2,3.949409723E-1,-2.048171610E-1
7.078968042E0,3.141085804E-2,3.175135553E-1,-1.310454756E-1
7.088978042E0,4.734852351E-3,2.225714475E-1,-4.500954226E-2
7.098989042E0,-1.889457740E-2,1.092667282E-1,4.510942847E-2
7.108999042E0,-4.134016857E-2,-3.010118380E-4,1.327895522E-1
7.119009042E0,-5.014351383E-2,-9.424056113E-2,2.134846598E-1
7.129020042E0,-2.855586447E-2,-1.686977148E-1,2.910498381E-1
7.139030042E0,5.099566653E-3,-2.146348506E-1,3.665778935E-1
7.149041042E0,6.239835918E-2,-2.387463748E-1,4.379872382E-1
7.159051042E0,1.309185624E-1,-2.352568358E-1,5.022602677E-1
7.169061042E0,2.133307159E-1,-2.271401882E-1,5.539726615E-1
7.179072042E0,2.968125343E-1,-2.153679430E-1,5.862522721E-1
7.189082042E0,3.744671941E-1,-2.171733379E-1,6.095797420E-1
7.199093042E0,4.424712956E-1,-2.299280167E-1,6.166949272E-1
7.209103042E0,4.895173311E-1,-2.505154312E-1,6.170625687E-1
7.219113042E0,5.276769400E-1,-2.781763673E-1,6.104600430E-1
7.229124042E0,5.535661578E-1,-3.090688884E-1,6.022880673E-1
7.239134042E0,5.624744296E-1,-3.388600647E-1,6.016632318E-1
7.249145042E0,5.552963018E-1,-3.700482249E-1,6.085348129E-1
7.259155042E0,5.372424722E-1,-4.008183777E-1,6.172242165E-1
7.269166042E0,5.048254132E-1,-4.281122386E-1,6.335646510E-1
7.279176042E0,4.583820105E-1,-4.705952406E-1,6.488034725E-1
7.289186042E0,3.942603171E-1,-5.217232704E-1,6.614596248E-1
7.299197042E0,3.055419028E-1,-5.447519422E-1,6.694440246E-1
7.309207042E0,2.113178521E-1,-5.328503847E-1,6.806501746E-1
7.319217042E0,1.300413609E-1,-5.018887520E-1,7.103417516E-1
7.329228042E0,7.608844340E-2,-4.661546648E-1,7.600685954E-1
7.339238042E0,3.998370841E-2,-4.563246667E-1,8.261929750E-1
7.349249042E0,9.103231132E-3,-4.518788457E-1,8.838052750E-1
7.359259042E0,-2.596660517E-2,-4.441168010E-1,9.335256815E-1
7.369270042E0,-5.569626763E-2,-4.314108789E-1,9.767585397E-1
7.379280042E0,-6.554490328E-2,-4.352013767E-1,9.953668714E-1
7.389290042E0,-5.630384386E-2,-4.739941359E-1,9.857200980E-1
7.399301042E0,-1.659291610E-2,-5.287745595E-1,9.330582023E-1
7.409311042E0,6.081455946E-2,-5.831633806E-1,8.223366141E-1
7.419322042E0,1.915062666E-1,-6.334971189E-1,6.487235427E-1
7.429332042E0,3.588675261E-1,-6.729581356E-1,4.198327661E-1
7.439342042E0,5.662491918E-1,-7.078503370E-1,1.329953969E-1
7.449353042E0,7.909321785E-1,-7.434825897E-1,-1.764683723E-1
7.459363042E0,1.007548094E0,-7.871509790E-1,-4.764606953E-1
7.469374042E0,1.182558537E0,-8.394622207E-1,-7.310518026E-1
7.479384042E0,1.294968724E0,-8.965463042E-1,-9.233797193E-1
7.489394042E0,1.327332616E0,-9.571805596E-1,-1.040657401E0
7.499405042E0,1.300115108E0,-1.017206430E0,-1.102776766E0
7.509415042E0,1.226262212E0,-1.056965828E0,-1.119389176E0
7.519426042E0,1.128003120E0,-1.076422930E0,-1.098516107E0
7.529436042E0,1.008926392E0,-1.074959874E0,-1.043726802E0
7.539447042E0,9.002230167E-1,-1.048530459E0,-9.439815879E-1
7.549457042E0,8.082661629E-1,-1.005385160E0,-8.159108758E-1
7.559467042E0,7.409507632E-1,-9.555688500E-1,-6.617847085E-1
7.569478042E0,6.960577369E-1,-9.161159992E-1,-4.938237667E-1
7.579488042E0,6.656149030E-1,-8.810073137E-1,-3.444359004E-1
7.589499042E0,6.250683665E-1,-8.358538747E-1,-2.329269648E-1
7.599509042E0,5.640428662E-1,-7.811884880E-1,-1.679468900E-1
7.609519042E0,4.851253033E-1,-7.173393369E-1,-1.401266605E-1
7.619530042E0,3.978364766E-1,-6.463165283E-1,-1.443879902E-1
7.629540042E0,3.078604639E-1,-5.636892915E-1,-1.719167829E-1
7.639551042E0,2.147171795E-1,-4.621776342E-1,-2.147606462E-1
7.649561042E0,1.340180933E-1,-3.562118411E-1,-2.657028735E-1
7.659571042E0,6.380784512E-2,-2.606770396E-1,-3.063112795E-1
7.669582042E0,5.889927503E-3,-1.853100061E-1,-3.479267359E-1
7.679592042E0,-3.227503598E-2,-1.521984041E-1,-3.893761635E-1
7.689603042E0,-5.529929325E-2,-1.553274989E-1,-4.343312979E-1
7.699613042E0,-6.809710711E-2,-1.861506402E-1,-4.737601876E-1
7.709623042E0,-6.204906851E-2,-2.308635563E-1,-5.040758848E-1
7.719634042E0,-4.285273701E-2,-2.841092050E-1,-5.186798573E-1
