"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.729644042E0,-5.122871604E-3,-3.449514806E-1,-5.197085738E-1
7.739655042E0,6.278294325E-2,-4.165620208E-1,-5.049842000E-1
7.749665042E0,1.549487412E-1,-4.888101220E-1,-4.878810644E-1
7.759675042E0,2.620030344E-1,-5.634289384E-1,-4.614657164E-1
7.769686042E0,3.622949421E-1,-6.236885190E-1,-4.309895635E-1
7.779696042E0,4.516450465E-1,-6.727737784E-1,-4.018585980E-1
7.789707042E0,5.001482368E-1,-6.950133443E-1,-3.951407373E-1
7.799717042E0,5.214743018E-1,-7.007088065E-1,-3.982609212E-1
7.809728042E0,5.078406334E-1,-7.026802897E-1,-4.175113738E-1
7.819738042E0,4.554077685E-1,-6.988948584E-1,-4.402475655E-1
7.829748042E0,3.611808717E-1,-6.843947172E-1,-4.812635183E-1
7.839759042E0,2.373976558E-1,-6.501728296E-1,-5.302515626E-1
7.849769042E0,8.023761213E-2,-6.027595401E-1,-5.820814967E-1
7.859780042E0,-9.117116034E-2,-5.439547896E-1,-6.317968369E-1
7.869790042E0,-2.686432302E-1,-4.696919620E-1,-6.769822836E-1
7.879800042E0,-4.456355870E-1,-3.733800650E-1,-7.147765756E-1
7.889811042E0,-6.197253466E-1,-2.551600635E-1,-7.473995090E-1
7.899821042E0,-7.967494130E-1,-1.163084507E-1,-7.814328074E-1
7.909832042E0,-9.730792642E-1,3.139817715E-2,-8.155769110E-1
7.919842042E0,-1.150244951E0,2.005959749E-1,-8.565086126E-1
7.929853042E0,-1.322995663E0,3.833225667E-1,-8.909130692E-1
7.939863042E0,-1.468951583E0,5.827219486E-1,-9.027318954E-1
7.949873042E0,-1.578577161E0,7.757954001E-1,-8.980097771E-1
7.959884042E0,-1.665586352E0,9.675760269E-1,-8.728557229E-1
7.969894042E0,-1.712539434E0,1.196175098E0,-8.237140775E-1
7.979905042E0,-1.699261427E0,1.422147512E0,-7.402719259E-1
7.989915042E0,-1.633629680E0,1.614176512E0,-6.308490634E-1
7.999925042E0,-1.522120714E0,1.748852611E0,-4.764576256E-1
8.009936042E0,-1.386020899E0,1.836937308E0,-2.838140130E-1
8.019946042E0,-1.260048032E0,1.888572335E0,-7.960230112E-2
8.029957042E0,-1.148713946E0,1.917259336E0,1.091562063E-1
8.039967042E0,-1.030790925E0,1.909919739E0,2.644731104E-1
8.049977042E0,-8.788386583E-1,1.864230156E0,3.939597309E-1
8.059988042E0,-6.925508380E-1,1.763962388E0,4.822491109E-1
8.069997667E0,-5.072839260E-1,1.596411586E0,5.337828398E-1
8.080008667E0,-3.395135999E-1,1.392723203E0,5.484046340E-1
8.090018667E0,-1.913190633E-1,1.145227790E0,5.513266921E-1
8.100029667E0,-6.828156114E-2,8.766232729E-1,5.511623621E-1
8.110039667E0,2.811391279E-2,6.075291038E-1,5.650724173E-1
8.120049667E0,9.586127102E-2,3.550792933E-1,6.048443317E-1
8.130060667E0,1.377671361E-1,1.279357970E-1,6.561821103E-1
8.140070667E0,1.653724015E-1,-6.168925390E-2,7.122443318E-1
8.150081667E0,1.729183048E-1,-2.049723715E-1,7.584130764E-1
8.160091667E0,1.647573262E-1,-3.062694073E-1,7.940539122E-1
8.170101667E0,1.429971308E-1,-3.728242815E-1,8.319010735E-1
8.180112667E0,1.186137572E-1,-4.035443962E-1,8.607417941E-1
8.190122667E0,1.163376421E-1,-4.132937789E-1,8.907434344E-1
8.200133667E0,1.369688809E-1,-4.118269086E-1,9.146569967E-1
8.210143667E0,1.983050555E-1,-4.064671397E-1,9.453963637E-1
8.220154667E0,3.072818518E-1,-4.105929136E-1,9.760863781E-1
8.230164667E0,4.512608945E-1,-4.329179823E-1,1.000444770E0
8.240174667E0,6.185153723E-1,-4.696994424E-1,1.013473988E0
8.250185667E0,7.989062071E-1,-5.219087005E-1,1.019602895E0
8.260195667E0,9.632197618E-1,-5.746715069E-1,1.012758613E0
8.270206667E0,1.098693132E0,-6.200121641E-1,9.846817255E-1
8.280216667E0,1.192513347E0,-6.589041948E-1,9.385755062E-1
8.290226667E0,1.244377851E0,-6.812970638E-1,8.684847355E-1
8.300237667E0,1.266053677E0,-6.894977689E-1,7.828723788E-1
8.310247667E0,1.255991340E0,-6.837685704E-1,6.859551072E-1
8.320258667E0,1.224653125E0,-6.796550751E-1,5.832049847E-1
8.330268667E0,1.165917516E0,-6.742912531E-1,4.787384570E-1
8.340279667E0,1.092880011E0,-6.645294428E-1,3.791641891E-1
8.350289667E0,1.005288959E0,-6.472409964E-1,2.799550593E-1
8.360299667E0,9.086303115E-1,-6.196154952E-1,1.917934865E-1
8.370310667E0,7.874739170E-1,-5.695083737E-1,1.019541174E-1
8.380320667E0,6.319730282E-1,-5.036364198E-1,1.263464335E-3
8.390331667E0,4.406100512E-1,-3.988982737E-1,-9.697727859E-2
8.400341667E0,2.171071768E-1,-2.558183372E-1,-1.935171336E-1
8.410351667E0,-3.202250227E-2,-7.199221104E-2,-2.741789222E-1
8.420362667E0,-2.901832163E-1,1.356882751E-1,-3.260056376E-1
8.430372667E0,-5.299626589E-1,3.623319864E-1,-3.531410694E-1
8.440383667E0,-7.348183393E-1,5.855600238E-1,-3.536556065E-1
8.450393667E0,-8.918251395E-1,7.777827978E-1,-3.351659477E-1
8.460404667E0,-1.003574252E0,9.359353781E-1,-2.986255288E-1
8.470414667E0,-1.082199097E0,1.055612087E0,-2.486684769E-1
8.480424667E0,-1.122858644E0,1.137473345E0,-1.923125237E-1
8.490435667E0,-1.122669578E0,1.180216670E0,-1.318683773E-1
8.500445667E0,-1.075741529E0,1.188242078E0,-7.459576428E-2
8.510456667E0,-9.889931679E-1,1.155912876E0,-2.250144631E-2
8.520466667E0,-8.703096509E-1,1.067710638E0,2.786212415E-2
8.530477667E0,-7.152488828E-1,9.207289815E-1,7.109655440E-2
8.540487667E0,-5.366019011E-1,7.387724519E-1,1.129073799E-1
8.550497667E0,-3.489250541E-1,5.296660662E-1,1.425863504E-1
8.560508667E0,-1.617724746E-1,2.855013013E-1,1.600244641E-1
8.570518667E0,1.897388697E-2,2.598632500E-2,1.571504325E-1
8.580529667E0,1.886228323E-1,-2.242890298E-1,1.261110157E-1
8.590539667E0,3.171452284E-1,-4.378088713E-1,7.145863026E-2
8.600549667E0,3.975151777E-1,-5.957508683E-1,-5.414308049E-3
8.610560667E0,4.299894869E-1,-6.951557994E-1,-8.720994741E-2
8.620570667E0,4.182755947E-1,-7.276630998E-1,-1.629957855E-1
8.630581667E0,3.670305610E-1,-6.976552606E-1,-2.234567553E-1
8.640591667E0,2.777696550E-1,-6.098625660E-1,-2.674942315E-1
8.650602667E0,1.568492651E-1,-4.769510329E-1,-2.955146134E-1
8.660612667E0,1.993881352E-2,-3.136646450E-1,-3.140912056E-1
8.670622667E0,-1.220593005E-1,-1.400405765E-1,-3.078950942E-1
8.680633667E0,-2.715673149E-1,1.524167694E-2,-2.883043289E-1
8.690643667E0,-4.211194515E-1,1.542991996E-1,-2.604419887E-1
8.700654667E0,-5.680516362E-1,2.706521749E-1,-2.336948067E-1
8.710664667E0,-7.112257481E-1,3.674079776E-1,-2.135049999E-1
8.720675667E0,-8.296443224E-1,4.627603292E-1,-2.075339258E-1
8.730685667E0,-9.179852605E-1,5.370945334E-1,-2.061512470E-1
8.740695667E0,-9.915806651E-1,5.681421757E-1,-2.198947668E-1
8.750706667E0,-1.055883884E0,5.973601937E-1,-2.359802872E-1
8.760716667E0,-1.094973445E0,6.257340312E-1,-2.053374201E-1
8.770727667E0,-1.088185310E0,6.175090075E-1,-1.268064827E-1
8.780737667E0,-1.030179620E0,5.520287752E-1,-2.727417275E-3
8.790748667E0,-9.511053562E-1,4.678874314E-1,1.574938446E-1
8.800758667E0,-8.492982984E-1,4.033539593E-1,3.583697081E-1
8.810768667E0,-7.190701962E-1,3.575258851E-1,5.616921186E-1
8.820779667E0,-5.754262209E-1,3.251253366E-1,7.415596247E-1
8.830789667E0,-4.302814007E-1,3.253211081E-1,8.663800955E-1
8.840800667E0,-3.024044037E-1,3.776596785E-1,9.075650573E-1
8.850810667E0,-1.779571921E-1,4.465374351E-1,8.595055342E-1
8.860820667E0,-4.849293828E-2,4.985969067E-1,7.207205296E-1
8.870831667E0,1.026023403E-1,4.796820283E-1,5.072557926E-1
8.880841667E0,3.062058091E-1,3.675009012E-1,2.660397291E-1
8.890852667E0,5.654782057E-1,1.701393574E-1,3.364928067E-2
8.900862667E0,8.593652248E-1,-9.906786680E-2,-1.758293808E-1
8.910873667E0,1.151746750E0,-4.249789119E-1,-3.684104979E-1
8.920883667E0,1.413780212E0,-7.822360992E-1,-5.408421755E-1
8.930893667E0,1.622304082E0,-1.124102592E0,-7.065477371E-1
8.940904667E0,1.753392816E0,-1.389360547E0,-8.547158837E-1
8.950914667E0,1.796120882E0,-1.546817064E0,-9.607607126E-1
8.960925667E0,1.755034447E0,-1.597013116E0,-1.023215055E0
8.970935667E0,1.661932230E0,-1.551787019E0,-1.027384043E0
8.980946667E0,1.518580079E0,-1.404510140E0,-9.987105727E-1
8.990956667E0,1.331452489E0,-1.176259756E0,-9.618279338E-1
9.000966667E0,1.123767734E0,-8.762693405E-1,-9.133458734E-1
9.010977667E0,9.121841788E-1,-5.711912513E-1,-8.575808406E-1
9.020987667E0,7.194256186E-1,-3.189627230E-1,-7.894188762E-1
9.030998667E0,5.614337325E-1,-1.319356561E-1,-7.133190036E-1
9.041008667E0,4.460515380E-1,-1.251148526E-3,-6.371866465E-1
9.051019667E0,3.705710173E-1,6.180660427E-2,-5.695075393E-1
9.061029667E0,3.358638883E-1,6.351395696E-2,-5.276226401E-1
9.071040042E0,3.336323202E-1,1.211677492E-2,-5.223501325E-1
9.081051042E0,3.664451241E-1,-6.898234040E-2,-5.483835936E-1
9.091061042E0,4.004177749E-1,-1.731295288E-1,-5.881609917E-1
9.101072042E0,4.308291972E-1,-2.936615646E-1,-6.354424953E-1
9.111082042E0,4.406070411E-1,-4.014651775E-1,-6.776857376E-1
9.121093042E0,4.324215353E-1,-4.790209532E-1,-7.049189806E-1
9.131103042E0,4.089245796E-1,-5.347739458E-1,-7.033429742E-1
9.141113042E0,3.715018630E-1,-5.710172057E-1,-6.746453047E-1
9.151124042E0,3.255874813E-1,-5.948444009E-1,-6.143290401E-1
9.161134042E0,2.814722061E-1,-6.086392999E-1,-5.276937485E-1
9.171145042E0,2.367342114E-1,-6.295428872E-1,-4.256663024E-1
9.181155042E0,2.022119164E-1,-6.573452353E-1,-3.195864856E-1
9.191166042E0,1.766191721E-1,-6.854552031E-1,-2.274328768E-1
9.201176042E0,1.629731357E-1,-7.140693069E-1,-1.575760245E-1
9.211186042E0,1.470522583E-1,-7.592017055E-1,-9.743910283E-2
9.221197042E0,1.451936364E-1,-8.192576170E-1,-4.336201400E-2
9.231207042E0,1.703094095E-1,-8.856973052E-1,1.883896440E-2
9.241218042E0,2.122368813E-1,-9.644219279E-1,7.352431118E-2
9.251228042E0,2.649134398E-1,-1.053341746E0,1.119810417E-1
9.261239042E0,3.020173907E-1,-1.128247142E0,1.327664852E-1
9.271249042E0,2.979494333E-1,-1.168889284E0,1.186599806E-1
9.281259042E0,2.404919714E-1,-1.165398479E0,7.458706200E-2
9.291270042E0,1.281698197E-1,-1.116692305E0,8.659581654E-4
9.301280042E0,-3.396902606E-2,-1.038263321E0,-8.936592937E-2
9.311291042E0,-2.428426743E-1,-9.271820784E-1,-1.781635582E-1
9.321301042E0,-4.838049412E-1,-7.270503044E-1,-2.557318509E-1
9.331312042E0,-7.100344300E-1,-4.201399088E-1,-3.058809042E-1
9.341322042E0,-8.914582729E-1,-7.713885605E-2,-3.241717517E-1
9.351332042E0,-1.033978224E0,2.521625161E-1,-3.298750520E-1
9.361343042E0,-1.132250190E0,5.724648833E-1,-3.204224408E-1
9.371353042E0,-1.180879712E0,8.967593908E-1,-3.002086878E-1
9.381364042E0,-1.179511905E0,1.189459682E0,-2.469699681E-1
9.391374042E0,-1.131920934E0,1.406387925E0,-1.673363000E-1
9.401385042E0,-1.039876461E0,1.530550957E0,-7.347504795E-2
9.411395042E0,-9.143111706E-1,1.575587511E0,6.733849645E-3
9.421405042E0,-7.738637924E-1,1.554096341E0,7.615286857E-2
9.431416042E0,-6.319777369E-1,1.472685337E0,1.266248524E-1
9.441426042E0,-4.931732714E-1,1.331194520E0,1.676721573E-1
9.451437042E0,-3.610673249E-1,1.145649910E0,2.006305456E-1
9.461447042E0,-2.498153746E-1,9.317580462E-1,2.274797410E-1
9.471458042E0,-1.621064246E-1,7.210165858E-1,2.366660833E-1
9.481468042E0,-9.205809236E-2,5.359727144E-1,2.510383725E-1
9.491478042E0,-3.928449377E-2,3.855411708E-1,2.610034049E-1
9.501489042E0,-9.557755664E-3,2.609736621E-1,2.728188038E-1
9.511499042E0,-1.466823090E-2,1.545744687E-1,3.038477898E-1
9.521510042E0,-4.582854733E-2,5.861705169E-2,3.304895163E-1
9.531520042E0,-1.002078727E-1,-1.361205615E-2,3.610778153E-1
9.541531042E0,-1.601881087E-1,-6.992033124E-2,3.926533163E-1
9.551541042E0,-2.058767378E-1,-1.116875112E-1,4.266894758E-1
9.561551042E0,-2.182737440E-1,-1.379561424E-1,4.681380987E-1
9.571562042E0,-2.011580020E-1,-1.438223124E-1,5.093126297E-1
9.581572042E0,-1.625698656E-1,-1.461914629E-1,5.495895147E-1
9.591583042E0,-1.300746948E-1,-1.414335817E-1,5.662946701E-1
9.601593042E0,-1.108405367E-1,-1.135084778E-1,5.572982430E-1
9.611604042E0,-1.250309050E-1,-3.205928952E-2,5.113576055E-1
9.621614042E0,-1.749092489E-1,1.157472134E-1,4.406603277E-1
9.631624042E0,-2.638966739E-1,3.113452494E-1,3.669328094E-1
9.641635042E0,-3.778466880E-1,5.395430326E-1,3.058726192E-1
9.651645042E0,-5.088688135E-1,7.730267048E-1,2.656918764E-1
9.661656042E0,-6.437291503E-1,9.956009388E-1,2.477773279E-1
9.671666042E0,-7.698619366E-1,1.179743886E0,2.484829128E-1
9.681677042E0,-8.705430031E-1,1.296404719E0,2.690803409E-1
9.691687042E0,-9.343072772E-1,1.356829405E0,3.142594397E-1
9.701698042E0,-9.649141431E-1,1.354713559E0,3.745595515E-1
9.711708042E0,-9.773409963E-1,1.287067175E0,4.302166700E-1
9.721718042E0,-9.675605297E-1,1.175988317E0,4.785186946E-1
9.731729042E0,-9.268617034E-1,1.051484823E0,5.341308713E-1
9.741739042E0,-8.502222896E-1,9.302518964E-1,5.936184525E-1
9.751750042E0,-7.398345470E-1,8.136824369E-1,6.498779655E-1
9.761760042E0,-5.915122032E-1,6.835193634E-1,7.076494098E-1
9.771771042E0,-4.063815176E-1,5.374270678E-1,7.557414770E-1
9.781781042E0,-2.058905214E-1,4.002687037E-1,7.939788699E-1
9.791791042E0,-3.537641838E-3,2.706509531E-1,8.105089664E-1
9.801802042E0,1.748446077E-1,1.533954293E-1,8.018497229E-1
9.811812042E0,3.004591763E-1,6.005322188E-2,7.837655544E-1
9.821823042E0,3.634245694E-1,-9.722930379E-3,7.642155886E-1
9.831833042E0,3.567878902E-1,-4.435937107E-2,7.452005148E-1
9.841844042E0,2.991120815E-1,-5.465541780E-2,7.387290001E-1
9.851854042E0,1.929127276E-1,-4.870622978E-2,7.394838333E-1
9.861864042E0,6.718195975E-2,-3.714065626E-2,7.386294603E-1
9.871875042E0,-5.805204064E-2,-1.339284237E-2,7.343473434E-1
9.881885042E0,-1.552422345E-1,3.113361448E-2,7.281485200E-1
9.891896042E0,-2.105344087E-1,7.123443484E-2,7.233539820E-1
9.901906042E0,-2.294362038E-1,8.979799598E-2,7.179771066E-1
9.911917042E0,-2.194377333E-1,8.957415074E-2,7.003917694E-1
9.921927042E0,-2.048870176E-1,7.325883210E-2,6.804886460E-1
9.931938042E0,-2.001446635E-1,4.464367777E-2,6.533567309E-1
9.941948042E0,-2.088422775E-1,2.238284796E-2,6.138420701E-1
9.951958042E0,-2.201033682E-1,2.451290376E-2,5.521008372E-1
9.961969042E0,-2.317283452E-1,5.186356604E-2,4.751330912E-1
9.971979042E0,-2.430406213E-1,7.058296353E-2,3.873402178E-1
9.981990042E0,-2.506737411E-1,7.993704826E-2,2.792547345E-1
9.992000042E0,-2.417292744E-1,1.281128228E-1,1.747509539E-1
1.000201104E1,-1.813588738E-1,2.150397301E-1,8.039410412E-2
1.001202104E1,-9.029647708E-2,2.734385729E-1,-6.995960139E-3
1.002203104E1,2.791653387E-3,2.502155304E-1,-9.853093326E-2
1.003204204E1,6.828223914E-2,1.573618799E-1,-1.764502227E-1
1.004205204E1,1.055462509E-1,3.040793352E-2,-2.200536281E-1
1.005206304E1,1.514770687E-1,-1.067528725E-1,-2.108861059E-1
1.006207304E1,2.434895486E-1,-2.698275447E-1,-1.762439758E-1
1.007208367E1,3.795142174E-1,-4.808018208E-1,-1.264133006E-1
1.008209367E1,5.434035659E-1,-7.052314878E-1,-9.442368150E-2
1.009210467E1,7.040690184E-1,-9.136708379E-1,-9.415175021E-2
1.010211467E1,8.278764486E-1,-1.103952885E0,-1.253450811E-1
1.011212467E1,9.052024484E-1,-1.249915957E0,-1.860786229E-1
1.012213567E1,9.386341572E-1,-1.319920301E0,-2.722092569E-1
1.013214567E1,9.584087729E-1,-1.322077155E0,-3.886060119E-1
1.014215667E1,9.799087048E-1,-1.280030608E0,-5.352337956E-1
1.015216667E1,9.935995936E-1,-1.233834028E0,-7.013383508E-1
1.016217767E1,9.951831102E-1,-1.200411320E0,-8.747077584E-1
1.017218767E1,9.712237120E-1,-1.174178600E0,-1.050222754E0
1.018219767E1,9.288533330E-1,-1.154745698E0,-1.231221318E0
1.019220867E1,8.614591956E-1,-1.127520084E0,-1.411460042E0
1.020221867E1,7.894726396E-1,-1.093549609E0,-1.573796034E0
1.021222967E1,7.256850600E-1,-1.042232752E0,-1.699899912E0
1.022223967E1,6.786022186E-1,-9.866346717E-1,-1.771739841E0
1.023225067E1,6.590354443E-1,-9.280989170E-1,-1.774756551E0
1.024226067E1,6.500869393E-1,-8.646549582E-1,-1.704262495E0
1.025227167E1,6.387494206E-1,-8.008875847E-1,-1.576483369E0
1.026228167E1,6.247284412E-1,-7.426540852E-1,-1.423871517E0
1.027229167E1,5.966793895E-1,-6.897869110E-1,-1.262375832E0
1.028230267E1,5.529846549E-1,-6.421429515E-1,-1.126558781E0
1.029231267E1,4.939896762E-1,-5.970754027E-1,-1.015454531E0
1.030232367E1,4.257278144E-1,-5.600012541E-1,-9.217165112E-1
1.031233367E1,3.588249981E-1,-5.229880810E-1,-8.378496766E-1
1.032234467E1,3.026925027E-1,-4.957088232E-1,-7.636196613E-1
1.033235467E1,2.641042769E-1,-4.890959561E-1,-7.007471323E-1
1.034236467E1,2.383903861E-1,-5.072513223E-1,-6.463089585E-1
1.035237567E1,2.222658694E-1,-5.385916829E-1,-6.031151414E-1
1.036238567E1,1.975679845E-1,-5.864598751E-1,-5.658591390E-1
1.037239667E1,1.589114070E-1,-6.338847280E-1,-5.432518125E-1
1.038240667E1,1.004768685E-1,-6.617645621E-1,-5.381499529E-1
1.039241767E1,2.877547406E-2,-6.578301191E-1,-5.459717512E-1
1.040242767E1,-4.805805534E-2,-6.364601254E-1,-5.549495220E-1
1.041243867E1,-1.305302531E-1,-6.036150455E-1,-5.567228198E-1
1.042244867E1,-2.098418474E-1,-5.601685047E-1,-5.519019961E-1
1.043245867E1,-2.748597562E-1,-5.059897900E-1,-5.321395397E-1
1.044246967E1,-3.198887706E-1,-4.485597908E-1,-4.986897111E-1
1.045247967E1,-3.403534889E-1,-3.949828148E-1,-4.552944601E-1
1.046249067E1,-3.357965648E-1,-3.481833339E-1,-4.143544734E-1
1.047250067E1,-3.178279400E-1,-3.122048378E-1,-3.781911433E-1
1.048251167E1,-2.930482924E-1,-2.866185308E-1,-3.403601348E-1
1.049252167E1,-2.647139132E-1,-2.761430144E-1,-3.071365058E-1
1.050253267E1,-2.437015623E-1,-2.626737952E-1,-2.711140513E-1
1.051254267E1,-2.314477712E-1,-2.567127347E-1,-2.248508185E-1
1.052255267E1,-2.192318588E-1,-2.569982409E-1,-1.818695366E-1
1.053256367E1,-2.122640163E-1,-2.611182332E-1,-1.431139857E-1
1.054257367E1,-2.177597135E-1,-2.563224137E-1,-1.107304841E-1
1.055258467E1,-2.451977283E-1,-2.371182442E-1,-8.201948553E-2
1.056259467E1,-2.970097959E-1,-1.968690902E-1,-5.887981504E-2
1.057260567E1,-3.585329652E-1,-1.301206797E-1,-3.560090810E-2
1.058261567E1,-4.307608306E-1,-3.810713440E-2,-1.876254007E-2
1.059262567E1,-4.978676438E-1,7.517918944E-2,-9.017112665E-3
1.060263667E1,-5.649750233E-1,1.911854297E-1,-3.886799328E-3
1.061264667E1,-6.307255626E-1,3.009334207E-1,4.890127108E-3
1.062265767E1,-7.133144736E-1,4.001281857E-1,2.130771615E-2
1.063266767E1,-7.896440029E-1,5.150513649E-1,6.413374096E-2
1.064267867E1,-8.298297524E-1,6.278061271E-1,1.385661662E-1
1.065268867E1,-8.360482454E-1,7.026808262E-1,2.165821344E-1
1.066269967E1,-8.203180432E-1,7.358371615E-1,2.910701931E-1
1.067270967E1,-7.999392748E-1,7.610429525E-1,3.542829454E-1
1.068271967E1,-7.791599631E-1,7.724764347E-1,4.173839092E-1
1.069273067E1,-7.537040114E-1,7.583902478E-1,4.929804206E-1
1.070274067E1,-7.050539255E-1,7.230748534E-1,5.795605779E-1
1.071275167E1,-6.283386350E-1,6.795702577E-1,6.679418087E-1
1.072276167E1,-5.188806057E-1,6.165785193E-1,7.493591905E-1
1.073277267E1,-3.837550282E-1,5.327839255E-1,8.117901683E-1
1.074278267E1,-2.386660278E-1,4.287339747E-1,8.612770438E-1
1.075279367E1,-9.437503666E-2,3.393578529E-1,8.807039857E-1
1.076280367E1,2.594232187E-2,2.858791649E-1,8.809252977E-1
1.077281367E1,1.245031431E-1,2.681796551E-1,8.717094660E-1
1.078282467E1,2.047788203E-1,2.801676095E-1,8.595824838E-1
1.079283467E1,2.801884413E-1,3.176342249E-1,8.463910222E-1
1.080284567E1,3.472841084E-1,3.532249928E-1,8.393616080E-1
1.081285567E1,4.019325078E-1,3.756874800E-1,8.360292912E-1
1.082286667E1,4.306331277E-1,3.730933070E-1,8.296150565E-1
1.083287667E1,4.213893116E-1,3.481256366E-1,8.150233626E-1
1.084288767E1,3.705615401E-1,3.092291057E-1,7.921990156E-1
1.085289767E1,2.871485651E-1,2.643567920E-1,7.627303004E-1
1.086290767E1,1.750222743E-1,2.295487225E-1,7.330552340E-1
1.087291867E1,3.625186905E-2,1.978889406E-1,7.128082514E-1
1.088292867E1,-1.111668795E-1,1.764907092E-1,7.093416452E-1
1.089293967E1,-2.594176531E-1,1.878506988E-1,7.202274799E-1
1.090294967E1,-3.942513764E-1,2.184568197E-1,7.493531108E-1
1.091296067E1,-5.104643703E-1,2.685552537E-1,7.782708406E-1
1.092297067E1,-6.110287905E-1,3.415189385E-1,7.970520258E-1
1.093298167E1,-7.133570313E-1,4.300332367E-1,8.013023734E-1
1.094299167E1,-8.203532696E-1,5.414657593E-1,7.814586759E-1
1.095300167E1,-9.317542315E-1,6.737081409E-1,7.329590321E-1
1.096301267E1,-1.036538482E0,7.993747592E-1,6.515156031E-1
1.097302267E1,-1.125486374E0,9.204696417E-1,5.576967597E-1
1.098303367E1,-1.174367070E0,1.027951121E0,4.549232125E-1
1.099304367E1,-1.177925587E0,1.105973125E0,3.721245825E-1
1.100305467E1,-1.140203834E0,1.148248196E0,3.136926889E-1
1.101306467E1,-1.066270113E0,1.137798786E0,2.843354642E-1
1.102307567E1,-9.644441009E-1,1.088548779E0,2.716550827E-1
1.103308567E1,-8.381778002E-1,9.945657849E-1,2.726972401E-1
1.104309567E1,-6.934706569E-1,8.523766994E-1,2.813666463E-1
1.105310667E1,-5.392856598E-1,6.902834773E-1,3.052629828E-1
1.106311667E1,-3.781865537E-1,5.196424723E-1,3.356925547E-1
1.107312779E1,-2.238009870E-1,3.449622393E-1,3.723692596E-1
1.108313779E1,-7.973702252E-2,1.903795749E-1,4.140008688E-1
1.109314879E1,4.392308369E-2,6.219574064E-2,4.567937851E-1
1.110315879E1,1.470081806E-1,-3.767066821E-2,4.989686608E-1
1.111316979E1,2.215311676E-1,-1.108924225E-1,5.403704643E-1
1.112317979E1,2.771315873E-1,-1.573022604E-1,5.884541273E-1
1.113319079E1,3.095255792E-1,-1.836863756E-1,6.341632009E-1
1.114320079E1,3.293562829E-1,-1.914135367E-1,6.860570312E-1
1.115321079E1,3.493861258E-1,-1.845485568E-1,7.286859155E-1
1.116322179E1,3.798383176E-1,-1.716511399E-1,7.644824982E-1
1.117323179E1,4.207983017E-1,-1.666116863E-1,7.928792834E-1
1.118324279E1,4.707309604E-1,-1.613138616E-1,8.020677567E-1
1.119325279E1,5.198641419E-1,-1.655331403E-1,7.958616614E-1
1.120326379E1,5.624275804E-1,-1.810758859E-1,7.626610994E-1
1.121327379E1,5.966445804E-1,-2.077358514E-1,7.065733671E-1
1.122328479E1,6.163123250E-1,-2.552450299E-1,6.184751987E-1
1.123329479E1,6.177442074E-1,-3.145298064E-1,5.159251690E-1
1.124330479E1,6.015841365E-1,-3.645207882E-1,3.956184387E-1
1.125331579E1,5.539808869E-1,-4.034689963E-1,2.644123733E-1
1.126332579E1,4.728247821E-1,-4.187158644E-1,1.403024197E-1
1.127333679E1,3.664086461E-1,-3.867007494E-1,2.855094150E-2
1.128334679E1,2.407814711E-1,-3.018790781E-1,-5.979969352E-2
1.129335779E1,1.056353524E-1,-1.701170057E-1,-1.184854209E-1
1.130336779E1,-1.994813792E-2,-8.229305036E-3,-1.563917994E-1
1.131337879E1,-1.293822676E-1,1.607674062E-1,-1.821451634E-1
1.132338879E1,-2.095189095E-1,3.258772492E-1,-1.936976910E-1
1.133339879E1,-2.587017715E-1,4.463949203E-1,-1.957682967E-1
1.134340979E1,-2.853565514E-1,5.306432247E-1,-1.869417876E-1
1.135341979E1,-2.886605561E-1,5.701231360E-1,-1.958252341E-1
1.136343079E1,-2.795000672E-1,5.648818016E-1,-2.286889106E-1
1.137344079E1,-2.601792514E-1,4.910140932E-1,-2.827033699E-1
1.138345179E1,-2.551845014E-1,3.561444283E-1,-3.492190242E-1
1.139346179E1,-2.648433447E-1,2.225768268E-1,-3.819583058E-1
1.140347279E1,-2.524119914E-1,1.021316424E-1,-3.653771877E-1
1.141348279E1,-2.008657306E-1,-4.115431756E-2,-2.988030314E-1
1.142349279E1,-1.172941476E-1,-2.152779102E-1,-1.997488886E-1
1.143350379E1,-3.765995381E-3,-3.754488230E-1,-6.579934806E-2
1.144351379E1,1.377921999E-1,-5.055103898E-1,1.058610901E-1
1.145352479E1,3.050599992E-1,-6.181661487E-1,2.787460089E-1
1.146353479E1,4.629244804E-1,-7.289842963E-1,3.892512321E-1
1.147354579E1,5.620700717E-1,-8.131116033E-1,4.032236934E-1
1.148355579E1,5.889437199E-1,-8.379380703E-1,3.162395358E-1
1.149356679E1,5.501608253E-1,-8.122094274E-1,1.274259984E-1
1.150357679E1,5.065001845E-1,-7.282775044E-1,-1.571697742E-1
1.151358779E1,5.009726882E-1,-6.115544438E-1,-5.190898180E-1
1.152359779E1,5.641327500E-1,-4.815663099E-1,-9.026702046E-1
1.153360779E1,7.038335800E-1,-3.847710192E-1,-1.255976319E0
1.154361879E1,8.822150230E-1,-3.558616042E-1,-1.529175043E0
1.155362879E1,1.063698292E0,-3.847926855E-1,-1.707585096E0
1.156363979E1,1.224634647E0,-4.680159390E-1,-1.801664829E0
1.157364979E1,1.330874085E0,-5.719996691E-1,-1.802801371E0
1.158366079E1,1.369403839E0,-7.068986297E-1,-1.723999143E0
