"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.161305492E1,-1.148526669E0,-8.970296383E-2,1.929533958E0,2.247278671E0
1.162303692E1,-1.215680838E0,-8.298597485E-2,1.963325977E0,2.310717522E0
1.163301892E1,-1.231150389E0,-1.971699297E-2,1.979381561E0,2.331109479E0
1.164300092E1,-1.203848481E0,6.941262633E-2,1.961642265E0,2.302631029E0
1.165298292E1,-1.123271823E0,1.688036621E-1,1.908026218E0,2.220540095E0
1.166296492E1,-9.885557294E-1,2.803470194E-1,1.822667599E0,2.092356102E0
1.167294692E1,-8.217081428E-1,3.664456904E-1,1.676229358E0,1.902427811E0
1.168292892E1,-6.489380002E-1,4.213492870E-1,1.467342615E0,1.658839986E0
1.169291092E1,-4.864878654E-1,4.447049499E-1,1.212432027E0,1.380008824E0
1.170289292E1,-3.312453628E-1,4.403265119E-1,9.455295801E-1,1.094366079E0
1.171287492E1,-2.156361938E-1,3.228121102E-1,6.326984167E-1,7.423031140E-1
1.172285692E1,-1.092746630E-1,2.269700319E-1,3.821885586E-1,4.577383987E-1
1.173283892E1,5.216231570E-3,1.673879325E-1,2.246111631E-1,2.801715611E-1
1.174282092E1,9.930782765E-2,1.051036492E-1,1.150588244E-1,1.847900289E-1
1.175280292E1,1.722001582E-1,6.021127105E-2,1.358413417E-2,1.829284569E-1
1.176278492E1,2.126108259E-1,1.920184679E-2,-9.964025021E-2,2.355849182E-1
1.177276721E1,2.245378047E-1,-3.141008783E-3,-2.144190371E-1,3.104877053E-1
1.178274921E1,2.257696688E-1,8.721838705E-3,-3.528792560E-1,4.190128675E-1
1.179273121E1,2.274762243E-1,4.107951373E-2,-5.251157284E-1,5.737416555E-1
1.180271321E1,2.425399274E-1,5.494162813E-2,-7.198439837E-1,7.615901520E-1
1.181269521E1,3.018264174E-1,7.116374373E-2,-9.095665216E-1,9.609759216E-1
1.182267721E1,4.090335667E-1,7.991420478E-2,-1.056531906E0,1.135761598E0
1.183265921E1,5.508874059E-1,5.852635950E-2,-1.152925253E0,1.279116456E0
1.184264121E1,7.025391459E-1,2.319041640E-3,-1.193799734E0,1.385180290E0
1.185262221E1,8.582068086E-1,-8.900554478E-2,-1.210592866E0,1.486598803E0
1.186260421E1,1.029569030E0,-2.086338103E-1,-1.210369825E0,1.602665145E0
1.187258621E1,1.205363989E0,-3.477381766E-1,-1.212543249E0,1.744730729E0
1.188256821E1,1.381765842E0,-5.052011013E-1,-1.230956674E0,1.918269879E0
1.189255021E1,1.566759109E0,-6.727687716E-1,-1.264705300E0,2.122929915E0
1.190253221E1,1.762233257E0,-8.427977562E-1,-1.306203127E0,2.349881001E0
1.191251421E1,1.974662423E0,-1.012682080E0,-1.353379726E0,2.599317865E0
1.192249621E1,2.188827038E0,-1.170032382E0,-1.398926854E0,2.849023678E0
1.193247821E1,2.406256676E0,-1.318294048E0,-1.438533664E0,3.097958923E0
1.194246021E1,2.613305807E0,-1.428907633E0,-1.478208423E0,3.325093142E0
1.195244221E1,2.793650389E0,-1.497217774E0,-1.522492766E0,3.516266171E0
1.196242421E1,2.941941738E0,-1.532346845E0,-1.586989403E0,3.677178729E0
1.197240621E1,3.048708916E0,-1.551471710E0,-1.683493018E0,3.812589574E0
1.198238821E1,3.095910549E0,-1.574322939E0,-1.800540447E0,3.912173404E0
1.199237021E1,3.098238707E0,-1.602814317E0,-1.914769769E0,3.979251196E0
1.200235221E1,3.060010433E0,-1.613713384E0,-1.980216146E0,3.986099688E0
1.201233421E1,2.989129782E0,-1.591344237E0,-1.996378541E0,3.931005038E0
1.202231621E1,2.874425411E0,-1.478607774E0,-2.028106928E0,3.815995297E0
1.203229821E1,2.690779686E0,-1.334841847E0,-2.103916645E0,3.667228289E0
1.204228021E1,2.474694729E0,-1.160221457E0,-2.218660116E0,3.520323926E0
1.205226221E1,2.285543919E0,-9.157903790E-1,-2.320559025E0,3.383397288E0
1.206224421E1,2.094117641E0,-6.702119112E-1,-2.390330553E0,3.247798155E0
1.207222621E1,1.868322372E0,-4.301193953E-1,-2.419496775E0,3.087004345E0
1.208220821E1,1.574521899E0,-1.753465831E-1,-2.416802168E0,2.889774793E0
1.209219021E1,1.221081495E0,8.312518150E-2,-2.413326740E0,2.705937133E0
1.210217221E1,8.299654722E-1,3.246004879E-1,-2.408286572E0,2.567888699E0
1.211215321E1,4.338929653E-1,5.337190628E-1,-2.403116703E0,2.499617777E0
1.212213521E1,5.232861638E-2,6.960322857E-1,-2.396478415E0,2.496058497E0
1.213211721E1,-3.212077022E-1,7.937780619E-1,-2.373691320E0,2.523423960E0
1.214209921E1,-6.738865376E-1,8.228709102E-1,-2.336403847E0,2.567103920E0
1.215208121E1,-9.996857047E-1,8.120411634E-1,-2.276412010E0,2.615498805E0
1.216206321E1,-1.293010116E0,7.636154294E-1,-2.223312855E0,2.682928201E0
1.217204521E1,-1.548704743E0,6.884682178E-1,-2.163051367E0,2.747956711E0
1.218202721E1,-1.761386871E0,5.994197726E-1,-2.114816427E0,2.816777644E0
1.219200921E1,-1.934213758E0,5.445887446E-1,-2.052163124E0,2.872130437E0
1.220199121E1,-2.078735590E0,5.286120772E-1,-1.958409190E0,2.904468787E0
1.221197321E1,-2.195958614E0,5.827605128E-1,-1.820211053E0,2.911187443E0
1.222195521E1,-2.297304630E0,6.853312254E-1,-1.632165432E0,2.900215759E0
1.223193721E1,-2.346704721E0,7.850666046E-1,-1.417513847E0,2.851788585E0
1.224191921E1,-2.311893463E0,9.019534588E-1,-1.201676965E0,2.757244812E0
1.225190121E1,-2.192935944E0,1.025486350E0,-9.988380075E-1,2.618829447E0
1.226188321E1,-2.009782076E0,1.095660567E0,-8.064380288E-1,2.426940124E0
1.227186521E1,-1.763210773E0,1.097113132E0,-6.193882227E-1,2.167074347E0
1.228184721E1,-1.512904167E0,1.029561520E0,-4.350538254E-1,1.880996484E0
1.229182921E1,-1.298253655E0,8.991062641E-1,-2.440074384E-1,1.597934372E0
1.230181121E1,-1.093914390E0,7.449285388E-1,-2.735093236E-2,1.323750465E0
1.231179321E1,-8.989529014E-1,5.743317604E-1,2.006231099E-1,1.085459775E0
1.232177521E1,-7.505903840E-1,3.915660977E-1,4.327974617E-1,9.508015441E-1
1.233175721E1,-6.989759207E-1,1.818043739E-1,6.593376398E-1,9.779295942E-1
1.234173921E1,-7.268851995E-1,-2.949861810E-2,8.762881756E-1,1.138908788E0
1.235172121E1,-8.104009032E-1,-2.222797871E-1,1.079158425E0,1.367750282E0
1.236170321E1,-9.329071045E-1,-3.785541952E-1,1.273528934E0,1.623420737E0
1.237168421E1,-1.071395159E0,-5.074130893E-1,1.460663915E0,1.881195019E0
1.238166621E1,-1.199601650E0,-5.843440890E-1,1.636491060E0,2.111540936E0
1.239164821E1,-1.302557826E0,-6.387346387E-1,1.788622737E0,2.303000244E0
1.240163021E1,-1.368644834E0,-6.704685688E-1,1.909326196E0,2.442998834E0
1.241161221E1,-1.404883504E0,-6.823303103E-1,2.018662930E0,2.552307257E0
1.242159421E1,-1.409833550E0,-6.876677871E-1,2.127693892E0,2.643406689E0
1.243157621E1,-1.390304327E0,-7.167302966E-1,2.222706556E0,2.717917010E0
1.244155821E1,-1.336914062E0,-7.554849386E-1,2.295646906E0,2.761899966E0
1.245154021E1,-1.256912708E0,-8.034213185E-1,2.332415819E0,2.768660132E0
1.246152221E1,-1.149052262E0,-8.536376953E-1,2.328540564E0,2.733334881E0
1.247150421E1,-1.019721985E0,-8.950839043E-1,2.277991295E0,2.651462325E0
1.248148621E1,-8.691859841E-1,-9.043217897E-1,2.190438271E0,2.524143814E0
1.249146821E1,-7.065475583E-1,-8.472294807E-1,2.067913294E0,2.343773162E0
1.250145021E1,-5.470240712E-1,-7.546842098E-1,1.921392083E0,2.135540009E0
1.251143221E1,-4.191622734E-1,-6.372286677E-1,1.747243166E0,1.906466907E0
1.252141421E1,-3.376271725E-1,-5.051332116E-1,1.553944230E0,1.668500626E0
1.253139621E1,-3.055512607E-1,-3.602106273E-1,1.367587090E0,1.446861333E0
1.254137821E1,-3.272495866E-1,-2.017381936E-1,1.205894947E0,1.265690805E0
1.255136021E1,-4.166479111E-1,-4.324948415E-2,1.092128992E0,1.169705833E0
1.256134221E1,-5.415686369E-1,8.248414844E-2,1.007342935E0,1.146664734E0
1.257132421E1,-6.719684601E-1,1.837998480E-1,9.399638176E-1,1.169981185E0
1.258130621E1,-7.776221037E-1,2.509597838E-1,8.763128519E-1,1.198165750E0
1.259128821E1,-8.516326547E-1,2.656053007E-1,8.118342757E-1,1.206192043E0
1.260127021E1,-8.941468596E-1,2.593141496E-1,7.682178617E-1,1.207021590E0
1.261125221E1,-9.304830432E-1,2.151024789E-1,7.616233230E-1,1.221530948E0
1.262123321E1,-9.460278749E-1,1.462260336E-1,7.811008692E-1,1.235503687E0
1.263121521E1,-9.478462934E-1,6.783243269E-2,8.360775113E-1,1.265716967E0
1.264119721E1,-9.428380132E-1,-2.491746098E-2,9.129554033E-1,1.312650741E0
1.265117921E1,-9.347089529E-1,-9.544275701E-2,1.007360697E0,1.377521586E0
1.266116121E1,-9.255974293E-1,-1.579357237E-1,1.114572287E0,1.457376299E0
1.267114321E1,-9.147008061E-1,-2.181050628E-1,1.224079370E0,1.543573027E0
1.268112521E1,-9.007249475E-1,-2.480100244E-1,1.312823176E0,1.611309745E0
1.269110721E1,-8.856059313E-1,-2.752413750E-1,1.388883114E0,1.670045504E0
1.270108921E1,-8.679946661E-1,-2.977892160E-1,1.457405925E0,1.722244230E0
1.271107121E1,-8.452293873E-1,-2.930535674E-1,1.522312164E0,1.765708763E0
1.272105321E1,-8.150959611E-1,-2.792049944E-1,1.591380239E0,1.809648562E0
1.273103521E1,-7.759528160E-1,-2.700706124E-1,1.658642650E0,1.850982536E0
1.274101721E1,-7.181305885E-1,-2.675359249E-1,1.723092794E0,1.885824963E0
1.275099921E1,-6.362996101E-1,-2.736968994E-1,1.792472482E0,1.921651577E0
1.276098121E1,-5.329967141E-1,-3.133264482E-1,1.843936920E0,1.944829639E0
1.277096321E1,-4.059450328E-1,-3.602603972E-1,1.871969819E0,1.949063859E0
1.278094521E1,-2.473948747E-1,-3.951769471E-1,1.858130097E0,1.915728713E0
1.279092721E1,-5.306587741E-2,-3.887068033E-1,1.787206054E0,1.829758029E0
1.280090921E1,1.383771002E-1,-3.510137498E-1,1.662887931E0,1.705155461E0
1.281089121E1,2.920441329E-1,-3.245640397E-1,1.500115514E0,1.562363001E0
1.282087321E1,4.043488204E-1,-2.854803801E-1,1.325921178E0,1.415296430E0
1.283085521E1,4.686050117E-1,-2.425116301E-1,1.167280436E0,1.280994209E0
1.284083721E1,4.925070703E-1,-2.038808316E-1,1.034957767E0,1.164159863E0
1.285081921E1,4.833649695E-1,-1.862501651E-1,9.188064337E-1,1.054768259E0
1.286080021E1,4.686312377E-1,-1.650713533E-1,8.102515340E-1,9.504584878E-1
1.287078221E1,4.541540146E-1,-1.468260288E-1,7.341094017E-1,8.756314095E-1
1.288076421E1,4.457778633E-1,-1.568897069E-1,6.899077892E-1,8.362446060E-1
1.289074621E1,4.317445755E-1,-1.932817996E-1,6.655161977E-1,8.165004849E-1
1.290072821E1,4.120539725E-1,-2.476270795E-1,6.416266561E-1,8.017433582E-1
1.291071021E1,3.925958574E-1,-3.295219541E-1,5.868337154E-1,7.791598264E-1
1.292069221E1,3.774017394E-1,-4.404491186E-1,4.626821876E-1,7.419584258E-1
1.293067421E1,3.603183627E-1,-5.724217892E-1,2.783650756E-1,7.314254183E-1
1.294065621E1,3.584656417E-1,-6.863130331E-1,4.986147210E-2,7.758926228E-1
1.295063821E1,3.983518183E-1,-7.592420578E-1,-2.213101089E-1,8.855003319E-1
1.296062021E1,4.522692263E-1,-7.878083587E-1,-5.039201975E-1,1.038809428E0
1.297060221E1,5.137562752E-1,-7.636468410E-1,-7.761543989E-1,1.203959160E0
1.298058421E1,6.108348966E-1,-6.918537617E-1,-1.018311501E0,1.374314087E0
1.299056621E1,7.367444038E-1,-5.936459303E-1,-1.222668648E0,1.546003373E0
1.300054821E1,8.693189621E-1,-5.170714855E-1,-1.380974531E0,1.711773652E0
1.301053021E1,9.892081022E-1,-5.075245500E-1,-1.511118412E0,1.876057753E0
1.302051221E1,1.126857400E0,-5.480288267E-1,-1.655177593E0,2.075995197E0
1.303049421E1,1.276684165E0,-6.500912905E-1,-1.766102433E0,2.274128173E0
1.304047621E1,1.426143169E0,-8.119634390E-1,-1.844827890E0,2.469121081E0
1.305045821E1,1.575998187E0,-1.006200314E0,-1.898149133E0,2.664428548E0
1.306044021E1,1.737426519E0,-1.184015512E0,-1.929080129E0,2.853400390E0
1.307042221E1,1.905344367E0,-1.331058741E0,-1.952904224E0,3.035768344E0
1.308040421E1,2.061274290E0,-1.441576838E0,-1.972942829E0,3.196795096E0
1.309038521E1,2.188752890E0,-1.514886975E0,-2.009986162E0,3.335500882E0
1.310036721E1,2.293621063E0,-1.548548818E0,-2.067396641E0,3.454392840E0
1.311034921E1,2.374915123E0,-1.559883237E0,-2.138078451E0,3.555957961E0
1.312033121E1,2.412941933E0,-1.545262098E0,-2.217165470E0,3.622974806E0
1.313031321E1,2.406945467E0,-1.517603636E0,-2.300680637E0,3.659185520E0
1.314029521E1,2.345889568E0,-1.479657054E0,-2.369371414E0,3.647808076E0
1.315027721E1,2.225273132E0,-1.436854005E0,-2.413646460E0,3.583584682E0
1.316025921E1,2.054631472E0,-1.384750366E0,-2.436038017E0,3.474669090E0
1.317024121E1,1.847800732E0,-1.317965984E0,-2.443207264E0,3.334765901E0
1.318022321E1,1.630912662E0,-1.242807269E0,-2.439858437E0,3.187060591E0
1.319020521E1,1.426623702E0,-1.147108912E0,-2.432417393E0,3.044300973E0
1.320018721E1,1.248333573E0,-1.032889485E0,-2.423146009E0,2.914932929E0
1.321016921E1,1.084719777E0,-9.313772321E-1,-2.419522285E0,2.810368060E0
1.322015121E1,9.259133935E-1,-8.412297964E-1,-2.417325735E0,2.721846229E0
1.323013321E1,7.841733098E-1,-7.705034018E-1,-2.413733244E0,2.652303045E0
1.324011521E1,6.701197028E-1,-7.125450373E-1,-2.396567345E0,2.588496839E0
1.325009721E1,5.872426629E-1,-6.619135141E-1,-2.366029501E0,2.526079778E0
1.326007921E1,5.237186551E-1,-6.141442060E-1,-2.324782848E0,2.460908293E0
1.327006121E1,4.625338316E-1,-5.588034391E-1,-2.274317980E0,2.387199427E0
1.328004321E1,3.884637058E-1,-4.776765406E-1,-2.219089270E0,2.302919042E0
1.329002521E1,2.807393670E-1,-3.785736561E-1,-2.142866135E0,2.194084747E0
1.330000721E1,1.460821033E-1,-2.635015845E-1,-2.073654175E0,2.095427093E0
1.330998821E1,-7.537278347E-3,-1.426627934E-1,-2.025606155E0,2.030637777E0
1.331997021E1,-1.845309138E-1,-2.059483528E-2,-1.992412210E0,2.001045281E0
1.332995221E1,-3.720611334E-1,1.125826612E-1,-1.959895492E0,1.998072742E0
1.333993421E1,-5.653932095E-1,2.436691225E-1,-1.907121181E0,2.004034761E0
1.334991621E1,-7.484117746E-1,3.774769902E-1,-1.799568415E0,1.985209193E0
1.335989821E1,-9.120033979E-1,5.120305419E-1,-1.637126803E0,1.942706783E0
1.336988021E1,-1.029062390E0,6.211863756E-1,-1.442790389E0,1.877894039E0
1.337986221E1,-1.094592214E0,6.959281564E-1,-1.216362000E0,1.778197016E0
1.338984421E1,-1.110554934E0,7.270719409E-1,-9.746332765E-1,1.646777426E0
1.339982621E1,-1.099072218E0,7.311779857E-1,-7.342704535E-1,1.510540991E0
1.340980821E1,-1.082719564E0,7.142748833E-1,-4.806243181E-1,1.383282328E0
1.341979021E1,-1.070780754E0,6.736598015E-1,-1.855556369E-1,1.278600737E0
1.342977221E1,-1.058617830E0,6.196708679E-1,1.408333927E-1,1.234705527E0
1.343975421E1,-1.050259471E0,5.689096451E-1,4.815243483E-1,1.287854355E0
1.344973621E1,-1.032830596E0,5.286053419E-1,8.229996562E-1,1.422494668E0
1.345971821E1,-1.001901150E0,5.039398074E-1,1.159797549E0,1.613347947E0
1.346970021E1,-9.583550692E-1,4.930791855E-1,1.503110409E0,1.849570875E0
1.347968221E1,-9.097790122E-1,4.699112773E-1,1.834187508E0,2.100656629E0
1.348966421E1,-8.492778540E-1,4.385272563E-1,2.112901926E0,2.319037209E0
1.349964621E1,-7.700857520E-1,3.922947347E-1,2.318382025E0,2.474231686E0
1.350962821E1,-6.837332845E-1,3.388229907E-1,2.455686092E0,2.571514419E0
1.351961021E1,-5.838246942E-1,2.805982828E-1,2.551556587E0,2.632494575E0
1.352959121E1,-4.747571051E-1,1.964754015E-1,2.624671936E0,2.674490543E0
1.353957321E1,-3.693164885E-1,8.480270207E-2,2.673791170E0,2.700508357E0
1.354955521E1,-2.689174414E-1,-4.675505310E-2,2.690485239E0,2.704295370E0
1.355953721E1,-1.792437285E-1,-1.804843694E-1,2.666499615E0,2.678604696E0
1.356951921E1,-1.040248796E-1,-3.102676570E-1,2.592102766E0,2.612677543E0
1.357950121E1,-5.126090720E-2,-4.095350504E-1,2.465161085E0,2.499473107E0
1.358948321E1,-2.911352552E-2,-4.701581895E-1,2.289772511E0,2.337724208E0
1.359946521E1,-3.668652475E-2,-4.948382080E-1,2.071389437E0,2.129991773E0
1.360944721E1,-7.120827585E-2,-4.703373909E-1,1.854204059E0,1.914251961E0
1.361942921E1,-1.469070017E-1,-3.844663203E-1,1.653674483E0,1.704123034E0
1.362941121E1,-2.631025910E-1,-2.421325892E-1,1.487227917E0,1.529607152E0
1.363939321E1,-4.132881761E-1,-5.912505463E-2,1.356627226E0,1.419415485E0
1.364937521E1,-5.872362852E-1,1.592123508E-1,1.246499062E0,1.387067027E0
1.365935721E1,-7.708544135E-1,3.960826099E-1,1.142855883E0,1.434300362E0
1.366933921E1,-9.484404325E-1,6.308863163E-1,1.042800903E0,1.544341453E0
1.367932121E1,-1.104987025E0,8.271127343E-1,9.507834315E-1,1.676037271E0
1.368930321E1,-1.223038554E0,1.006329060E0,8.575003743E-1,1.801063123E0
1.369928521E1,-1.312885523E0,1.163095951E0,7.759499550E-1,1.917956965E0
1.370926721E1,-1.391816378E0,1.277194500E0,7.013660073E-1,2.015016848E0
1.371924921E1,-1.451606870E0,1.345792174E0,6.454676390E-1,2.082053687E0
1.372923121E1,-1.487200499E0,1.381966472E0,6.160476804E-1,2.121582286E0
1.373921221E1,-1.472495079E0,1.377639890E0,6.250305176E-1,2.111112638E0
1.374919421E1,-1.402296782E0,1.324571848E0,6.498083472E-1,2.035479730E0
1.375917621E1,-1.277593732E0,1.237397790E0,6.533789039E-1,1.894809496E0
1.376915742E1,-1.110367775E0,1.103619933E0,6.373200417E-1,1.690287073E0
1.377913942E1,-8.970593810E-1,9.493007064E-1,6.062140465E-1,1.439924593E0
1.378912142E1,-6.513707042E-1,8.074162602E-1,5.691390038E-1,1.183268362E0
1.379910342E1,-3.997236490E-1,6.660670042E-1,5.312829018E-1,9.411087989E-1
1.380908542E1,-1.644887477E-1,5.339864492E-1,5.082383156E-1,7.553173251E-1
1.381906742E1,3.593568131E-2,4.199975729E-1,4.939813316E-1,6.493896291E-1
1.382904942E1,2.194581181E-1,3.240598738E-1,4.825411737E-1,6.213072120E-1
1.383903142E1,3.987787068E-1,2.808544040E-1,4.715720117E-1,6.784421976E-1
1.384901342E1,5.528526902E-1,2.563461363E-1,4.817620516E-1,7.768230899E-1
1.385899542E1,6.609696150E-1,2.379704714E-1,4.651663303E-1,8.425499938E-1
1.386897742E1,7.361253500E-1,2.187365890E-1,4.223967791E-1,8.764389683E-1
1.387895942E1,7.696775198E-1,2.021869719E-1,3.692572415E-1,8.772878470E-1
1.388894142E1,7.612318397E-1,1.764746904E-1,3.130006194E-1,8.417758715E-1
1.389892342E1,7.402506471E-1,1.399105638E-1,2.582142651E-1,7.963796790E-1
1.390890542E1,7.231731415E-1,1.026667804E-1,2.041915059E-1,7.584286594E-1
1.391888742E1,7.041755319E-1,7.258115709E-2,1.392467618E-1,7.214713194E-1
1.392886942E1,6.429691911E-1,3.235357255E-2,6.422019005E-2,6.469778722E-1
1.393885042E1,5.007883906E-1,-1.013609692E-1,-6.575759500E-2,5.151573736E-1
1.394883242E1,3.155237436E-1,-2.539590299E-1,-1.896046996E-1,4.472140022E-1
1.395881442E1,1.481406391E-1,-3.913865685E-1,-2.721633911E-1,4.992013686E-1
1.396879642E1,4.861857742E-2,-4.865863025E-1,-3.172994554E-1,5.829313341E-1
1.397877842E1,4.683861509E-2,-5.317617059E-1,-3.418263495E-1,6.338845486E-1
1.398876042E1,1.424213201E-1,-5.243253708E-1,-3.789196610E-1,6.624054924E-1
1.399874242E1,2.933285534E-1,-4.723498821E-1,-4.211113155E-1,6.974889185E-1
1.400872442E1,4.674572051E-1,-4.154072404E-1,-4.645631909E-1,7.790368235E-1
1.401870642E1,6.407151222E-1,-3.825340271E-1,-5.244654417E-1,9.120921824E-1
1.402868842E1,7.778543234E-1,-3.646413088E-1,-6.128885150E-1,1.055297571E0
1.403867042E1,8.642187715E-1,-3.524592519E-1,-7.343910933E-1,1.187616052E0
1.404865242E1,8.878325224E-1,-3.407709002E-1,-8.643765450E-1,1.285114083E0
1.405863442E1,8.603227735E-1,-3.011673689E-1,-9.735500216E-1,1.333662890E0
1.406861642E1,7.929506302E-1,-2.167888135E-1,-1.034133196E0,1.321060013E0
1.407859842E1,7.187410593E-1,-1.290211380E-1,-1.055904150E0,1.283810242E0
1.408858042E1,6.637095213E-1,-4.162843525E-2,-1.048608661E0,1.241701807E0
1.409856242E1,6.611038446E-1,4.571206495E-2,-1.023422122E0,1.219237764E0
1.410854442E1,7.203850150E-1,1.259826720E-1,-9.715496302E-1,1.216032437E0
1.411852642E1,8.337551355E-1,1.694985032E-1,-8.859196305E-1,1.228304099E0
1.412850842E1,9.945828915E-1,1.693035662E-1,-7.819607258E-1,1.276448746E0
1.413848942E1,1.165378094E0,9.999546409E-2,-6.854400635E-1,1.355703978E0
1.414847142E1,1.339623928E0,-2.132617682E-2,-6.076536775E-1,1.471152632E0
1.415845342E1,1.493514895E0,-1.731217951E-1,-5.568434596E-1,1.603319225E0
1.416843542E1,1.623149753E0,-3.302046061E-1,-5.336809158E-1,1.740248695E0
1.417841742E1,1.724545240E0,-4.786742032E-1,-5.398772955E-1,1.869399041E0
1.418839942E1,1.791154146E0,-6.090519428E-1,-5.743868351E-1,1.977143819E0
1.419838142E1,1.822530746E0,-7.429637909E-1,-6.255754232E-1,2.065177505E0
1.420836342E1,1.824943662E0,-8.537321091E-1,-6.838573217E-1,2.127660386E0
1.421834542E1,1.799966693E0,-9.307743311E-1,-7.483548522E-1,2.160151832E0
1.422832742E1,1.751828432E0,-9.873760939E-1,-8.089135289E-1,2.167522896E0
1.423830942E1,1.683106184E0,-1.006718755E0,-8.579426408E-1,2.140652857E0
1.424829142E1,1.602648616E0,-1.012905002E0,-8.905370831E-1,2.094639689E0
1.425827342E1,1.530515313E0,-1.001839876E0,-9.042661190E-1,2.040553228E0
1.426825542E1,1.466436982E0,-9.499338269E-1,-8.903052807E-1,1.960983220E0
1.427823742E1,1.394644618E0,-8.596063256E-1,-8.449997902E-1,1.843361411E0
1.428821942E1,1.319101930E0,-7.957844734E-1,-8.160880208E-1,1.743359540E0
1.429820142E1,1.222519636E0,-7.548444867E-1,-7.864764929E-1,1.637952910E0
1.430818342E1,1.088773012E0,-7.184057832E-1,-7.545142770E-1,1.506925790E0
1.431816542E1,9.127886295E-1,-7.048653960E-1,-7.033376098E-1,1.350815347E0
1.432814742E1,7.286863923E-1,-6.908316016E-1,-6.265858412E-1,1.183571703E0
1.433812842E1,5.536072254E-1,-6.822372079E-1,-5.228483081E-1,1.022398612E0
1.434811042E1,3.941453695E-1,-6.812318563E-1,-4.065238237E-1,8.858267515E-1
1.435809242E1,2.626318336E-1,-6.701939702E-1,-2.967335880E-1,7.785796426E-1
1.436807442E1,1.578910500E-1,-6.541467905E-1,-2.077645659E-1,7.042753169E-1
1.437805642E1,7.650405169E-2,-6.362832785E-1,-1.534661949E-1,6.589849417E-1
1.438803842E1,1.699319575E-3,-6.092458367E-1,-1.450213194E-1,6.262703572E-1
1.439802042E1,-9.622343630E-2,-5.907790661E-1,-1.811473966E-1,6.253744749E-1
1.440800242E1,-2.129801512E-1,-5.320726037E-1,-2.368042618E-1,6.201113278E-1
1.441798442E1,-3.311329186E-1,-4.441542029E-1,-2.693699896E-1,6.160212310E-1
1.442796642E1,-4.758107364E-1,-3.776617348E-1,-2.878134549E-1,6.722059414E-1
1.443794842E1,-6.277535558E-1,-2.320798337E-1,-2.702915370E-1,7.217985114E-1
1.444793042E1,-7.765486240E-1,-1.046995074E-1,-2.150019407E-1,8.125365142E-1
1.445791242E1,-9.136375189E-1,-5.398201291E-3,-1.596003324E-1,9.274885027E-1
1.446789442E1,-1.061248183E0,9.607622027E-2,-9.659101069E-2,1.069957088E0
1.447787642E1,-1.237604618E0,1.928641349E-1,-1.161371544E-2,1.252595962E0
1.448785842E1,-1.439820290E0,3.024097979E-1,1.232389063E-1,1.476388154E0
1.449784042E1,-1.641857982E0,4.157393575E-1,3.265205324E-1,1.724863039E0
1.450782242E1,-1.820559621E0,5.245377421E-1,5.730025172E-1,1.979370875E0
1.451780442E1,-1.958498359E0,6.268610954E-1,8.268400431E-1,2.216378828E0
1.452778642E1,-2.026968002E0,7.255591750E-1,1.043452144E0,2.392452251E0
1.453776742E1,-2.018225670E0,8.352271318E-1,1.233405352E0,2.508411445E0
1.454774942E1,-1.946681380E0,9.412579536E-1,1.402109981E0,2.577100566E0
1.455773142E1,-1.825148344E0,1.005517721E0,1.537241817E0,2.589468047E0
1.456771342E1,-1.664011598E0,1.025157690E0,1.599490762E0,2.525520458E0
1.457769542E1,-1.463960767E0,1.001426935E0,1.599142551E0,2.388157016E0
1.458767742E1,-1.266372800E0,9.304659367E-1,1.563114285E0,2.216482167E0
1.459765942E1,-1.068302870E0,8.059671521E-1,1.510276318E0,2.017867346E0
1.460764142E1,-8.685394526E-1,6.318760514E-1,1.454561353E0,1.808141823E0
1.461762342E1,-6.587285399E-1,4.179950058E-1,1.385837674E0,1.590342470E0
1.462760542E1,-4.450337887E-1,2.083392441E-1,1.307235599E0,1.396540448E0
1.463758742E1,-2.535053492E-1,2.846639603E-3,1.204433441E0,1.230826137E0
1.464756942E1,-9.354606271E-2,-1.761611849E-1,1.080519676E0,1.098774954E0
1.465755142E1,1.910227723E-2,-2.871267796E-1,9.324206710E-1,9.758150400E-1
1.466753342E1,6.596618891E-2,-3.159365654E-1,7.760049701E-1,8.404470031E-1
1.467751542E1,3.815116733E-2,-2.547957599E-1,6.228743196E-1,6.740540103E-1
1.468749742E1,-7.124536484E-2,-1.044707000E-1,5.020334125E-1,5.177137978E-1
1.469747942E1,-2.450669110E-1,9.835095704E-2,4.219238162E-1,4.977453247E-1
1.470746142E1,-4.585773349E-1,3.149301410E-1,3.709069788E-1,6.686151006E-1
1.471744242E1,-6.703227758E-1,5.173939466E-1,3.452585936E-1,9.144575530E-1
1.472742442E1,-8.574673533E-1,6.718556881E-1,3.252587914E-1,1.136852501E0
1.473740642E1,-9.967131019E-1,7.831127048E-1,3.133738935E-1,1.305720381E0
1.474738842E1,-1.093547821E0,8.420878649E-1,3.076656759E-1,1.414078137E0
1.475737042E1,-1.145366073E0,8.602309823E-1,3.170634508E-1,1.467102592E0
1.476735279E1,-1.149703622E0,8.443678617E-1,3.495707810E-1,1.468664439E0
1.477733479E1,-1.142907858E0,7.951607108E-1,3.979729712E-1,1.448068166E0
1.478731679E1,-1.125587702E0,7.328200936E-1,4.698958993E-1,1.422945930E0
