"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.523424497E0,-1.268392563E0,7.785348892E-1,-3.557768345E0,3.856507729E0
1.528409497E0,-1.419935703E0,8.476510048E-1,-3.571506500E0,3.935783062E0
1.533394445E0,-1.549067020E0,8.677530289E-1,-3.601334095E0,4.015247342E0
1.538379445E0,-1.607905865E0,8.679823875E-1,-3.623095036E0,4.057779236E0
1.543362935E0,-1.589412689E0,8.486866951E-1,-3.657905579E0,4.077594269E0
1.548347830E0,-1.532052994E0,7.815060616E-1,-3.590596199E0,3.981245931E0
1.553332778E0,-1.421768665E0,6.569814682E-1,-3.459590912E0,3.797607150E0
1.558317674E0,-1.318408012E0,5.469260216E-1,-3.312687635E0,3.607107862E0
1.563305174E0,-1.210061550E0,4.537243843E-1,-3.128180981E0,3.384616820E0
1.568290226E0,-1.089650631E0,3.055610657E-1,-2.896908045E0,3.110109690E0
1.573275278E0,-9.975814819E-1,2.029099464E-1,-2.628841877E0,2.819069150E0
1.578260278E0,-8.906478882E-1,5.972957611E-2,-2.333961010E0,2.498838786E0
1.583240539E0,-7.760519981E-1,-2.143955231E-2,-2.079676867E0,2.219858605E0
1.588225330E0,-6.251692772E-1,-7.667732239E-2,-1.749086976E0,1.859037731E0
1.593210174E0,-4.667239189E-1,-1.205163002E-1,-1.414397240E0,1.494280746E0
1.598194914E0,-3.269557953E-1,-1.507353783E-1,-1.078388929E0,1.136901020E0
1.603181008E0,-1.605505943E-1,-1.748571396E-1,-7.560039759E-1,7.923973272E-1
1.608165903E0,-2.721214294E-2,-1.907029152E-1,-4.908007383E-1,5.272508581E-1
