"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.227813604E1,9.785750427E0,-4.485123138E0,-2.081421661E0
1.228814704E1,1.030202682E1,-5.056634674E0,-1.950444031E0
1.229815704E1,1.080123871E1,-5.660478973E0,-1.819765778E0
1.230816804E1,1.116438354E1,-6.223458252E0,-1.775906982E0
1.231817804E1,1.135029694E1,-6.565646667E0,-1.740879822E0
1.232818904E1,1.128024261E1,-6.514004059E0,-1.641636200E0
1.233819904E1,1.106199646E1,-6.259533234E0,-1.484013977E0
1.234821004E1,1.076935501E1,-5.930068359E0,-1.292262726E0
1.235822004E1,1.039498352E1,-5.556595001E0,-1.067130890E0
1.236823004E1,9.933942261E0,-5.135670319E0,-8.292755127E-1
1.237824104E1,9.442963257E0,-4.822072449E0,-6.227050781E-1
1.238825104E1,8.931626587E0,-4.666845245E0,-5.340893555E-1
1.239826204E1,8.448132019E0,-4.563859406E0,-5.402265930E-1
1.240827204E1,7.948620758E0,-4.515809326E0,-5.960604858E-1
1.241828304E1,7.588619385E0,-4.558620300E0,-6.795867920E-1
1.242829304E1,7.261549530E0,-4.579127655E0,-7.458988953E-1
1.243830404E1,6.935826874E0,-4.578379211E0,-8.171507263E-1
1.244831404E1,6.677314453E0,-4.592449951E0,-8.786727905E-1
1.245832504E1,6.500083008E0,-4.612208862E0,-9.270222473E-1
1.246833504E1,6.399192810E0,-4.619543610E0,-9.443861389E-1
1.247834504E1,6.374194794E0,-4.625381470E0,-9.633966064E-1
1.248835604E1,6.413113861E0,-4.639601898E0,-9.678872681E-1
1.249836604E1,6.550677795E0,-4.660408630E0,-9.360035706E-1
1.250837704E1,6.772965546E0,-4.725373535E0,-9.116043091E-1
1.251838704E1,7.119794312E0,-4.835095367E0,-9.081614685E-1
1.252839804E1,7.444618835E0,-4.918471985E0,-8.551716614E-1
1.253840804E1,7.641758881E0,-4.929249573E0,-7.967930603E-1
1.254841904E1,7.768844604E0,-4.932692413E0,-7.773335266E-1
1.255842904E1,7.958350525E0,-4.953948212E0,-7.894583130E-1
1.256844004E1,8.145012360E0,-4.961282959E0,-7.502398682E-1
1.257845004E1,8.280480652E0,-4.958738251E0,-6.676116943E-1
1.258846004E1,8.406368866E0,-4.949307861E0,-5.448669434E-1
1.259847104E1,8.528065796E0,-4.997507629E0,-4.161346436E-1
1.260848104E1,8.598269806E0,-5.066065063E0,-2.677931213E-1
1.261849204E1,8.624914398E0,-5.132526855E0,-1.122665405E-1
1.262850204E1,8.686735840E0,-5.159620514E0,6.182144165E-2
1.263851304E1,8.828491058E0,-5.228477325E0,2.122586060E-1
1.264852304E1,9.205856323E0,-5.584736481E0,2.127076721E-1
1.265853404E1,9.762698364E0,-6.324498138E0,7.334747314E-2
1.266854404E1,1.005893234E1,-6.876550140E0,2.125579834E-2
1.267855504E1,1.002495300E1,-6.803052979E0,1.166075134E-1
1.268856504E1,9.934690704E0,-6.330785065E0,1.619631958E-1
1.269857604E1,9.885293427E0,-5.776936798E0,1.130149841E-1
1.270858604E1,9.823022919E0,-5.296585693E0,-4.460723877E-2
1.271859604E1,9.677974548E0,-4.900958405E0,-1.959425354E-1
1.272860704E1,9.460027771E0,-4.558620300E0,-2.043251038E-1
1.273861704E1,9.201365662E0,-4.361629944E0,-9.415420532E-2
1.274862804E1,8.973090363E0,-4.371060333E0,4.101470947E-2
1.275863804E1,8.734935608E0,-4.509971466E0,1.311273193E-1
1.276864904E1,8.454119568E0,-4.651127930E0,1.374142456E-1
1.277865904E1,8.162226562E0,-4.738546143E0,4.984634399E-2
1.278867004E1,7.971523132E0,-4.819976807E0,-1.176553345E-1
1.279868004E1,7.976911926E0,-4.954546967E0,-3.098556519E-1
1.280869104E1,8.133486328E0,-5.186714172E0,-5.017565918E-1
1.281870104E1,8.393795013E0,-5.503156128E0,-6.551875305E-1
1.282871204E1,8.778944092E0,-5.862558746E0,-7.291337585E-1
1.283872204E1,9.193132782E0,-6.243815918E0,-7.469467163E-1
1.284873204E1,9.490564270E0,-6.563251648E0,-7.758366394E-1
1.285874304E1,9.578132172E0,-6.767726440E0,-8.735833740E-1
1.286875304E1,9.539512482E0,-6.835535431E0,-9.252259827E-1
1.287876404E1,9.377998352E0,-6.778354340E0,-8.690927124E-1
1.288877404E1,9.108408966E0,-6.572083282E0,-6.926097107E-1
1.289878504E1,8.802894287E0,-6.256838837E0,-4.233197021E-1
1.290879504E1,8.494236145E0,-5.865103455E0,-1.434017944E-1
1.291880604E1,8.186476135E0,-5.463189240E0,1.437011719E-1
1.292881604E1,7.889643402E0,-5.112468567E0,4.098477173E-1
1.293882704E1,7.610923004E0,-4.862189026E0,5.701643372E-1
1.294883704E1,7.297025757E0,-4.732259216E0,5.831872559E-1
1.295884804E1,6.950795746E0,-4.647086334E0,4.846920776E-1
1.296885804E1,6.618935852E0,-4.578229523E0,3.215313721E-1
1.297886804E1,6.356681213E0,-4.487518158E0,1.981878662E-1
1.298887904E1,6.201753387E0,-4.447700958E0,1.010398865E-1
1.299888904E1,6.206842804E0,-4.464915161E0,2.350112915E-2
1.300890004E1,6.395899658E0,-4.603826294E0,-4.206253052E-2
1.301891004E1,6.672225037E0,-4.798122253E0,-1.199006653E-1
1.302892104E1,6.917265472E0,-4.902904358E0,-2.850073242E-1
1.303893104E1,7.119345245E0,-5.013674011E0,-5.200186157E-1
1.304894204E1,7.343429260E0,-5.220244446E0,-7.333250427E-1
1.305895204E1,7.533234558E0,-5.459297333E0,-8.310717773E-1
1.306896317E1,7.672744446E0,-5.673202515E0,-8.360115051E-1
1.307897317E1,7.837851105E0,-5.874683533E0,-8.223898315E-1
1.308898417E1,8.016280060E0,-6.084098053E0,-7.949967957E-1
1.309899417E1,8.182584229E0,-6.274202728E0,-7.849676514E-1
1.310900517E1,8.315657501E0,-6.409970398E0,-8.077203369E-1
1.311901517E1,8.445287933E0,-6.484515381E0,-8.075706482E-1
1.312902517E1,8.559500427E0,-6.528673553E0,-7.662565613E-1
1.313903617E1,8.596473541E0,-6.544091492E0,-7.048841858E-1
1.314904617E1,8.587941284E0,-6.525081024E0,-6.469546509E-1
1.315905717E1,8.537795563E0,-6.538852386E0,-5.607339478E-1
1.316906717E1,8.468489685E0,-6.554420013E0,-3.770658875E-1
1.317907817E1,8.459358673E0,-6.604865112E0,-1.742376709E-1
1.318908817E1,8.458610229E0,-6.611301727E0,1.604663086E-1
1.319909917E1,8.461005249E0,-6.633755035E0,4.978646851E-1
1.320910917E1,8.405620422E0,-6.693630524E0,7.927514648E-1
1.321912017E1,8.322543182E0,-6.746620331E0,1.063987427E0
1.322913017E1,8.202492828E0,-6.718179474E0,1.358874207E0
1.323914117E1,8.134683838E0,-6.759194183E0,1.659898224E0
1.324915117E1,8.074958038E0,-6.774312744E0,1.943408661E0
1.325916117E1,8.085286560E0,-6.733747101E0,2.220781860E0
1.326917217E1,8.256680145E0,-6.705755310E0,2.396666107E0
1.327918217E1,8.612639923E0,-6.547085266E0,2.567910004E0
1.328919317E1,8.805588684E0,-6.255341949E0,2.746189270E0
1.329920317E1,8.712781677E0,-5.988147583E0,2.856360168E0
1.330921417E1,8.462053070E0,-5.816005554E0,2.817141724E0
1.331922417E1,8.212971039E0,-5.791157227E0,2.656825104E0
1.332923517E1,8.012837219E0,-5.791456604E0,2.443219299E0
1.333924517E1,7.904163208E0,-5.749394073E0,2.194885712E0
1.334925617E1,7.832312622E0,-5.635780334E0,1.969304810E0
1.335926617E1,7.825576630E0,-5.408253479E0,1.713337097E0
1.336927717E1,7.975714417E0,-5.057233429E0,1.459315338E0
1.337928717E1,8.167465668E0,-4.697531433E0,1.258133698E0
1.338929717E1,8.527167664E0,-4.356690216E0,1.075064392E0
1.339930817E1,8.913663940E0,-4.020339661E0,9.235794067E-1
1.340931817E1,9.102271729E0,-3.701053619E0,6.951544189E-1
1.341932917E1,9.147627411E0,-3.484603729E0,5.468128967E-1
1.342933917E1,9.184450836E0,-3.523223419E0,6.506968689E-1
1.343935017E1,9.116342468E0,-3.234773254E0,7.361691284E-1
1.344936017E1,8.719517670E0,-2.572550354E0,5.896238708E-1
1.345937117E1,8.628057861E0,-2.266137543E0,4.784051514E-1
1.346938117E1,8.929530945E0,-2.159409485E0,4.655319214E-1
1.347939217E1,9.265881500E0,-1.852996674E0,3.993695068E-1
1.348940217E1,9.568701782E0,-1.650168457E0,2.655477905E-1
1.349941317E1,1.009395950E1,-1.800156555E0,-7.484436035E-3
1.350942317E1,1.086605392E1,-2.314487000E0,-3.598516846E-1
1.351943417E1,1.168275558E1,-3.119962006E0,-6.979985046E-1
1.352944417E1,1.246517853E1,-3.961511993E0,-9.750723267E-1
1.353945517E1,1.294343399E1,-4.552183685E0,-1.118623810E0
1.354946517E1,1.300660263E1,-4.606820068E0,-9.506730652E-1
1.355947517E1,1.300420761E1,-4.233346710E0,-5.620811462E-1
1.356948617E1,1.316242859E1,-3.744313660E0,-8.202941895E-2
1.357949617E1,1.338202194E1,-3.341950378E0,3.061134338E-1
1.358950717E1,1.368708755E1,-3.094514923E0,5.161267090E-1
1.359951717E1,1.392673920E1,-2.927162933E0,6.753955078E-1
1.360952817E1,1.382614838E1,-2.944377136E0,7.722441101E-1
1.361953817E1,1.320987991E1,-3.086880798E0,7.809260559E-1
1.362954917E1,1.221100708E1,-3.239413605E0,7.334747314E-1
1.363955917E1,1.102966370E1,-3.306474152E0,7.550299072E-1
1.364957017E1,9.901759186E0,-3.045267334E0,8.178991699E-1
1.365958017E1,8.972042542E0,-2.667003937E0,8.759783936E-1
1.366959117E1,8.354726257E0,-2.232607269E0,8.689430237E-1
1.367960117E1,8.133785706E0,-1.644480286E0,8.879534912E-1
1.368961217E1,8.095016327E0,-8.834628296E-1,9.386979675E-1
1.369962217E1,8.257877655E0,1.526824951E-2,9.583071899E-1
1.370963217E1,8.582402802E0,6.864724731E-1,7.421566772E-1
1.371964317E1,8.862021332E0,1.237776031E0,3.948788452E-1
1.372965317E1,9.011859741E0,1.889520721E0,-1.276844788E-1
1.373966417E1,8.972192230E0,2.559677124E0,-7.988887024E-1
1.374967417E1,8.786727905E0,2.951562195E0,-1.563648376E0
1.375968517E1,8.638835449E0,3.172353058E0,-2.272424469E0
1.376969517E1,8.594527588E0,3.462749176E0,-2.997666321E0
1.377970617E1,9.125922546E0,3.766168213E0,-3.833528137E0
1.378971617E1,1.013213013E1,3.863316193E0,-4.668192444E0
1.379972717E1,1.090153015E1,3.902085571E0,-5.694608002E0
1.380973717E1,1.127380600E1,4.008364563E0,-6.623725891E0
1.381974817E1,1.121961868E1,4.084556122E0,-7.113507385E0
1.382975817E1,1.048374893E1,3.913761292E0,-6.993906097E0
1.383976917E1,9.292376404E0,3.539539490E0,-6.084696808E0
1.384977917E1,8.578959961E0,3.291505280E0,-4.894222412E0
1.385978917E1,8.403674469E0,3.474873962E0,-3.529061279E0
1.386980017E1,8.565188599E0,4.273612976E0,-2.001338196E0
1.387981017E1,9.113947449E0,5.426814880E0,-4.466711426E-1
1.388982117E1,9.930948486E0,6.478527832E0,9.427395630E-1
1.389983117E1,1.073732162E1,7.207511902E0,2.268083496E0
1.390984217E1,1.122934845E1,7.518864441E0,3.364253998E0
1.391985217E1,1.140598114E1,7.355254669E0,3.910767517E0
1.392986317E1,1.137664215E1,6.932982788E0,3.836521912E0
1.393987317E1,1.109193420E1,6.531068573E0,3.657344513E0
1.394988417E1,1.074271042E1,6.010900269E0,3.465293884E0
1.395989417E1,1.018706589E1,5.468428345E0,3.329526215E0
1.396990517E1,9.463470612E0,5.123695221E0,3.184328156E0
1.397991517E1,8.861871643E0,4.988077240E0,2.987936554E0
1.398992617E1,8.569828949E0,4.962330780E0,2.699336700E0
1.399993617E1,8.497080231E0,4.932243347E0,2.223925323E0
1.400994717E1,8.703800354E0,5.028493195E0,1.688788147E0
1.401995717E1,8.906628571E0,5.267396393E0,1.180145874E0
1.402996817E1,9.105415192E0,5.321883087E0,6.384223938E-1
1.403997817E1,9.064999237E0,5.075944519E0,1.847158813E-1
1.404998817E1,8.916058960E0,4.600533142E0,1.529818726E-1
1.405999917E1,9.385782166E0,4.380790100E0,8.075706482E-1
1.407000917E1,1.071157516E1,4.463418274E0,1.900148621E0
1.408002017E1,1.252460495E1,5.137167206E0,2.892884216E0
1.409003017E1,1.471889191E1,5.580395508E0,3.492986298E0
1.410004117E1,1.739742188E1,5.420677643E0,3.570674744E0
1.411005117E1,1.972178833E1,5.364394684E0,3.179089050E0
1.412006217E1,2.125549896E1,5.247936859E0,2.741099854E0
1.413007217E1,2.159768738E1,4.342320099E0,2.331102448E0
1.414008317E1,2.062201630E1,2.481090546E0,1.988764343E0
1.415009317E1,1.873234589E1,2.345622253E-1,1.858984222E0
1.416010417E1,1.639106461E1,-1.874402161E0,2.054926758E0
1.417011417E1,1.403212006E1,-3.577560425E0,2.295476532E0
1.418012517E1,1.212448700E1,-4.727768555E0,2.311044159E0
1.419013517E1,1.070439011E1,-5.320835266E0,1.732646942E0
1.420014617E1,9.398505707E0,-5.467230835E0,4.956193542E-1
1.421015617E1,8.403973846E0,-5.259313202E0,-1.140927429E0
1.422016617E1,7.859705658E0,-4.873565369E0,-2.860850830E0
1.423017717E1,7.885601807E0,-4.434378662E0,-4.139491882E0
1.424018717E1,8.501271515E0,-3.560196533E0,-4.460125122E0
1.425019817E1,8.857081604E0,-2.380499725E0,-4.412524109E0
1.426020817E1,8.977431335E0,-1.327140198E0,-4.091591492E0
1.427021917E1,9.042845306E0,-3.323089600E-1,-3.361260223E0
1.428022917E1,9.044342194E0,6.198609924E-1,-2.133363647E0
1.429024017E1,9.022337952E0,1.459764404E0,-7.223977661E-1
1.430025017E1,8.947942657E0,1.983974304E0,3.885919189E-1
1.431026117E1,9.371561737E0,2.144440613E0,9.559121704E-1
1.432027117E1,9.347012787E0,2.357447662E0,7.481442261E-1
1.433028217E1,8.091124420E0,3.087479553E0,-5.822891235E-2
1.434029217E1,5.551655273E0,3.937561798E0,-1.116079102E0
1.435030317E1,2.696791992E0,4.236490173E0,-2.600093079E0
1.436031317E1,2.445913696E-1,3.817960510E0,-4.501289520E0
1.437032417E1,-1.173858948E0,2.990481262E0,-6.367309113E0
1.438033417E1,-1.551972656E0,1.965263214E0,-7.726931763E0
1.439034517E1,-1.752106476E0,1.089733887E0,-8.466992798E0
1.440035517E1,-1.137334900E0,8.756790161E-1,-8.686436462E0
1.441036517E1,1.361119537E0,1.119372253E0,-8.561296692E0
1.442037617E1,4.538861389E0,1.667981415E0,-8.315208435E0
1.443038617E1,7.255861359E0,2.424807587E0,-7.657476196E0
1.444039717E1,9.857151947E0,3.066523132E0,-6.793023834E0
1.445040717E1,1.255095016E1,3.919150085E0,-5.881569214E0
1.446041817E1,1.530058228E1,4.975353699E0,-5.184468842E0
1.447042817E1,1.794064224E1,5.234015808E0,-4.866380310E0
1.448043917E1,2.034613998E1,4.633464661E0,-4.980443115E0
1.449044917E1,2.173914322E1,3.839665375E0,-5.456303558E0
1.450046017E1,2.229553619E1,3.126548309E0,-5.565276947E0
1.451047017E1,2.267439835E1,2.534230042E0,-4.850513306E0
1.452048117E1,2.286076080E1,1.797761536E0,-3.275638275E0
1.453049117E1,2.207369751E1,1.122815094E0,-9.032217407E-1
1.454050217E1,2.002835083E1,9.854008484E-1,2.018702087E0
1.455051217E1,1.754112305E1,1.329535217E0,4.647385712E0
1.456052317E1,1.546030014E1,1.882485352E0,6.410419464E0
1.457053317E1,1.423345139E1,2.681972809E0,7.164251862E0
1.458054417E1,1.324011703E1,3.648812256E0,7.031627655E0
1.459055417E1,1.172960815E1,4.608017578E0,6.203250275E0
1.460056517E1,9.496701508E0,5.439239044E0,5.133125610E0
1.461057517E1,6.684649200E0,6.074667664E0,3.893703003E0
1.462058517E1,3.824247437E0,6.451733551E0,2.554288330E0
1.463059617E1,1.405277710E0,6.633755035E0,1.373843079E0
1.464060617E1,-4.701722717E-1,6.711144104E0,3.124003601E-1
1.465061717E1,-2.018402710E0,6.755751343E0,-6.616241455E-1
1.466062717E1,-3.089126129E0,6.984326019E0,-1.360820160E0
1.467063817E1,-3.355871429E0,7.451654205E0,-1.614093475E0
1.468064817E1,-3.034340057E0,7.810308380E0,-1.555116119E0
1.469065917E1,-2.382894745E0,7.943980408E0,-1.226250000E0
1.470066917E1,-1.625020752E0,8.036787415E0,-6.048921204E-1
1.471068017E1,-1.113684082E0,8.200097809E0,-3.532653809E-2
1.472069017E1,-1.097368011E0,8.109985199E0,4.128414917E-1
1.473070117E1,-1.249002686E0,7.590565338E0,6.315367126E-1
1.474071117E1,-1.532662811E0,7.115752716E0,9.830058289E-1
1.475072217E1,-1.616039429E0,6.785240021E0,1.843117218E0
1.476073217E1,-9.123527527E-1,6.663842468E0,2.997816010E0
1.477074317E1,4.457730103E-1,6.775959320E0,4.204157410E0
1.478075317E1,2.267933807E0,7.095395050E0,5.374124451E0
1.479076417E1,4.692442017E0,7.613318024E0,6.431675262E0
1.480077417E1,7.836054840E0,8.084987183E0,7.213050385E0
1.481078417E1,1.046129562E1,8.358318787E0,7.552245026E0
1.482079517E1,1.213152237E1,8.144114227E0,7.304659882E0
1.483080517E1,1.215397568E1,7.538323975E0,6.845863953E0
1.484081617E1,1.236099518E1,7.696844330E0,6.678062897E0
1.485082617E1,1.675450882E1,6.522386627E0,6.436764679E0
1.486083717E1,2.165636536E1,5.266498260E0,5.341492310E0
1.487084717E1,2.576921265E1,5.773643646E0,4.260290680E0
1.488085817E1,2.880055893E1,5.709127808E0,3.891457672E0
1.489086817E1,2.976859589E1,4.049678650E0,3.536845093E0
1.490087917E1,2.852767639E1,2.330204315E0,2.970422974E0
1.491088917E1,2.556294159E1,1.170565796E0,2.533481598E0
1.492090017E1,2.142569504E1,2.095642090E-1,2.093845825E0
1.493091017E1,1.668894516E1,-6.457571411E-1,1.291364594E0
1.494092117E1,1.181478104E1,-8.114625549E-1,-2.978805542E-2
1.495093117E1,8.403375092E0,-3.721261597E-1,-1.178199921E0
1.496094217E1,6.989565125E0,-6.586303711E-3,-1.674717407E0
1.497095217E1,6.775659943E0,4.855902100E-1,-1.439107361E0
1.498096317E1,6.749913483E0,1.148112488E0,-7.402107239E-1
1.499097317E1,6.307283936E0,1.574276276E0,3.397933960E-2
1.500098417E1,5.563480682E0,1.475032654E0,4.688250732E-1
1.501099417E1,4.640949097E0,1.019080811E0,5.686674500E-1
1.502100417E1,3.715274048E0,5.367837524E-1,4.098477173E-1
1.503101517E1,2.842439117E0,1.730401611E-1,2.664459229E-2
1.504102517E1,1.898352356E0,7.065307617E-2,-4.281097412E-1
1.505103617E1,1.116378479E0,1.561253357E-1,-7.800279236E-1
1.506104617E1,5.649252319E-1,3.278182983E-1,-1.126707001E0
1.507105704E1,3.772155762E-2,4.656816101E-1,-1.631307678E0
1.508106704E1,-2.534230042E-1,3.909869385E-1,-2.236798553E0
1.509107804E1,-4.053570557E-1,3.396437073E-1,-2.798879700E0
1.510108804E1,-5.504054260E-1,6.343807983E-1,-3.197800140E0
1.511109904E1,-8.153544617E-1,1.078507233E0,-3.466042328E0
1.512110904E1,-7.885601807E-1,1.056053925E0,-3.672163696E0
1.513112004E1,-2.091151428E-1,8.029302979E-1,-3.488495636E0
1.514113004E1,6.801855469E-1,1.329385529E0,-2.733765106E0
1.515114104E1,2.640958099E0,2.351759491E0,-1.667382660E0
1.516115104E1,5.316344604E0,2.876717834E0,-7.569758606E-1
1.517116204E1,6.260581055E0,4.283342743E0,-6.559359741E-1
1.518117204E1,6.328839111E0,6.405479736E0,2.252815247E-1
1.519118304E1,7.887996826E0,8.985065460E0,2.864293671E0
1.520119304E1,1.380264725E1,1.097472794E1,6.777007141E0
1.521120404E1,2.161100967E1,1.016341507E1,1.188064407E1
1.522121404E1,2.741743515E1,8.234675903E0,1.687620575E1
1.523122504E1,3.124482605E1,8.052953796E0,2.051109695E1
1.524123504E1,3.385539734E1,9.120533752E0,2.139620636E1
1.525124604E1,3.589864838E1,7.567064209E0,1.910836395E1
1.526125604E1,3.533536972E1,4.913083191E0,1.472712479E1
1.527126604E1,3.061912720E1,3.965254211E0,9.638157349E0
1.528127704E1,2.409509399E1,3.884721680E0,5.238506470E0
1.529128704E1,1.818882614E1,3.414549408E0,1.363813934E0
1.530129804E1,1.348321152E1,2.854114838E0,-1.569486237E0
1.531130804E1,9.990973663E0,2.388433228E0,-2.986739044E0
1.532131904E1,7.422913971E0,2.179168396E0,-3.140469360E0
1.533132904E1,5.622308350E0,2.002685394E0,-2.543810120E0
1.534134004E1,4.158652039E0,1.500030670E0,-1.465003510E0
1.535135004E1,2.544259186E0,9.157955933E-1,2.136058044E-1
1.536136104E1,6.572831726E-1,7.711962891E-1,1.868264923E0
1.537137104E1,-9.511221313E-1,7.415579224E-1,3.061733093E0
1.538138204E1,-2.002685394E0,5.001100159E-1,3.430566101E0
1.539139204E1,-2.753973083E0,2.731819153E-1,3.032543793E0
1.540140304E1,-3.427722015E0,2.092648315E-1,2.333347778E0
1.541141304E1,-4.289030914E0,2.971321106E-1,1.615141296E0
1.542142404E1,-5.294639740E0,5.638774109E-1,1.058598633E0
1.543143404E1,-6.458768921E0,1.224304047E0,9.713301086E-1
1.544144504E1,-7.403454437E0,2.144889679E0,1.299597473E0
1.545145504E1,-7.477700043E0,2.961741028E0,1.829944611E0
1.546146604E1,-6.879992981E0,3.575015717E0,2.554737396E0
1.547147604E1,-6.378685455E0,4.085304565E0,3.442990265E0
1.548148704E1,-6.201004944E0,4.378844147E0,4.474944305E0
1.549149704E1,-6.302793274E0,4.906047821E0,5.348976746E0
1.550150704E1,-6.138884125E0,5.609584808E0,6.148464203E0
1.551151804E1,-4.792733459E0,5.934409332E0,6.616241455E0
1.552152804E1,-2.699187012E0,6.045777740E0,7.061116333E0
1.553153904E1,-1.182540894E-2,6.555318146E0,7.545808411E0
1.554154904E1,3.324436798E0,7.230114899E0,7.909552002E0
1.555156004E1,6.565796356E0,7.742200012E0,8.308322754E0
1.556157004E1,9.251511383E0,7.528145142E0,8.449928284E0
1.557158104E1,7.653434601E0,9.140442352E0,9.244775391E0
1.558159104E1,7.249873810E0,1.160297150E1,1.141511215E1
1.559160204E1,1.538695267E1,9.190438385E0,1.235036728E1
1.560161204E1,2.471600281E1,8.374934235E0,1.533531006E1
1.561162304E1,3.312207230E1,1.008872040E1,2.368539597E1
1.562163304E1,4.406746124E1,8.042176208E0,3.241135025E1
1.563164404E1,5.176505402E1,5.403014374E0,3.543805618E1
1.564165404E1,5.074791916E1,4.060156860E0,3.146666473E1
1.565166504E1,4.350732605E1,2.244582367E0,2.324695770E1
1.566167504E1,3.227558258E1,1.946552124E0,1.424228302E1
1.567168604E1,2.287812469E1,9.803114319E-1,7.655530243E0
1.568169604E1,1.579126190E1,-3.682342529E-2,3.273991699E0
1.569170704E1,1.078058167E1,-4.929249573E-1,9.012757874E-1
1.570171704E1,7.561974792E0,-5.252577209E-1,-2.125579834E-1
1.571172804E1,5.707032166E0,-4.583468628E-1,-9.512718201E-1
1.572173804E1,4.965923309E0,-4.779560852E-1,-1.399739227E0
1.573174904E1,4.492906952E0,-4.025129700E-1,-1.451082458E0
1.574175904E1,3.865262146E0,-1.068777466E-1,-1.270408173E0
1.575177004E1,2.644700317E0,1.353186035E-1,-1.010249176E0
1.576178004E1,7.397616577E-1,9.101074219E-2,-9.343569946E-1
1.577179004E1,-1.345102844E0,-5.104385376E-2,-7.467970276E-1
1.578180104E1,-3.169209595E0,-9.220825195E-2,-7.140151978E-2
1.579181104E1,-4.325854340E0,-7.484436035E-4,8.497828674E-1
1.580182204E1,-4.726421356E0,1.206491089E-1,1.929188232E0
1.581183204E1,-4.523293762E0,4.538562012E-1,3.115770721E0
1.582184304E1,-3.993395691E0,1.027014313E0,4.417014771E0
1.583185304E1,-3.450474701E0,1.421444092E0,5.781577148E0
1.584186404E1,-3.011886749E0,1.755100250E0,7.738607483E0
1.585187404E1,-2.567910004E0,1.584754486E0,1.037612274E1
1.586188504E1,-2.087109833E0,9.011260986E-1,1.268686752E1
1.587189504E1,-1.442400513E0,1.345701599E-1,1.422312286E1
1.588190604E1,-4.568499756E-1,-5.412744141E-1,1.491004440E1
1.589191604E1,8.023315430E-1,-1.146316223E0,1.472098755E1
1.590192704E1,2.539618835E0,-1.285975800E0,1.335792206E1
1.591193704E1,4.016597443E0,-7.426057434E-1,1.171883057E1
1.592194804E1,4.999902649E0,-1.936972046E-1,1.002525238E1
1.593195804E1,5.952671356E0,3.707789612E-1,8.172255707E0
1.594196904E1,6.334227905E0,1.129850464E0,5.905968475E0
1.595197904E1,5.666616211E0,2.130369873E0,3.523522797E0
1.596199004E1,4.374503174E0,2.714455261E0,1.431622925E0
1.597200004E1,1.821112976E0,2.577340393E0,-2.215393066E-1
1.598201104E1,-1.590592346E0,2.893333282E0,-9.955796814E-1
1.599202104E1,-1.941013641E0,4.052522736E0,-1.129251709E0
1.600203204E1,2.950813751E0,4.928201752E0,-1.867067413E0
1.601204204E1,9.972711639E0,5.359005890E0,-2.651885376E0
1.602205304E1,1.652817947E1,5.997577972E0,-1.316811676E0
1.603206304E1,2.125385239E1,5.023553467E0,9.834548950E-1
1.604207404E1,2.471016495E1,1.992356873E0,1.773062897E0
1.605208404E1,2.734154297E1,2.739303589E-1,2.266586609E0
1.606209404E1,3.026586182E1,6.653663635E-1,3.786376190E0
1.607210833E1,3.434113724E1,2.123633881E0,5.799539795E0
1.608211833E1,3.859229691E1,3.687431946E0,7.624694366E0
1.609212933E1,4.161421280E1,5.126688995E0,8.703500977E0
1.610213933E1,4.311918320E1,6.339017944E0,9.014105072E0
1.611215033E1,4.134118057E1,6.898105316E0,8.443940735E0
1.612216033E1,3.568624008E1,6.229296112E0,6.341712341E0
1.613217133E1,2.805271408E1,4.664150848E0,3.200494537E0
1.614218133E1,2.087903183E1,3.487896881E0,4.331991577E-1
1.615219233E1,1.563169373E1,3.126548309E0,-1.361867981E0
1.616220233E1,1.277518387E1,3.217409363E0,-2.369273071E0
1.617221333E1,1.169996979E1,3.433859253E0,-2.866988068E0
1.618222333E1,1.109328140E1,4.139342194E0,-3.226390686E0
1.619223433E1,1.032043854E1,5.038672028E0,-3.668571167E0
1.620224433E1,9.262588348E0,5.804479523E0,-4.389472046E0
1.621225533E1,7.768245850E0,6.207291870E0,-5.217250671E0
1.622226533E1,6.177803192E0,6.450236664E0,-5.691913605E0
1.623227633E1,4.640649719E0,6.702312469E0,-5.488037567E0
1.624228633E1,3.131787415E0,6.762936401E0,-4.733007660E0
1.625229733E1,1.794468384E0,6.656507721E0,-3.748355255E0
1.626230733E1,5.456153870E-1,6.741381226E0,-2.523602142E0
1.627231833E1,-5.182223511E-1,7.103478241E0,-1.015488281E0
1.628232833E1,-1.396895142E0,7.500901794E0,5.686674500E-1
1.629233933E1,-2.072290649E0,7.764653320E0,2.003583527E0
1.630234933E1,-2.606230316E0,8.064030762E0,3.230731659E0
1.631236033E1,-3.132236481E0,8.390352173E0,4.080664215E0
1.632237033E1,-3.194207611E0,9.012308807E0,4.843627625E0
1.633238133E1,-3.423231354E0,9.526040497E0,5.785618744E0
1.634239133E1,-3.807033234E0,9.681866455E0,6.555318146E0
1.635240233E1,-3.909719696E0,9.811496887E0,6.847809906E0
1.636241233E1,-4.203858032E0,9.954449615E0,6.572682037E0
1.637242333E1,-4.368066559E0,9.924511871E0,5.613327026E0
1.638243333E1,-4.353247375E0,9.765243073E0,4.495751038E0
1.639244333E1,-4.459376678E0,9.382339325E0,3.398233337E0
1.640245433E1,-4.766238556E0,9.112300873E0,2.446063385E0
1.641246433E1,-4.982239380E0,9.122779083E0,1.947450256E0
1.642247533E1,-4.308340759E0,9.533674622E0,3.075654144E0
