"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.119648542E0,7.192243652E0,-3.749552765E0,-3.817062378E-2
4.129658542E0,7.228019257E0,-3.426374817E0,4.191284180E-3
4.139668542E0,7.578739929E0,-3.253484344E0,4.281097412E-2
4.149679542E0,8.234975281E0,-3.328478394E0,6.975494385E-2
4.159689542E0,9.013805695E0,-3.598816223E0,1.359173584E-1
4.169700542E0,9.728719025E0,-3.990551605E0,2.519261169E-1
4.179710542E0,1.038675064E1,-4.392615509E0,3.686833191E-1
4.189720542E0,1.096679443E1,-4.697980499E0,4.531077576E-1
4.199731542E0,1.135808075E1,-4.946164398E0,4.903802490E-1
4.209741542E0,1.152273834E1,-5.113666077E0,4.911286926E-1
4.219751542E0,1.147049698E1,-5.171445923E0,4.900808716E-1
4.229762542E0,1.129042145E1,-5.126988373E0,5.140310669E-1
4.239772542E0,1.101888611E1,-5.043911133E0,5.643264771E-1
4.249783542E0,1.065499283E1,-4.905299377E0,6.065386963E-1
4.259793542E0,1.020817200E1,-4.705165558E0,6.427633667E-1
4.269803542E0,9.709558868E0,-4.431833954E0,6.652166748E-1
4.279814542E0,9.206754456E0,-4.121379547E0,6.339317322E-1
4.289824542E0,8.774603119E0,-3.827091522E0,5.307962036E-1
4.299834542E0,8.454868011E0,-3.570525055E0,3.597019958E-1
4.309845542E0,8.166417847E0,-3.328328705E0,2.037263489E-1
4.319855542E0,7.880362701E0,-3.134631500E0,3.921844482E-2
4.329865542E0,7.632478180E0,-2.994073792E0,-1.290316772E-1
4.339876542E0,7.500153351E0,-2.919678497E0,-2.868035889E-1
4.349886542E0,7.449558563E0,-2.910098419E0,-4.432283020E-1
4.359897542E0,7.469167786E0,-2.969824219E0,-5.815406799E-1
4.369907542E0,7.555987244E0,-3.061733093E0,-7.119195557E-1
4.379917542E0,7.644153900E0,-3.126548309E0,-8.077203369E-1
4.389928542E0,7.749235382E0,-3.187621307E0,-8.782237244E-1
4.399938542E0,7.906408539E0,-3.250789948E0,-8.985813904E-1
4.409948542E0,8.142018585E0,-3.329226837E0,-8.699908447E-1
4.419959542E0,8.461903381E0,-3.440295868E0,-8.180488586E-1
4.429969542E0,8.705297241E0,-3.544778595E0,-7.432044983E-1
4.439980542E0,8.834777985E0,-3.611988831E0,-6.435118103E-1
4.449990542E0,8.824150085E0,-3.598666534E0,-5.295986938E-1
4.460000542E0,8.651259613E0,-3.542084198E0,-3.929328918E-1
4.470011542E0,8.344248047E0,-3.473227386E0,-2.558180237E-1
4.480021542E0,7.978558502E0,-3.383414154E0,-1.158590698E-1
4.490031542E0,7.590715027E0,-3.321592712E0,2.185455322E-2
4.500042542E0,7.285499725E0,-3.349434814E0,9.220825195E-2
4.510052542E0,7.095694427E0,-3.554508362E0,1.113684082E-1
4.520063542E0,6.990014191E0,-3.861519928E0,1.216969299E-1
4.530073542E0,7.030879211E0,-4.125121765E0,1.619631958E-1
4.540083542E0,7.236401825E0,-4.293671265E0,2.363584900E-1
4.550094542E0,7.647447052E0,-4.260590057E0,3.107537842E-1
4.560104542E0,8.173453217E0,-4.172273712E0,3.526666260E-1
4.570114542E0,8.701854401E0,-4.055217133E0,3.309617615E-1
4.580125542E0,9.215735779E0,-3.891906738E0,2.231858826E-1
4.590135542E0,9.657317505E0,-3.640279999E0,-8.382568359E-3
4.600146542E0,9.937834167E0,-3.340453491E0,-3.234773254E-1
4.610156542E0,1.011731094E1,-3.041225739E0,-6.788383484E-1
4.620166542E0,1.032013916E1,-2.921624451E0,-1.032103729E0
4.630177542E0,1.069825287E1,-3.245550842E0,-1.375190277E0
4.640187542E0,1.121872055E1,-4.029171295E0,-1.592089233E0
4.650197542E0,1.185310135E1,-4.943020935E0,-1.556313629E0
4.660208542E0,1.249691254E1,-5.634732513E0,-1.201102295E0
4.670218542E0,1.293340485E1,-5.848488007E0,-6.727011108E-1
4.680229542E0,1.320134766E1,-5.639821930E0,-7.080276489E-2
4.690239542E0,1.338217163E1,-5.400020599E0,4.402345276E-1
4.700249542E0,1.339714050E1,-5.286406860E0,8.113128662E-1
4.710260542E0,1.331825455E1,-5.129533081E0,1.071471863E0
4.720270542E0,1.307590851E1,-4.869972839E0,1.222208405E0
4.730280542E0,1.260962814E1,-4.605921936E0,1.314865723E0
4.740291542E0,1.203602097E1,-4.357288971E0,1.420246582E0
4.750301542E0,1.139265884E1,-4.174519043E0,1.494641876E0
4.760312542E0,1.072295151E1,-4.058061218E0,1.530567169E0
4.770322542E0,1.005219635E1,-3.915856934E0,1.517095184E0
4.780332542E0,9.439520416E0,-3.736230469E0,1.533860321E0
4.790343542E0,8.936117249E0,-3.609444122E0,1.571731567E0
4.800353542E0,8.563691711E0,-3.612138519E0,1.586251373E0
4.810363542E0,8.319399719E0,-3.735631714E0,1.621128845E0
4.820374542E0,8.206235046E0,-3.890858917E0,1.678010559E0
4.830384542E0,8.191715240E0,-4.070635071E0,1.721719666E0
4.840395542E0,8.220305786E0,-4.282444611E0,1.713337097E0
4.850405542E0,8.337961121E0,-4.469854889E0,1.720073090E0
4.860415542E0,8.449329529E0,-4.649032288E0,1.746717682E0
4.870426542E0,8.503816223E0,-4.774621124E0,1.814526672E0
4.880436542E0,8.478818207E0,-4.798870697E0,1.941612396E0
4.890446542E0,8.397237854E0,-4.683909760E0,2.061513062E0
4.900457542E0,8.206384735E0,-4.491559753E0,2.156864777E0
4.910467542E0,7.967032471E0,-4.284989319E0,2.212099915E0
4.920478542E0,7.739206238E0,-4.131109314E0,2.220033417E0
4.930488542E0,7.535030823E0,-4.034111023E0,2.171983337E0
4.940498542E0,7.403903503E0,-3.990850983E0,2.060165863E0
4.950509542E0,7.365433502E0,-3.969894562E0,1.940414886E0
4.960519542E0,7.385791168E0,-3.973337402E0,1.828896790E0
4.970529542E0,7.437284088E0,-3.963308258E0,1.731000366E0
4.980540542E0,7.489824829E0,-3.940106506E0,1.652114410E0
4.990550542E0,7.523953857E0,-3.916605377E0,1.562750244E0
5.000561542E0,7.593110046E0,-3.853287048E0,1.461261292E0
5.010571542E0,7.716902618E0,-3.775448914E0,1.382525024E0
5.020581542E0,7.873477020E0,-3.764521637E0,1.323397980E0
5.030592542E0,7.986641693E0,-3.804488525E0,1.253493347E0
5.040602542E0,8.100704498E0,-3.813320160E0,1.179696808E0
5.050612542E0,8.214467926E0,-3.795656891E0,1.130149841E0
5.060623542E0,8.289761353E0,-3.827989655E0,1.106349335E0
5.070633042E0,8.341403961E0,-3.887266388E0,1.085991669E0
5.080644042E0,8.385562134E0,-3.988905029E0,1.071172485E0
5.090654042E0,8.413404236E0,-4.075724487E0,1.047371979E0
5.100664042E0,8.406069489E0,-4.124373322E0,1.040785675E0
5.110675042E0,8.402476959E0,-4.140090637E0,1.020128632E0
5.120685042E0,8.402626648E0,-4.142335968E0,9.815089417E-1
5.130696042E0,8.457861786E0,-4.173471222E0,9.448352051E-1
5.140706042E0,8.557853851E0,-4.201612701E0,9.256750488E-1
5.150716042E0,8.712033234E0,-4.234544220E0,9.198371887E-1
5.160727042E0,8.917705536E0,-4.283642120E0,9.607022095E-1
5.170737042E0,9.083710327E0,-4.293371887E0,1.088835754E0
5.180747042E0,9.245374146E0,-4.245621185E0,1.263522491E0
5.190758042E0,9.424551544E0,-4.165088654E0,1.381626892E0
5.200768042E0,9.591604156E0,-4.146078186E0,1.426084442E0
5.210779042E0,9.737850037E0,-4.228556671E0,1.392853546E0
5.220789042E0,9.950557709E0,-4.460125122E0,1.279688873E0
5.230799042E0,1.019544846E1,-4.693040771E0,1.095422058E0
5.240810042E0,1.040770706E1,-4.935835876E0,7.973918152E-1
5.250820042E0,1.069256470E1,-5.356012115E0,4.221221924E-1
5.260831042E0,1.104597977E1,-6.099066925E0,3.817062378E-2
5.270841042E0,1.135134476E1,-6.804849243E0,-2.782713318E-1
5.280851042E0,1.135059631E1,-6.991511078E0,-3.531156921E-1
5.290862042E0,1.098071548E1,-6.552923126E0,-1.678010559E-1
5.300872042E0,1.044258453E1,-5.727389832E0,1.766326904E-1
5.310882042E0,9.906249847E0,-4.830305328E0,5.987548828E-1
5.320893042E0,9.470056915E0,-4.030219116E0,9.398954773E-1
5.330903042E0,9.058562622E0,-3.353626099E0,1.062490540E0
5.340914042E0,8.722361755E0,-2.853216705E0,9.720785522E-1
5.350924042E0,8.482410736E0,-2.608176270E0,7.791297913E-1
5.360934042E0,8.280031586E0,-2.588716736E0,5.755531311E-1
5.370945042E0,8.047565002E0,-2.590213623E0,4.037104797E-1
5.380955042E0,7.687114563E0,-2.575544128E0,2.498304749E-1
5.390965042E0,7.249275055E0,-2.566113739E0,1.552272034E-1
5.400976042E0,6.837481384E0,-2.556084595E0,1.353186035E-1
5.410986042E0,6.508315887E0,-2.624192963E0,1.619631958E-1
5.420997042E0,6.256988525E0,-2.756368103E0,2.362088013E-1
5.431007042E0,6.175557861E0,-2.875220947E0,3.200344849E-1
5.441017042E0,6.287974091E0,-3.033142548E0,3.812571716E-1
5.451028042E0,6.616840210E0,-3.285368042E0,5.935157776E-1
5.461038042E0,7.042105865E0,-3.598067780E0,8.222401428E-1
5.471049042E0,7.421866150E0,-3.865411835E0,1.089584198E0
5.481059042E0,7.717501373E0,-4.107308807E0,1.391656036E0
5.491069042E0,7.981103210E0,-4.364324341E0,1.687291260E0
5.501080042E0,8.196804657E0,-4.571493530E0,1.914668427E0
5.511090042E0,8.344697113E0,-4.769831085E0,2.052531738E0
5.521100042E0,8.455466766E0,-4.949457550E0,2.081571350E0
5.531111042E0,8.554411011E0,-5.034181366E0,2.069895630E0
5.541121042E0,8.684789886E0,-5.039420471E0,2.038011932E0
5.551132042E0,8.843160553E0,-4.980742493E0,1.972897339E0
5.561142042E0,9.039701843E0,-4.930896149E0,1.879790955E0
5.571152042E0,9.286837921E0,-4.862338715E0,1.805096283E0
5.581163042E0,9.598789215E0,-4.732109528E0,1.804497528E0
5.591173042E0,9.932744751E0,-4.559368744E0,1.847009125E0
5.601184042E0,1.022329056E1,-4.355492706E0,1.905836792E0
5.611194042E0,1.039857605E1,-4.141138458E0,1.978286133E0
5.621204042E0,1.044512924E1,-4.007616119E0,1.972448273E0
5.631215042E0,1.041549088E1,-3.956721954E0,1.882036285E0
5.641225042E0,1.035801041E1,-3.944447479E0,1.759291534E0
5.651235042E0,1.025786865E1,-3.940256195E0,1.636846161E0
5.661246042E0,1.011716125E1,-3.898343353E0,1.538201294E0
5.671256042E0,9.873018951E0,-3.810775452E0,1.485211487E0
5.681267042E0,9.582024078E0,-3.808380432E0,1.327738953E0
5.691277042E0,9.392667847E0,-3.922892303E0,1.119372253E0
5.701287042E0,9.258097687E0,-4.078269196E0,8.515791321E-1
5.711298042E0,9.111552429E0,-4.197870483E0,5.737568665E-1
5.721308042E0,8.957672424E0,-4.307442627E0,3.282673645E-1
5.731319042E0,8.780440979E0,-4.389172668E0,8.322692871E-2
5.741329042E0,8.605305176E0,-4.494703217E0,-8.352630615E-2
5.751339042E0,8.423134003E0,-4.611759796E0,-1.851649475E-1
5.761350042E0,8.251441040E0,-4.741390228E0,-2.424957275E-1
5.771360042E0,8.077951813E0,-4.884642334E0,-2.625540161E-1
5.781371042E0,7.895032196E0,-4.988077240E0,-2.447410583E-1
5.791381042E0,7.681875458E0,-5.048850861E0,-1.642085266E-1
5.801391042E0,7.474855957E0,-5.085973663E0,-9.041198730E-2
5.811402042E0,7.357200623E0,-5.122198334E0,-1.422042847E-2
5.821412042E0,7.423063660E0,-5.191204834E0,9.939331055E-2
5.831422042E0,7.621101837E0,-5.276228027E0,2.038760376E-1
5.841433042E0,7.791746979E0,-5.411396942E0,3.070115662E-1
5.851443042E0,7.892487488E0,-5.610632629E0,4.089495850E-1
5.861454042E0,8.004754028E0,-5.848787384E0,5.261558533E-1
5.871464042E0,8.090226288E0,-6.076014862E0,6.384223938E-1
5.881474042E0,8.170160065E0,-6.259233856E0,7.809260559E-1
5.891485042E0,8.199648743E0,-6.366710358E0,9.613009644E-1
5.901495042E0,8.254584503E0,-6.396498413E0,1.147364044E0
5.911506042E0,8.344996490E0,-6.392007751E0,1.328038330E0
5.921516042E0,8.431067505E0,-6.362519073E0,1.477727051E0
5.931526042E0,8.518336029E0,-6.341412964E0,1.600172424E0
5.941537042E0,8.616831207E0,-6.300697632E0,1.659299469E0
5.951547042E0,8.695417786E0,-6.240373077E0,1.676813049E0
5.961558042E0,8.741222534E0,-6.182892609E0,1.652114410E0
5.971568042E0,8.717571716E0,-6.066734161E0,1.610201569E0
5.981578042E0,8.596024475E0,-5.893694000E0,1.548679504E0
5.991589042E0,8.421038361E0,-5.718408508E0,1.395098877E0
6.001599042E0,8.279283142E0,-5.610632629E0,1.155447235E0
6.011609042E0,8.161927185E0,-5.537883911E0,8.824150085E-1
6.021620042E0,8.092770996E0,-5.468727722E0,6.146218872E-1
6.031630042E0,8.098908234E0,-5.409600677E0,3.501219177E-1
6.041641042E0,8.185578003E0,-5.406307526E0,9.939331055E-2
6.051651042E0,8.323141937E0,-5.428012390E0,-9.879455566E-2
6.061661042E0,8.498726807E0,-5.446873169E0,-2.601589966E-1
6.071671917E0,8.623267822E0,-5.445975037E0,-3.876937866E-1
6.081681917E0,8.724756775E0,-5.455106049E0,-4.887336731E-1
6.091692917E0,8.829089813E0,-5.461842041E0,-5.292993164E-1
6.101702917E0,8.930279388E0,-5.472020874E0,-5.489085388E-1
6.111712917E0,9.031618652E0,-5.499713287E0,-5.999523926E-1
6.121723917E0,9.137598267E0,-5.580694885E0,-6.554869080E-1
6.131733917E0,9.219178619E0,-5.664221191E0,-6.709048462E-1
6.141744917E0,9.265731812E0,-5.701643372E0,-6.399192810E-1
6.151754917E0,9.273815002E0,-5.692212982E0,-5.554948425E-1
6.161764917E0,9.256151733E0,-5.597909088E0,-4.423301697E-1
6.171775917E0,9.247918854E0,-5.448968811E0,-3.251239014E-1
6.181785917E0,9.248816986E0,-5.277126160E0,-2.453398132E-1
6.191796917E0,9.276359711E0,-5.070555725E0,-1.727407837E-1
6.201806917E0,9.312734070E0,-4.810546417E0,-1.291813660E-1
6.211816917E0,9.350904694E0,-4.553081818E0,-6.451583862E-2
6.221827917E0,9.431586914E0,-4.380341034E0,-4.191284180E-3
6.231837917E0,9.561816101E0,-4.334236908E0,5.448669434E-2
6.241847917E0,9.649234314E0,-4.441563721E0,1.164578247E-1
6.251858917E0,9.666298828E0,-4.685706024E0,1.543290710E-1
6.261868917E0,9.601782990E0,-5.064717865E0,2.119592285E-1
6.271879917E0,9.481582947E0,-5.488037567E0,3.115022278E-1
6.281889917E0,9.347461853E0,-5.864355011E0,4.794529724E-1
6.291900917E0,9.164093170E0,-6.125112762E0,6.285429382E-1
6.301910917E0,8.981772308E0,-6.252348175E0,7.759863281E-1
6.311920917E0,8.736881561E0,-6.272256775E0,9.616003418E-1
6.321931917E0,8.468040619E0,-6.217321014E0,1.169517975E0
6.331941917E0,8.244555359E0,-6.092181244E0,1.404529266E0
6.341951917E0,8.003706207E0,-5.959257660E0,1.638492737E0
6.351962917E0,7.749085693E0,-5.825735321E0,1.869911499E0
6.361972917E0,7.498955841E0,-5.693560181E0,2.109712830E0
6.371983917E0,7.235803070E0,-5.541326752E0,2.352058868E0
6.381993917E0,6.965764618E0,-5.416636047E0,2.552791443E0
6.392003917E0,6.752458191E0,-5.390440521E0,2.702480164E0
6.402014917E0,6.561605072E0,-5.400020599E0,2.776875458E0
6.412024917E0,6.419251099E0,-5.398374023E0,2.804867249E0
6.422035917E0,6.322552185E0,-5.439688110E0,2.761756897E0
6.432045917E0,6.328988800E0,-5.540578308E0,2.649340668E0
6.442055917E0,6.434070282E0,-5.641019440E0,2.473456421E0
6.452066917E0,6.599476318E0,-5.742957458E0,2.219284973E0
6.462076917E0,6.757547607E0,-5.842650146E0,1.910626831E0
6.472087917E0,6.943311310E0,-5.958808594E0,1.537901917E0
6.482097917E0,7.233857117E0,-6.048921204E0,1.185534668E0
6.492107917E0,7.564968567E0,-6.055657196E0,9.032217407E-1
6.502118917E0,7.846832428E0,-5.999673615E0,6.637197876E-1
6.512128917E0,8.096812592E0,-5.977968750E0,3.924838257E-1
6.522139917E0,8.293353882E0,-5.942342834E0,9.430389404E-2
6.532149917E0,8.405171356E0,-5.906716919E0,-1.971400452E-1
6.542159917E0,8.513246613E0,-5.894741821E0,-4.908293152E-1
6.552170917E0,8.635093231E0,-5.917793884E0,-7.662565613E-1
6.562180917E0,8.840765533E0,-5.990243225E0,-1.055006104E0
6.572191917E0,9.047485657E0,-6.085894318E0,-1.342707825E0
6.582201917E0,9.242230682E0,-6.085295563E0,-1.669328613E0
6.592211917E0,9.381740570E0,-5.982758789E0,-2.009122009E0
6.602222917E0,9.514813843E0,-5.816304932E0,-2.329755249E0
6.612232917E0,9.545799408E0,-5.619164886E0,-2.621199188E0
6.622243917E0,9.431736603E0,-5.399272156E0,-2.874622192E0
6.632253917E0,9.206455078E0,-5.174439697E0,-3.032992859E0
6.642263917E0,8.979676666E0,-5.019212494E0,-3.120710449E0
6.652274917E0,8.838669891E0,-4.987478485E0,-3.156635742E0
6.662284917E0,8.730444946E0,-4.963528290E0,-3.148402863E0
6.672295917E0,8.626111908E0,-4.972210236E0,-3.144810333E0
6.682305917E0,8.521180115E0,-5.041965179E0,-3.071163483E0
6.692315917E0,8.436905365E0,-5.069807281E0,-2.920127563E0
6.702326917E0,8.331674194E0,-5.035977631E0,-2.721939697E0
6.712336917E0,8.205187225E0,-5.000351715E0,-2.524799652E0
6.722347917E0,8.069120178E0,-4.972509613E0,-2.345173187E0
6.732357917E0,7.950716400E0,-4.893923035E0,-2.167193298E0
6.742367917E0,7.926915894E0,-4.780309296E0,-2.040406952E0
6.752378917E0,7.962092743E0,-4.683760071E0,-1.975142670E0
6.762388917E0,8.023315430E0,-4.618645477E0,-1.957778778E0
6.772399917E0,8.116870880E0,-4.596940613E0,-1.906285858E0
6.782409917E0,8.219856720E0,-4.683610382E0,-1.825453949E0
6.792419917E0,8.296647034E0,-4.866829376E0,-1.716480560E0
6.802430917E0,8.337062988E0,-5.093458099E0,-1.554217987E0
6.812440917E0,8.361911316E0,-5.283712463E0,-1.362317047E0
6.822451917E0,8.376431122E0,-5.403164062E0,-1.177002411E0
6.832461917E0,8.399932251E0,-5.431455231E0,-1.008602600E0
6.842471917E0,8.424930267E0,-5.407055969E0,-8.722361755E-1
6.852482917E0,8.525521088E0,-5.361700287E0,-7.529342651E-1
6.862492917E0,8.646918640E0,-5.354814606E0,-6.295907593E-1
6.872503917E0,8.814719696E0,-5.347030792E0,-5.303471375E-1
6.882513917E0,9.004075928E0,-5.388644257E0,-4.200265503E-1
6.892523917E0,9.184001770E0,-5.495522003E0,-3.234773254E-1
6.902534917E0,9.394913177E0,-5.561534729E0,-1.999841309E-1
6.912544917E0,9.549391937E0,-5.551954651E0,-6.601272583E-2
6.922555917E0,9.620494080E0,-5.460494843E0,2.245330811E-2
6.932565917E0,9.545050964E0,-5.283413086E0,3.278182983E-2
6.942575917E0,9.358089752E0,-5.008883972E0,-1.152603149E-2
6.952586917E0,9.103469238E0,-4.745282135E0,-1.082249451E-1
6.962596917E0,8.759185181E0,-4.542603607E0,-2.930905151E-1
6.972607917E0,8.384664001E0,-4.392765198E0,-5.125341797E-1
6.982617917E0,8.050708466E0,-4.330345001E0,-7.029382324E-1
6.992627917E0,7.777975616E0,-4.313579865E0,-8.340655518E-1
7.002638917E0,7.535479889E0,-4.362228699E0,-9.050180054E-1
7.012648917E0,7.301217041E0,-4.466561737E0,-9.614506531E-1
7.022659917E0,7.123087463E0,-4.591102753E0,-1.008303223E0
7.032669917E0,7.047494659E0,-4.764142914E0,-1.061891785E0
7.042679917E0,7.038513336E0,-4.936135254E0,-1.143172760E0
7.052690917E0,7.004683685E0,-5.075944519E0,-1.222807159E0
7.062700917E0,6.943610687E0,-5.220244446E0,-1.306183777E0
7.072712042E0,6.879543915E0,-5.364694061E0,-1.388811951E0
7.082722042E0,6.800807648E0,-5.462141418E0,-1.449884949E0
7.092732042E0,6.764882355E0,-5.554499359E0,-1.491049347E0
7.102743042E0,6.811734924E0,-5.616919556E0,-1.465302887E0
7.112753042E0,6.927144928E0,-5.638923798E0,-1.360371094E0
7.122764042E0,7.099436646E0,-5.672753448E0,-1.182989960E0
7.132774042E0,7.275320892E0,-5.704637146E0,-9.714797974E-1
7.142784042E0,7.382048950E0,-5.639073486E0,-7.503895569E-1
7.152795042E0,7.450456696E0,-5.482798462E0,-5.328918457E-1
7.162805042E0,7.494016113E0,-5.254074097E0,-3.595523071E-1
7.172816042E0,7.539820862E0,-5.004842377E0,-2.697390747E-1
7.182826042E0,7.634424133E0,-4.749473419E0,-2.460882568E-1
7.192836042E0,7.742948456E0,-4.567152557E0,-3.218307495E-1
7.202847042E0,7.894433441E0,-4.490362244E0,-4.915777588E-1
7.212857042E0,8.080646210E0,-4.488116913E0,-6.806346130E-1
7.222868042E0,8.262368317E0,-4.537514191E0,-8.646020508E-1
7.232878042E0,8.413703613E0,-4.595743103E0,-1.034947815E0
7.242888042E0,8.513396301E0,-4.677922211E0,-1.195114746E0
7.252899042E0,8.579708405E0,-4.757706299E0,-1.329086151E0
7.262909042E0,8.678353271E0,-4.810247040E0,-1.436862030E0
7.272920042E0,8.779393158E0,-4.827311554E0,-1.515149231E0
7.282930042E0,8.973090363E0,-4.878804474E0,-1.591191101E0
7.292941042E0,9.439370728E0,-5.269342346E0,-1.708547058E0
7.302951042E0,9.936486969E0,-5.848188629E0,-1.757644958E0
7.312961042E0,1.027672943E1,-6.308032379E0,-1.764380951E0
7.322972042E0,1.057625656E1,-6.617139587E0,-1.617686005E0
7.332982042E0,1.073328003E1,-6.775210876E0,-1.387315063E0
7.342993042E0,1.095466965E1,-6.939269714E0,-1.234482880E0
7.353003042E0,1.125314896E1,-7.135212250E0,-1.159788208E0
7.363013042E0,1.143457169E1,-7.151528320E0,-1.098864899E0
7.373024042E0,1.142109970E1,-6.867419128E0,-9.610015869E-1
7.383034042E0,1.121333176E1,-6.263275452E0,-7.247927856E-1
7.393045042E0,1.087623276E1,-5.471422119E0,-4.170327759E-1
7.403055042E0,1.054182816E1,-4.654421082E0,-7.634124756E-2
7.413065042E0,1.040426422E1,-3.909120941E0,2.857557678E-1
7.423076042E0,1.035277130E1,-3.269650726E0,6.649172974E-1
7.433086042E0,1.032298325E1,-2.777025146E0,9.843530273E-1
7.443097042E0,1.025592270E1,-2.383044434E0,1.228645020E0
7.453107042E0,1.008138565E1,-2.157912598E0,1.353784790E0
7.463117042E0,9.792785797E0,-2.190844116E0,1.317260742E0
7.473128042E0,9.422006836E0,-2.520907745E0,1.082548828E0
7.483138042E0,8.969348145E0,-3.023712158E0,6.628216553E-1
7.493149042E0,8.582552490E0,-3.543880463E0,1.995350647E-1
7.503159042E0,8.342152405E0,-4.080664215E0,-1.947450256E-1
7.513169042E0,8.231382751E0,-4.683909760E0,-4.912783813E-1
7.523180042E0,8.315657501E0,-5.368136902E0,-6.857240295E-1
7.533190042E0,8.455017700E0,-6.085744629E0,-7.869136047E-1
7.543201042E0,8.545579376E0,-6.706803131E0,-7.521858215E-1
7.553211042E0,8.537945251E0,-7.082372131E0,-6.578819275E-1
7.563222042E0,8.398135986E0,-7.128925323E0,-5.150788879E-1
7.573232042E0,8.224946136E0,-6.895560608E0,-3.451821899E-1
7.583242042E0,8.134833527E0,-6.512956238E0,-2.338137817E-1
7.593253042E0,8.144862671E0,-6.109096069E0,-1.972897339E-1
7.603263042E0,8.188422089E0,-5.652096405E0,-2.318678284E-1
7.613274042E0,8.199948120E0,-5.174888763E0,-2.579136658E-1
7.623284042E0,8.184530182E0,-4.747677155E0,-2.733316040E-1
7.633294042E0,8.183332672E0,-4.410578156E0,-2.586621094E-1
7.643305042E0,8.206684113E0,-4.185146942E0,-2.484832764E-1
7.653315042E0,8.161478119E0,-4.049528961E0,-2.154020691E-1
7.663326042E0,8.035889282E0,-3.930975494E0,-1.568737793E-1
7.673336042E0,7.886799316E0,-3.796555023E0,-1.184037781E-1
7.683346042E0,7.780520325E0,-3.724554749E0,-1.249900818E-1
7.693357042E0,7.718100128E0,-3.768862610E0,-1.079255676E-1
7.703367042E0,7.643704834E0,-3.857328644E0,-4.745132446E-2
7.713378042E0,7.534282379E0,-3.983516235E0,3.353027344E-2
7.723388042E0,7.459887085E0,-4.148323517E0,1.457968140E-1
7.733398042E0,7.445217590E0,-4.369114380E0,2.896476746E-1
7.743409042E0,7.482639771E0,-4.587510223E0,4.340972900E-1
7.753419042E0,7.576943665E0,-4.801415405E0,5.629792786E-1
7.763430042E0,7.733667755E0,-5.023703156E0,6.388714600E-1
7.773440042E0,7.918832703E0,-5.215753784E0,6.249504089E-1
7.783451042E0,8.128097534E0,-5.337600403E0,5.063969421E-1
7.793461042E0,8.336763611E0,-5.374124451E0,3.074606323E-1
7.803471042E0,8.533005524E0,-5.366490326E0,8.083190918E-2
7.813482042E0,8.699609070E0,-5.306315460E0,-1.472937012E-1
7.823492042E0,8.833430786E0,-5.232369232E0,-3.707789612E-1
7.833503042E0,8.970545654E0,-5.193150787E0,-6.059399414E-1
7.843513042E0,9.122629395E0,-5.219046936E0,-7.782316589E-1
7.853523042E0,9.272467804E0,-5.331014099E0,-8.939410400E-1
7.863534042E0,9.457183685E0,-5.570815430E0,-9.113049316E-1
7.873544042E0,9.637708282E0,-5.847589874E0,-8.402027893E-1
7.883555042E0,9.789941711E0,-6.151158600E0,-6.884184265E-1
7.893565042E0,9.901759186E0,-6.465355225E0,-5.388793945E-1
7.903576042E0,9.950258331E0,-6.744824066E0,-3.682342529E-1
7.913586042E0,9.915380859E0,-6.953340454E0,-2.284249878E-1
7.923596042E0,9.797126770E0,-7.117399292E0,-3.727249146E-2
7.933607042E0,9.559121704E0,-7.241640930E0,1.800755310E-1
7.943617042E0,9.357191620E0,-7.426356812E0,3.808081055E-1
7.953628042E0,9.376651154E0,-7.873027954E0,5.580395508E-1
7.963638042E0,9.408085785E0,-8.486003265E0,6.917115784E-1
7.973648042E0,9.132059784E0,-8.777447205E0,8.605604553E-1
7.983659042E0,8.661288757E0,-8.687184906E0,1.087937622E0
7.993669042E0,7.981851654E0,-8.291856995E0,1.290466461E0
8.003680042E0,7.281458130E0,-7.783963165E0,1.387913818E0
8.013690042E0,6.719077606E0,-7.394323425E0,1.309626617E0
8.023700042E0,6.522835693E0,-7.306306458E0,1.026415558E0
8.033711042E0,6.620881805E0,-7.351662140E0,6.873706055E-1
8.043721042E0,6.687044220E0,-7.155120850E0,4.689747620E-1
8.053732042E0,6.632258148E0,-6.684649200E0,3.836521912E-1
8.063742042E0,6.615493011E0,-6.126759338E0,3.092568970E-1
8.073752667E0,6.631360016E0,-5.668711853E0,9.819580078E-2
8.083762667E0,6.615043945E0,-5.298531647E0,-1.755848694E-1
8.093772667E0,6.555318146E0,-5.027894440E0,-4.701722717E-1
8.103783667E0,6.409072266E0,-4.748724976E0,-7.229965210E-1
8.113793667E0,6.192921753E0,-4.446503448E0,-8.800199890E-1
8.123804667E0,6.013444977E0,-4.257147217E0,-1.019080811E0
8.133814667E0,5.976172485E0,-4.168830872E0,-1.122366028E0
8.143824667E0,6.077511749E0,-4.108955383E0,-1.132095795E0
8.153835667E0,6.265371094E0,-4.112847290E0,-1.098415833E0
8.163845667E0,6.537355499E0,-4.180356903E0,-1.027014313E0
8.173856667E0,6.886728973E0,-4.400998077E0,-9.014254761E-1
8.183866667E0,7.212002563E0,-4.647086334E0,-7.276368713E-1
8.193876667E0,7.544161835E0,-4.885540466E0,-5.396278381E-1
8.203887667E0,7.882308655E0,-5.176984406E0,-3.221301270E-1
8.213897667E0,8.211923218E0,-5.502257996E0,-8.861572266E-2
