"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.073632006E1,1.408402443E0,1.130328751E1,3.334736347E0,1.186879827E1
2.074109068E1,1.173974037E0,1.127124214E1,2.853139162E0,1.168586828E1
2.074586204E1,9.500408173E-1,1.122312546E1,2.492696524E0,1.153579900E1
2.075063428E1,7.483415604E-1,1.109399605E1,2.140340567E0,1.132333083E1
2.075540563E1,5.354127884E-1,1.102914047E1,1.961484909E0,1.121499128E1
2.076017620E1,2.517013550E-1,1.091769981E1,1.830151081E0,1.107289374E1
2.076494766E1,-2.052288055E-1,1.076679611E1,1.862180352E0,1.092857415E1
2.076971980E1,-8.133096695E-1,1.052137566E1,1.962896228E0,1.073376821E1
2.077449115E1,-1.521675110E0,1.020824909E1,2.100385904E0,1.053259064E1
2.077926178E1,-2.260427952E0,9.928574562E0,2.376515150E0,1.045628766E1
2.078403313E1,-3.089048386E0,9.706621170E0,2.717768431E0,1.054262679E1
2.078880537E1,-3.985642433E0,9.592463493E0,3.163046837E0,1.085843298E1
2.079357667E1,-4.847077847E0,9.438213348E0,3.578961372E0,1.119745504E1
2.079834730E1,-5.740258694E0,9.160825729E0,4.097187042E0,1.156106568E1
2.080311876E1,-6.638836861E0,8.833340645E0,4.564508438E0,1.195561789E1
2.080789089E1,-7.506945610E0,8.538122177E0,4.964238167E0,1.240554002E1
2.081266219E1,-8.375789642E0,8.266598701E0,5.334537029E0,1.292082782E1
2.081743282E1,-9.207256317E0,8.160239220E0,5.689230919E0,1.355471953E1
2.082220428E1,-9.834093094E0,8.199801445E0,5.982583046E0,1.413284935E1
2.082697641E1,-1.028529453E1,8.241269112E0,6.161677361E0,1.454895419E1
2.083174777E1,-1.048461151E1,8.222202301E0,6.245379448E0,1.471517766E1
2.083651839E1,-1.064757156E1,8.223322868E0,6.367206097E0,1.488405632E1
2.084128974E1,-1.065938950E1,8.194016457E0,6.448046684E0,1.491112994E1
2.084606199E1,-1.048902225E1,8.229331970E0,6.547758102E0,1.485310165E1
2.085083329E1,-1.030881691E1,8.226048470E0,6.665909767E0,1.477748059E1
2.085560391E1,-1.020959568E1,8.174018860E0,6.718163490E0,1.470320200E1
2.086037537E1,-9.997385979E0,8.099075317E0,6.604093075E0,1.446225407E1
2.086514751E1,-9.698339462E0,8.043652534E0,6.410131454E0,1.413675775E1
2.086991881E1,-9.429445267E0,7.966343880E0,6.181679726E0,1.380544230E1
2.087468943E1,-9.250262260E0,7.792800903E0,5.978155613E0,1.349197696E1
2.087946089E1,-9.203471184E0,7.436851025E0,5.792145729E0,1.317420158E1
2.088423303E1,-9.250476837E0,7.054836273E0,5.592850685E0,1.290821503E1
2.088900438E1,-9.398288727E0,6.681136608E0,5.483098030E0,1.276831161E1
2.089377501E1,-9.587154388E0,6.343646049E0,5.395923138E0,1.269926616E1
2.089854636E1,-9.702395439E0,5.998662472E0,5.298609734E0,1.257758696E1
2.090331860E1,-9.698810577E0,5.762495041E0,5.189908981E0,1.241806873E1
2.090808990E1,-9.497734070E0,5.719501972E0,5.072978973E0,1.219240628E1
2.091286053E1,-9.025405884E0,5.788671494E0,5.017600536E0,1.183820021E1
2.091763188E1,-8.253453255E0,5.974038124E0,5.051593781E0,1.137221271E1
2.092240412E1,-7.258785725E0,6.267865658E0,5.154695988E0,1.088792913E1
2.092717542E1,-6.228276253E0,6.480810165E0,5.262987137E0,1.041591854E1
2.093194605E1,-5.190898418E0,6.656151772E0,5.290713310E0,9.961999304E0
2.093671751E1,-4.003306389E0,6.808464050E0,5.148007393E0,9.427811246E0
2.094148964E1,-2.689518929E0,7.085942745E0,4.989278793E0,9.073973745E0
2.094626100E1,-1.175294876E0,7.368649483E0,4.962163925E0,8.961103953E0
2.095103157E1,4.654045105E-1,7.684998989E0,5.083081245E0,9.225699202E0
2.095580303E1,2.235390663E0,7.958096027E0,5.374277115E0,9.859569884E0
2.096057516E1,4.051066399E0,8.102339745E0,5.910694122E0,1.081643903E1
2.096534652E1,6.034419060E0,8.087625504E0,6.410388470E0,1.195478900E1
2.097011714E1,7.860076904E0,7.955330849E0,6.959958553E0,1.317228609E1
2.097488850E1,9.563857079E0,7.907153606E0,7.695979595E0,1.460200474E1
2.097966074E1,1.124833488E1,8.220933914E0,8.377090454E0,1.625682738E1
2.098443204E1,1.300404930E1,8.874840736E0,9.175358772E0,1.822238472E1
2.098920266E1,1.492884922E1,9.590562820E0,9.902976036E0,2.032039292E1
2.099397412E1,1.727162361E1,9.991104126E0,1.033622360E1,2.247150779E1
2.099874626E1,2.003269196E1,9.658544540E0,1.031674671E1,2.451594364E1
2.100351761E1,2.296609116E1,8.495855331E0,9.909729958E0,2.641635192E1
2.100828818E1,2.551050186E1,6.709873676E0,9.192673683E0,2.793408956E1
2.101305964E1,2.734392166E1,4.751965523E0,8.200342178E0,2.893988321E1
2.101783178E1,2.835227013E1,3.006867886E0,6.989414692E0,2.935548319E1
2.102260313E1,2.856724739E1,1.782958031E0,5.465202808E0,2.913992115E1
2.102737376E1,2.833893585E1,8.431487083E-1,3.889195681E0,2.861698845E1
2.103214511E1,2.780898285E1,-3.739676476E-1,2.424936771E0,2.791701448E1
2.103691730E1,2.691083908E1,-1.981423378E0,1.156856775E0,2.700847305E1
2.104168865E1,2.557798386E1,-3.697201014E0,3.718211055E-1,2.584648534E1
2.104645928E1,2.372449303E1,-5.351744652E0,-4.632270336E-2,2.432066788E1
2.105123063E1,2.154111099E1,-7.047795296E0,-2.083716393E-1,2.266570758E1
2.105600287E1,1.910793686E1,-8.770946503E0,-1.638992429E-1,2.102545164E1
2.106077417E1,1.660762787E1,-1.047854424E1,1.595836878E-2,1.963704274E1
2.106554480E1,1.421795750E1,-1.214527321E1,8.324381709E-2,1.869932903E1
2.107031626E1,1.172698307E1,-1.363874054E1,2.295644283E-1,1.798860960E1
2.107508839E1,9.293441772E0,-1.497723198E1,1.583551466E-1,1.762698539E1
2.107985974E1,7.107408524E0,-1.604806328E1,-4.733285308E-2,1.755157632E1
2.108463032E1,5.122460365E0,-1.695442772E1,-3.970959783E-1,1.771580946E1
2.108940178E1,3.433115482E0,-1.787329865E1,-8.730528355E-1,1.822095792E1
2.109417391E1,2.112544060E0,-1.871867180E1,-1.300145149E0,1.888231696E1
2.109894527E1,1.129163265E0,-1.942418861E1,-1.741409302E0,1.953475414E1
2.110371584E1,5.453500748E-1,-2.006756210E1,-2.327488422E0,2.020944477E1
2.110848730E1,2.997617722E-1,-2.057860947E1,-2.989224672E0,2.079674227E1
2.111325943E1,2.602205276E-1,-2.095475769E1,-3.625455618E0,2.126766355E1
2.111803079E1,2.686486244E-1,-2.122691154E1,-4.255822659E0,2.165100396E1
2.112280141E1,2.592325211E-2,-2.133714294E1,-4.791417122E0,2.186851662E1
2.112757277E1,-5.185604095E-1,-2.135854530E1,-5.237891197E0,2.199754228E1
2.113234501E1,-1.275473595E0,-2.151840973E1,-5.852375507E0,2.233649680E1
2.113711631E1,-2.070266724E0,-2.180883789E1,-6.630959511E0,2.288844771E1
2.114188693E1,-3.022690296E0,-2.212185669E1,-7.398563385E0,2.352130822E1
2.114665829E1,-4.199916840E0,-2.248129845E1,-8.080965996E0,2.425592902E1
2.115143053E1,-5.533153057E0,-2.290132713E1,-8.852631569E0,2.516854491E1
2.115620183E1,-7.066454411E0,-2.332176971E1,-9.595252991E0,2.618985682E1
2.116097245E1,-8.761035919E0,-2.378686714E1,-1.017031574E1,2.731311262E1
2.116574391E1,-1.042515850E1,-2.423077583E1,-1.045315170E1,2.837398118E1
2.117051605E1,-1.195082855E1,-2.452798271E1,-1.043295097E1,2.921114008E1
2.117528740E1,-1.322275066E1,-2.474673653E1,-1.015972519E1,2.984061192E1
2.118005798E1,-1.428783894E1,-2.481448364E1,-9.592473984E0,3.019795518E1
2.118482943E1,-1.509946060E1,-2.471129227E1,-8.840275764E0,3.027857578E1
2.118960157E1,-1.564193153E1,-2.451048660E1,-8.066898346E0,3.017463876E1
2.119437292E1,-1.587517643E1,-2.420421219E1,-7.251317024E0,2.984035377E1
2.119914350E1,-1.579226112E1,-2.372749329E1,-6.363185883E0,2.920410217E1
2.120391495E1,-1.533574295E1,-2.311123085E1,-5.517974377E0,2.828006444E1
2.120868709E1,-1.451210403E1,-2.224343300E1,-4.641938686E0,2.696143672E1
2.121345844E1,-1.349026775E1,-2.124901772E1,-3.907287359E0,2.547106147E1
2.121822907E1,-1.234556103E1,-2.014067841E1,-3.202266216E0,2.383934380E1
2.122300042E1,-1.094251251E1,-1.881673431E1,-2.570851326E0,2.191842483E1
2.122777266E1,-9.439577103E0,-1.730052757E1,-2.080844402E0,1.981776434E1
2.123254396E1,-7.806276798E0,-1.576607800E1,-1.644775629E0,1.766953479E1
2.123731459E1,-6.182244778E0,-1.420539093E1,-1.445883155E0,1.555968702E1
2.124208594E1,-4.597090721E0,-1.255078793E1,-1.399576664E0,1.343928330E1
2.124685818E1,-3.276795387E0,-1.083738518E1,-1.438888192E0,1.141300595E1
2.125162949E1,-2.167700291E0,-9.178808212E0,-1.250763655E0,9.513876942E0
2.125640011E1,-1.089782715E0,-7.496821880E0,-1.413341045E0,7.706328411E0
2.126117157E1,-1.384038925E-1,-5.760880947E0,-1.473019838E0,5.947830896E0
2.126594370E1,6.196079254E-1,-3.987914562E0,-1.344686747E0,4.253887514E0
2.127071506E1,1.337267876E0,-2.227931976E0,-1.108065248E0,2.824849528E0
2.127548563E1,2.152835846E0,-5.784130096E-1,-6.188650727E-1,2.313494709E0
2.128025709E1,3.199756622E0,9.132514000E-1,4.827356339E-2,3.327882344E0
2.128502923E1,4.427369118E0,2.163504601E0,8.416066766E-1,4.999065039E0
2.128980058E1,5.777896881E0,3.126986027E0,1.664828300E0,6.777446957E0
2.129457120E1,7.179247856E0,3.813427448E0,2.316277981E0,8.452749397E0
2.129934256E1,8.664834023E0,4.229831219E0,2.544965506E0,9.972345271E0
2.130411474E1,1.005315018E1,4.485574245E0,2.367151260E0,1.126008925E1
2.130888610E1,1.127776337E1,4.730659962E0,1.909050703E0,1.237786592E1
2.131365672E1,1.224301624E1,5.020817280E0,1.535743952E0,1.332135738E1
2.131842808E1,1.288167572E1,5.591909409E0,1.556616187E0,1.412905072E1
2.132320032E1,1.347805309E1,6.581499100E0,2.018358707E0,1.513432580E1
2.132797162E1,1.435466766E1,7.954077721E0,2.700635433E0,1.663181493E1
2.133274225E1,1.582913685E1,9.453507423E0,3.408729553E0,1.874966168E1
2.133751360E1,1.796773148E1,1.063217545E1,4.085663319E0,2.127381428E1
2.134228584E1,2.051630402E1,1.136771965E1,4.800156593E0,2.394128827E1
2.134705714E1,2.320683670E1,1.194109631E1,5.437858582E0,2.665928275E1
2.135182777E1,2.572192192E1,1.262162590E1,5.848342419E0,2.924253438E1
2.135659912E1,2.798166656E1,1.349283218E1,5.853636742E0,3.161163152E1
2.136137136E1,2.973185539E1,1.415726852E1,5.576600552E0,3.339925075E1
2.136614266E1,3.071110725E1,1.440588570E1,5.085160255E0,3.430102777E1
2.137091329E1,3.082043839E1,1.400098324E1,4.561413765E0,3.415748014E1
2.137568474E1,3.005844879E1,1.307532120E1,4.165812016E0,3.304282612E1
2.138045688E1,2.857649231E1,1.185826015E1,3.960284233E0,3.119163506E1
2.138522824E1,2.658774948E1,1.048360443E1,3.917316437E0,2.884717928E1
2.138999881E1,2.426206589E1,8.979981422E0,3.770048380E0,2.614385534E1
2.139477027E1,2.154655266E1,7.479086876E0,3.640946388E0,2.309647511E1
2.139954240E1,1.852451897E1,6.009902000E0,3.532220125E0,1.979275888E1
2.140431376E1,1.552559280E1,4.572437286E0,3.320166588E0,1.652194664E1
2.140908433E1,1.242694283E1,3.303004026E0,3.093234539E0,1.322523510E1
2.141385579E1,9.452461243E0,2.110816002E0,2.870500565E0,1.010169992E1
2.141862792E1,6.710980415E0,1.062878847E0,2.630465031E0,7.286035675E0
2.142339928E1,4.258708954E0,1.132755280E-1,2.387614727E0,4.883660244E0
2.142816985E1,2.073108673E0,-7.055692673E-1,2.125540733E0,3.051807820E0
2.143294131E1,1.892051697E-1,-1.340155840E0,1.765700579E0,2.224750504E0
2.143771344E1,-1.379416466E0,-1.794785738E0,1.425741911E0,2.675216931E0
2.144248480E1,-2.681245804E0,-2.124239445E0,1.163120866E0,3.613076588E0
2.144725542E1,-3.776535511E0,-2.328563690E0,9.464943409E-1,4.536549445E0
2.145202678E1,-4.560271740E0,-2.434626818E0,7.486712933E-1,5.223408350E0
2.145679902E1,-5.061364651E0,-2.438398361E0,5.518526435E-1,5.645151905E0
2.146157032E1,-5.320259094E0,-2.324654102E0,3.672624528E-1,5.817564373E0
2.146634094E1,-5.427453995E0,-2.099869490E0,1.370952427E-1,5.821125651E0
2.147111230E1,-5.473330498E0,-1.866129398E0,-3.136062622E-2,5.782799422E0
2.147588454E1,-5.591331005E0,-1.691596031E0,-1.122760475E-1,5.842695050E0
2.148065584E1,-5.742686272E0,-1.550808668E0,-9.660688043E-2,5.949183644E0
2.148542646E1,-5.907974243E0,-1.506333113E0,-1.252597570E-1,6.098269354E0
2.149019782E1,-6.084596634E0,-1.515294313E0,-1.164541841E-1,6.271522513E0
2.149497006E1,-6.336905479E0,-1.458357573E0,-1.580066681E-1,6.504471075E0
2.149974136E1,-6.623925209E0,-1.469874620E0,-2.965116501E-1,6.791526760E0
2.150451198E1,-6.971777916E0,-1.514102221E0,-4.396770000E-1,7.147832448E0
2.150928344E1,-7.246359825E0,-1.567307472E0,-6.194005013E-1,7.439747335E0
2.151405558E1,-7.521862984E0,-1.631930351E0,-8.245241046E-1,7.740895259E0
2.151882688E1,-7.831813335E0,-1.715082407E0,-9.460572004E-1,8.073031154E0
2.152359751E1,-8.149927139E0,-1.771274328E0,-9.447054863E-1,8.393520929E0
2.152836896E1,-8.461738586E0,-1.760247946E0,-8.916607499E-1,8.688760074E0
2.153314110E1,-8.767222404E0,-1.775526762E0,-8.626969457E-1,8.986708518E0
2.153791245E1,-9.092642784E0,-1.798122168E0,-8.070437908E-1,9.303801148E0
2.154268303E1,-9.476222038E0,-1.849602699E0,-6.863273978E-1,9.679403885E0
2.154745449E1,-9.879798889E0,-1.874549627E0,-5.031937957E-1,1.006864273E1
2.155222662E1,-1.028667068E1,-1.824989796E0,-3.321128488E-1,1.045258248E1
2.155699798E1,-1.068253803E1,-1.698423862E0,-2.172718495E-1,1.081889410E1
2.156176855E1,-1.115356064E1,-1.525782824E0,1.380203068E-1,1.125828485E1
2.156654001E1,-1.157314396E1,-1.445246696E0,4.276747704E-1,1.167087421E1
2.157131214E1,-1.192712402E1,-1.336853981E0,6.289328337E-1,1.201827868E1
2.157608350E1,-1.220363235E1,-1.143231630E0,8.913480639E-1,1.228943134E1
2.158085407E1,-1.244323921E1,-7.787759304E-1,1.165518641E0,1.252194584E1
2.158562553E1,-1.277509308E1,-3.131046295E-1,1.433016539E0,1.285902695E1
2.159039766E1,-1.310351944E1,7.926225662E-2,1.637611866E0,1.320569108E1
2.159516902E1,-1.340235233E1,3.652143478E-1,1.748071313E0,1.352080556E1
2.159993959E1,-1.369084835E1,6.311650276E-1,1.800288200E0,1.382312322E1
2.160471105E1,-1.389962006E1,9.320640564E-1,1.880342364E0,1.405716431E1
2.160948318E1,-1.397107410E1,1.252991199E0,1.890456319E0,1.415396495E1
2.161425454E1,-1.394557285E1,1.624239922E0,1.859839916E0,1.416249138E1
2.161902516E1,-1.392794132E1,2.006677628E0,1.840076923E0,1.419155339E1
2.162379652E1,-1.398934937E1,2.322914600E0,1.904079318E0,1.430815662E1
2.162856870E1,-1.414860725E1,2.532173157E0,1.997745633E0,1.451158075E1
2.163334006E1,-1.421927643E1,2.639901638E0,2.219589472E0,1.463159186E1
2.163811068E1,-1.416581726E1,2.713733196E0,2.574389696E0,1.465135519E1
2.164288204E1,-1.406035614E1,2.739940166E0,2.994904041E0,1.463455968E1
2.164765422E1,-1.393680096E1,2.709799290E0,3.466152191E0,1.461477486E1
2.165242558E1,-1.375490761E1,2.612212658E0,3.953526258E0,1.454824760E1
2.165719620E1,-1.345761967E1,2.639140129E0,4.623007774E0,1.447220745E1
2.166196756E1,-1.302839661E1,2.723722935E0,5.157652855E0,1.427442355E1
2.166673980E1,-1.244332314E1,2.877792835E0,5.673649311E0,1.397527383E1
2.167151110E1,-1.158992958E1,3.038906574E0,6.127061367E0,1.345742553E1
2.167628173E1,-1.061642933E1,3.256888866E0,6.267748833E0,1.275149294E1
2.168105308E1,-9.701885223E0,3.569367886E0,6.062257290E0,1.198406974E1
2.168582532E1,-8.850576401E0,3.911052227E0,5.840496540E0,1.130223128E1
2.169059662E1,-7.863710403E0,4.207355022E0,5.690700531E0,1.057940689E1
2.169536724E1,-6.887588501E0,4.415334225E0,5.406021595E0,9.806075727E0
2.170013860E1,-6.170259953E0,4.319133282E0,5.203043938E0,9.154162245E0
2.170491084E1,-5.954723358E0,4.021582603E0,5.502507210E0,9.050383556E0
2.170968214E1,-5.829738140E0,4.031130791E0,6.671575546E0,9.733744526E0
2.171445277E1,-5.345620155E0,5.031970978E0,8.516192436E0,1.124375028E1
2.171922422E1,-3.801953316E0,7.106845379E0,1.038008785E1,1.314185391E1
2.172399636E1,-4.084219933E-1,9.348374367E0,1.155622482E1,1.486960806E1
2.172876771E1,4.772252560E0,1.090372562E1,1.217646980E1,1.702739099E1
2.173353829E1,1.123112869E1,1.147257137E1,1.244164848E1,2.031139490E1
2.173830975E1,1.835063553E1,1.150722027E1,1.223877907E1,2.487869883E1
2.174308188E1,2.561348724E1,1.171031570E1,1.132163620E1,3.035393992E1
2.174785318E1,3.282892609E1,1.234428596E1,9.802235603E0,3.641707850E1
2.175262381E1,3.966115952E1,1.322986221E1,8.362892151E0,4.263771562E1
2.175739527E1,4.563027954E1,1.388312435E1,7.364734650E0,4.826077982E1
2.176216740E1,5.009000397E1,1.364418602E1,6.769625187E0,5.235456174E1
2.176693876E1,5.276846695E1,1.232819462E1,6.771117210E0,5.461083697E1
2.177170933E1,5.373717499E1,1.025752163E1,7.189250469E0,5.517776770E1
2.177648079E1,5.309302521E1,7.853720188E0,7.651380539E0,5.421341043E1
2.178125292E1,5.103540039E1,5.421135426E0,7.832463741E0,5.191674384E1
2.178602428E1,4.781126404E1,3.180043697E0,8.122478485E0,4.860045580E1
2.179079485E1,4.380281830E1,6.842503548E-1,8.042310715E0,4.454024979E1
2.179556631E1,3.932867432E1,-2.178622246E0,7.545193195E0,4.010512385E1
2.180033844E1,3.467126083E1,-5.191217422E0,6.672074318E0,3.568699542E1
2.180510980E1,2.991218376E1,-7.814469814E0,5.786450386E0,3.145294396E1
2.180988037E1,2.512358475E1,-9.993520737E0,4.842453957E0,2.746842419E1
2.181465183E1,2.047308350E1,-1.170961666E1,4.080690861E0,2.393562842E1
2.181942396E1,1.600577545E1,-1.315669823E1,3.521289349E0,2.101625644E1
2.182419532E1,1.187846756E1,-1.442289066E1,3.342153072E0,1.898124743E1
2.182896589E1,8.300824165E0,-1.544156075E1,3.474100113E0,1.787218094E1
2.183373735E1,5.380343914E0,-1.615207100E1,3.907483101E0,1.746728148E1
2.183850949E1,3.110669613E0,-1.659303665E1,4.408172607E0,1.744812645E1
2.184328084E1,1.405103207E0,-1.687568474E1,4.788167000E0,1.759799971E1
2.184805141E1,1.226096153E-1,-1.696336365E1,4.963529110E0,1.767504910E1
2.185282287E1,-8.627376556E-1,-1.687734413E1,4.838741779E0,1.757846646E1
2.185759501E1,-1.712882042E0,-1.680589294E1,4.445697308E0,1.746814893E1
2.186236636E1,-2.484804630E0,-1.680023003E1,3.825603008E0,1.740853875E1
2.186713693E1,-3.211882591E0,-1.677715302E1,3.055113316E0,1.735288940E1
2.187190839E1,-3.915524006E0,-1.663428879E1,2.200837135E0,1.723004863E1
2.187668053E1,-4.650630951E0,-1.640785599E1,1.361832023E0,1.710849768E1
2.188145188E1,-5.338020802E0,-1.613873672E1,6.145952344E-1,1.700973299E1
2.188622245E1,-5.958294868E0,-1.584859085E1,-7.011088729E-2,1.693174608E1
2.189099391E1,-6.489461422E0,-1.554002380E1,-6.954863071E-1,1.685494440E1
2.189576605E1,-6.868848324E0,-1.519171810E1,-1.298334837E0,1.672288999E1
2.190053740E1,-7.253916264E0,-1.484683609E1,-1.771903396E0,1.661888939E1
2.190530798E1,-7.639204979E0,-1.445532417E1,-2.136220455E0,1.648870181E1
2.191007943E1,-7.966894627E0,-1.402912712E1,-2.456743717E0,1.631941811E1
2.191485157E1,-8.210126877E0,-1.359709644E1,-2.775106668E0,1.612415679E1
2.191962292E1,-8.416236877E0,-1.318326187E1,-3.109299660E0,1.594676083E1
2.192439355E1,-8.550995827E0,-1.280473232E1,-3.417772770E0,1.577218660E1
2.192916490E1,-8.738243103E0,-1.245220566E1,-3.723943949E0,1.566148386E1
2.193393709E1,-8.996656418E0,-1.211394882E1,-3.962711334E0,1.560098279E1
2.193870844E1,-9.227858543E0,-1.178546333E1,-4.169683456E0,1.553823605E1
2.194347907E1,-9.484107971E0,-1.135495186E1,-4.263261795E0,1.539670864E1
2.194825042E1,-9.736354828E0,-1.088297844E1,-4.369598866E0,1.524234953E1
2.195302261E1,-1.000833321E1,-1.041814041E1,-4.509784222E0,1.513415134E1
2.195779396E1,-1.026871014E1,-9.980367661E0,-4.646964073E0,1.505484711E1
2.196256454E1,-1.051766205E1,-9.636960983E0,-4.700582504E0,1.501957749E1
2.196733600E1,-1.074369240E1,-9.440540314E0,-4.642778873E0,1.503682558E1
2.197210818E1,-1.096183968E1,-9.307217598E0,-4.474589348E0,1.506015200E1
2.197687948E1,-1.121108150E1,-9.172447205E0,-4.254912853E0,1.509723218E1
2.198165011E1,-1.148477364E1,-9.050830841E0,-4.071172714E0,1.517866963E1
2.198642146E1,-1.167113972E1,-8.913708687E0,-3.931298971E0,1.520278976E1
2.199119365E1,-1.186382484E1,-8.742240906E0,-3.852426291E0,1.523214707E1
2.199596501E1,-1.195291233E1,-8.538984299E0,-3.769405365E0,1.516557888E1
2.200073563E1,-1.198604488E1,-8.261149406E0,-3.614108562E0,1.499912138E1
2.200550698E1,-1.190547943E1,-7.932990551E0,-3.335207939E0,1.469000992E1
2.201027922E1,-1.174945354E1,-7.547419548E0,-2.982229948E0,1.427959719E1
2.201505053E1,-1.154170322E1,-7.128648758E0,-2.593105316E0,1.381132657E1
2.201982115E1,-1.137056541E1,-6.705529690E0,-2.188982487E0,1.338078961E1
2.202459251E1,-1.128851891E1,-6.321051598E0,-1.865072727E0,1.307152817E1
2.202936469E1,-1.120718384E1,-5.948566914E0,-1.470448256E0,1.277296504E1
2.203413605E1,-1.109094048E1,-5.630834579E0,-1.093798161E0,1.248645879E1
2.203890667E1,-1.095689201E1,-5.243139267E0,-6.876292229E-1,1.216621658E1
2.204367803E1,-1.073371315E1,-4.883147240E0,-3.717834949E-1,1.179813324E1
2.204845027E1,-1.038597488E1,-4.547931194E0,-1.151018143E-1,1.133866839E1
2.205322157E1,-9.818387985E0,-4.205869675E0,1.090563536E-1,1.068185263E1
2.205799219E1,-9.021779060E0,-3.878005743E0,3.728631735E-1,9.827026656E0
2.206276355E1,-8.166292191E0,-3.451494217E0,7.411201000E-1,8.896651026E0
2.206753579E1,-7.330857277E0,-2.933252335E0,1.245271325E0,7.993506011E0
2.207230709E1,-6.429596424E0,-2.461231709E0,1.773884177E0,7.109432943E0
2.207707771E1,-5.223618984E0,-2.082398415E0,2.285301685E0,6.070023249E0
2.208184907E1,-3.730094671E0,-1.824374676E0,2.791813374E0,5.003615805E0
2.208662131E1,-2.188817501E0,-1.547094345E0,3.636150837E0,4.517301836E0
2.209139261E1,-6.533050537E-1,-1.151044369E0,4.899128437E0,5.074758130E0
2.209616324E1,8.895268440E-1,-5.937108994E-1,6.284173012E0,6.374525949E0
2.210093459E1,2.418774605E0,1.987504959E-1,7.957541943E0,8.319401788E0
2.210570683E1,4.157934666E0,1.402348518E0,9.610979080E0,1.056531689E1
2.211047813E1,6.508197308E0,2.988322735E0,1.101610851E1,1.313930560E1
2.211524876E1,9.696872711E0,4.670776367E0,1.199903297E1,1.611900383E1
2.212002011E1,1.370411873E1,6.441638470E0,1.249270058E1,1.963071940E1
2.212479235E1,1.824149513E1,8.254623413E0,1.260088253E1,2.365741306E1
2.212956365E1,2.282778168E1,9.899944305E0,1.236395741E1,2.778459926E1
2.213433428E1,2.706560898E1,1.112049580E1,1.181194592E1,3.155526394E1
2.213910563E1,3.060960388E1,1.186886024E1,1.121195889E1,3.469186814E1
2.214387787E1,3.320897675E1,1.207096672E1,1.062813091E1,3.689853033E1
2.214864917E1,3.482035446E1,1.184770203E1,1.024737740E1,3.818159074E1
2.215341980E1,3.538735962E1,1.123520660E1,1.009898281E1,3.847706514E1
2.215819115E1,3.494826889E1,1.009421444E1,9.908172607E0,3.770207618E1
2.216296339E1,3.366713715E1,8.483113289E0,9.614078522E0,3.602596065E1
2.216773469E1,3.182954407E1,6.635237217E0,9.273406029E0,3.381038757E1
2.217250532E1,2.972838402E1,4.795094490E0,8.874029160E0,3.139296324E1
2.217727667E1,2.752498627E1,3.139669418E0,8.195150375E0,2.889018662E1
2.218204891E1,2.524009132E1,1.713402271E0,7.264935970E0,2.632066207E1
2.218682021E1,2.280864334E1,5.340251923E-1,6.232981205E0,2.365099255E1
2.219159084E1,2.043855667E1,-5.221605301E-1,4.966420650E0,2.103978575E1
2.219636219E1,1.811970520E1,-1.418193340E0,3.456979990E0,1.850096483E1
2.220113438E1,1.588273621E1,-2.277582407E0,1.851063013E0,1.615162918E1
2.220590574E1,1.358591652E1,-3.056276083E0,3.584010601E-1,1.393005393E1
2.221067636E1,1.132897949E1,-3.765222788E0,-1.034081101E0,1.198298805E1
2.221544771E1,9.132475853E0,-4.425045013E0,-2.222572327E0,1.038859790E1
2.222021990E1,6.959340096E0,-4.970481873E0,-3.013506413E0,9.067487276E0
2.222499126E1,4.982665062E0,-5.477407455E0,-3.560142517E0,8.216054911E0
2.222976188E1,3.227017403E0,-5.926155567E0,-3.816740036E0,7.752449008E0
2.223453324E1,1.686159134E0,-6.211477280E0,-3.808511734E0,7.478659255E0
2.223930542E1,3.923540115E-1,-6.441268921E0,-3.648257971E0,7.413074477E0
2.224407678E1,-7.077822685E-1,-6.539533138E0,-3.411882401E0,7.409952154E0
2.224884740E1,-1.612327099E0,-6.511596203E0,-3.140693188E0,7.407053225E0
2.225361876E1,-2.333196640E0,-6.461092472E0,-2.901550770E0,7.457111999E0
2.225839094E1,-2.941832066E0,-6.393427849E0,-2.631487131E0,7.513655574E0
2.226316230E1,-3.482989788E0,-6.292590141E0,-2.386878014E0,7.577934758E0
2.226793287E1,-3.998826027E0,-6.247788429E0,-2.140156746E0,7.720475422E0
2.227270433E1,-4.478977203E0,-6.204276562E0,-1.877674699E0,7.879082860E0
2.227747646E1,-4.953571796E0,-6.145727634E0,-1.614192963E0,8.056889016E0
2.228224782E1,-5.510340691E0,-6.105721474E0,-1.244817376E0,8.318248586E0
2.228701839E1,-6.045693398E0,-6.069935799E0,-8.178775311E-1,8.606012602E0
2.229178985E1,-6.559091568E0,-6.081290722E0,-4.001244307E-1,8.953428316E0
2.229656198E1,-7.076524734E0,-6.208798409E0,1.845312119E-2,9.414176571E0
2.230133334E1,-7.604942322E0,-6.296615124E0,4.408549666E-1,9.883160569E0
2.230610391E1,-8.110634804E0,-6.284944534E0,8.891336918E-1,1.029919819E1
2.231087537E1,-8.583864212E0,-6.185993195E0,1.358632803E0,1.066747954E1
2.231564751E1,-9.053382874E0,-6.140952587E0,1.780108333E0,1.108349339E1
2.232041886E1,-9.430671692E0,-6.078271389E0,2.210627556E0,1.143546352E1
